# q,<w**1.0>/wp(0)**1.0
1.000000000000000021e-02,1.538497718932073011e-05
2.000000000000000042e-02,5.042845310757831207e-05
2.999999999999999889e-02,1.152649556243503219e-04
4.000000000000000083e-02,2.047732453333077590e-04
5.000000000000000278e-02,3.199939075676463854e-04
6.000000000000000472e-02,4.607958563358775426e-04
6.999999999999999278e-02,6.271934849964490993e-04
8.000000000000000167e-02,8.191908128386316034e-04
8.999999999999999667e-02,1.036787613516681637e-03
9.999999999999999167e-02,1.279983245709396568e-03
1.100000000000000006e-01,1.548777140375911729e-03
1.199999999999999956e-01,1.843168690935243978e-03
1.300000000000000044e-01,2.163157092212970953e-03
1.400000000000000133e-01,2.508741443834228146e-03
1.500000000000000222e-01,2.879920390450030170e-03
1.600000000000000033e-01,3.276692746138390542e-03
1.700000000000000122e-01,3.699057099864183282e-03
1.800000000000000211e-01,4.147012307886532509e-03
1.900000000000000022e-01,4.620557402579023032e-03
2.000000000000000111e-01,5.119692209969235047e-03
2.100000000000000200e-01,5.644417390183128526e-03
2.200000000000000011e-01,6.194734787776206598e-03
2.300000000000000100e-01,6.770648186209806893e-03
2.400000000000000189e-01,7.372162983806117113e-03
2.500000000000000000e-01,7.999287101081878001e-03
2.600000000000000089e-01,8.652030602073977270e-03
2.700000000000000178e-01,9.330405640590988189e-03
2.800000000000000266e-01,1.003442592257405667e-02
2.900000000000000355e-01,1.076410612310146030e-02
2.999999999999999889e-01,1.151946096968007108e-02
3.099999999999999978e-01,1.230050325294445614e-02
3.200000000000000067e-01,1.310724306315362228e-02
3.300000000000000155e-01,1.393968578433566786e-02
3.400000000000000244e-01,1.479783058538470565e-02
3.500000000000000333e-01,1.568166980939679142e-02
3.600000000000000422e-01,1.659118720697747018e-02
3.699999999999999956e-01,1.752635880323477613e-02
3.800000000000000044e-01,1.848715278645076537e-02
3.900000000000000133e-01,1.947353080337682271e-02
4.000000000000000222e-01,2.048544950249943028e-02
4.100000000000000311e-01,2.152286355035241613e-02
4.200000000000000400e-01,2.258572693501666173e-02
4.299999999999999933e-01,2.367399608015438930e-02
4.400000000000000022e-01,2.478763275499808530e-02
4.500000000000000111e-01,2.592660576748736720e-02
4.600000000000000200e-01,2.709089178498009023e-02
4.700000000000000289e-01,2.828047791326543034e-02
4.800000000000000377e-01,2.949536118876499441e-02
4.899999999999999911e-01,3.073554874969278497e-02
5.000000000000000000e-01,3.200105758868958261e-02
5.100000000000000089e-01,3.329191233007941508e-02
5.200000000000000178e-01,3.460814584486156253e-02
5.300000000000000266e-01,3.594979658777715942e-02
5.400000000000000355e-01,3.731690739697460929e-02
5.500000000000000444e-01,3.870952400054292891e-02
5.600000000000000533e-01,4.012769320891435010e-02
5.700000000000000622e-01,4.157146321538144479e-02
5.800000000000000711e-01,4.304088013794601930e-02
5.899999999999999689e-01,4.453598863844267924e-02
5.999999999999999778e-01,4.605683079263016289e-02
