# q,<w**2.0>/wp(0)**2.0
1.000000000000000021e-02,1.538464330262952315e-05
2.000000000000000042e-02,5.042627490127683982e-05
2.999999999999999889e-02,1.152538320809863771e-04
4.000000000000000083e-02,2.047383279689030566e-04
5.000000000000000278e-02,3.199090647373806608e-04
6.000000000000000472e-02,4.606207693272419039e-04
6.999999999999999278e-02,6.268707540232461512e-04
8.000000000000000167e-02,8.186432244572982089e-04
8.999999999999999667e-02,1.035915595417539591e-03
9.999999999999999167e-02,1.278662432690316373e-03
1.100000000000000006e-01,1.546856168507819993e-03
1.199999999999999956e-01,1.840467135320551350e-03
1.300000000000000044e-01,2.159463497587805949e-03
1.400000000000000133e-01,2.503811622298698133e-03
1.500000000000000222e-01,2.873475716974585939e-03
1.600000000000000033e-01,3.268418676648786412e-03
1.700000000000000122e-01,3.688601721211254465e-03
1.800000000000000211e-01,4.133984960721399406e-03
1.900000000000000022e-01,4.604527595765687403e-03
2.000000000000000111e-01,5.100188156373687727e-03
2.100000000000000200e-01,5.620925182616723532e-03
2.200000000000000011e-01,6.166697452942074970e-03
2.300000000000000100e-01,6.737464443530561536e-03
2.400000000000000189e-01,7.333186968074449814e-03
2.500000000000000000e-01,7.953827256380559263e-03
2.600000000000000089e-01,8.599349516290051565e-03
2.700000000000000178e-01,9.269719425016297379e-03
2.800000000000000266e-01,9.964904099206561491e-03
2.900000000000000355e-01,1.068487134528980920e-02
2.999999999999999889e-01,1.142958875048106886e-02
3.099999999999999978e-01,1.219902201228300481e-02
3.200000000000000067e-01,1.299313365854373216e-02
3.300000000000000155e-01,1.381188137297116765e-02
3.400000000000000244e-01,1.465521592052563063e-02
3.500000000000000333e-01,1.552308022205475292e-02
3.600000000000000422e-01,1.641540772011411409e-02
3.699999999999999956e-01,1.733212263757077237e-02
3.800000000000000044e-01,1.827313878980277306e-02
3.900000000000000133e-01,1.923836227560477008e-02
4.000000000000000222e-01,2.022769100508040388e-02
4.100000000000000311e-01,2.124101813861763166e-02
4.200000000000000400e-01,2.227823369733163139e-02
4.299999999999999933e-01,2.333922725295018222e-02
4.400000000000000022e-01,2.442389013909651574e-02
4.500000000000000111e-01,2.553211862224073411e-02
4.600000000000000200e-01,2.666381401856734307e-02
4.700000000000000289e-01,2.781888571665564608e-02
4.800000000000000377e-01,2.899725095478713002e-02
4.899999999999999911e-01,3.019883528247302440e-02
5.000000000000000000e-01,3.142357197643083633e-02
5.100000000000000089e-01,3.267140259627750870e-02
5.200000000000000178e-01,3.394227414554561173e-02
5.300000000000000266e-01,3.523613872897330551e-02
5.400000000000000355e-01,3.655295332169096467e-02
5.500000000000000444e-01,3.789267597613590888e-02
5.600000000000000533e-01,3.925526738069574917e-02
5.700000000000000622e-01,4.064068668353704172e-02
5.800000000000000711e-01,4.204889307357026484e-02
5.899999999999999689e-01,4.347984376844523519e-02
5.999999999999999778e-01,4.493349191188954900e-02
6.099999999999999867e-01,4.640978852904213692e-02
6.199999999999999956e-01,4.790868038639246179e-02
6.300000000000000044e-01,4.943011059090581666e-02
6.400000000000000133e-01,5.097401644298824724e-02
6.500000000000000222e-01,5.254033225893481318e-02
6.600000000000000311e-01,5.412898744575237592e-02
6.700000000000000400e-01,5.573990704788844147e-02
6.800000000000000488e-01,5.737301244399263533e-02
6.900000000000000577e-01,5.902821924233261214e-02
7.000000000000000666e-01,6.070544086015743773e-02
7.100000000000000755e-01,6.240458650354262921e-02
7.199999999999999734e-01,6.412556195407914661e-02
7.299999999999999822e-01,6.586827046276069741e-02
7.399999999999999911e-01,6.763261038008158699e-02
7.500000000000000000e-01,6.941847927950824115e-02
7.600000000000000089e-01,7.122577161492560371e-02
7.700000000000000178e-01,7.305438031309896552e-02
7.800000000000000266e-01,7.490419409447116039e-02
7.900000000000000355e-01,7.677510199397266644e-02
8.000000000000000444e-01,7.866699070258768856e-02
8.100000000000000533e-01,8.057974626909825133e-02
8.200000000000000622e-01,8.251325108737483927e-02
8.300000000000000711e-01,8.446738883010682097e-02
8.400000000000000799e-01,8.644204232251084807e-02
8.499999999999999778e-01,8.843709105858975350e-02
8.599999999999999867e-01,9.045241646477916730e-02
8.699999999999999956e-01,9.248789958723006854e-02
8.800000000000000044e-01,9.454341840898278226e-02
8.900000000000000133e-01,9.661885442856830986e-02
9.000000000000000222e-01,9.871408534255220191e-02
9.100000000000000311e-01,1.008289917999074248e-01
9.200000000000000400e-01,1.029634547799711808e-01
9.300000000000000488e-01,1.051173525841215123e-01
9.400000000000000577e-01,1.072905681411420592e-01
9.500000000000000666e-01,1.094829808426354273e-01
9.600000000000000755e-01,1.116944751569997618e-01
9.699999999999999734e-01,1.139249321209924587e-01
9.799999999999999822e-01,1.161742383053503969e-01
9.899999999999999911e-01,1.184422781378695194e-01
1.000000000000000000e+00,1.207289373282107309e-01
1.010000000000000009e+00,1.230341066856958931e-01
1.020000000000000018e+00,1.253576738811111313e-01
1.030000000000000027e+00,1.276995333099552599e-01
1.040000000000000036e+00,1.300595776524694214e-01
1.050000000000000044e+00,1.324377016414733377e-01
1.060000000000000053e+00,1.348338062576967256e-01
1.070000000000000062e+00,1.372477910546322233e-01
1.080000000000000071e+00,1.396795581488503024e-01
1.090000000000000080e+00,1.421290166465955518e-01
1.100000000000000089e+00,1.445960745487971100e-01
1.110000000000000098e+00,1.470806429758492739e-01
1.120000000000000107e+00,1.495826408205839231e-01
1.130000000000000115e+00,1.521019862388639232e-01
1.140000000000000124e+00,1.546386026320618612e-01
1.150000000000000133e+00,1.571924158574346253e-01
1.160000000000000142e+00,1.597633606719408850e-01
1.169999999999999929e+00,1.623513716438508281e-01
1.179999999999999938e+00,1.649563895456274409e-01
1.189999999999999947e+00,1.675783600618147573e-01
1.199999999999999956e+00,1.702172323155382305e-01
1.209999999999999964e+00,1.728729658639730771e-01
1.219999999999999973e+00,1.755455208517953114e-01
1.229999999999999982e+00,1.782348649570694998e-01
1.239999999999999991e+00,1.809409719759502988e-01
1.250000000000000000e+00,1.836638220879185934e-01
1.260000000000000009e+00,1.864034002436024962e-01
1.270000000000000018e+00,1.891597038458085744e-01
1.280000000000000027e+00,1.919327319465375103e-01
1.290000000000000036e+00,1.947224928825589674e-01
1.300000000000000044e+00,1.975290027018868355e-01
1.310000000000000053e+00,2.003522854654739838e-01
