# q,S(q)
1.000000000000000021e-02,5.287336490125787812e-05
2.000000000000000042e-02,2.126251197419450425e-04
2.999999999999999889e-02,4.783619823476728886e-04
4.000000000000000083e-02,8.502895822086490793e-04
5.000000000000000278e-02,1.328316879474259219e-03
6.000000000000000472e-02,1.912320793575976105e-03
6.999999999999999278e-02,2.602153993447133863e-03
8.000000000000000167e-02,3.397644212209693839e-03
8.999999999999999667e-02,4.298594745255337676e-03
9.999999999999999167e-02,5.304785162643481378e-03
1.100000000000000006e-01,6.415971481515338366e-03
1.199999999999999956e-01,7.631886969572599343e-03
1.300000000000000044e-01,8.952241873092452173e-03
1.400000000000000133e-01,1.037672456568762905e-02
1.500000000000000222e-01,1.190500101157392597e-02
1.600000000000000033e-01,1.353671560874794046e-02
1.700000000000000122e-01,1.527149161092496328e-02
1.800000000000000211e-01,1.710893055349811676e-02
1.900000000000000022e-01,1.904861325249922188e-02
2.000000000000000111e-01,2.109010020819710590e-02
2.100000000000000200e-01,2.323293065121575726e-02
2.200000000000000011e-01,2.547662432922355794e-02
2.300000000000000100e-01,2.782067994018756762e-02
2.400000000000000189e-01,3.026457663894081482e-02
2.500000000000000000e-01,3.280777443885208450e-02
2.600000000000000089e-01,3.544971288796727044e-02
2.700000000000000178e-01,3.818981196932721978e-02
2.800000000000000266e-01,4.102747304968042824e-02
2.900000000000000355e-01,4.396207800787078207e-02
2.999999999999999889e-01,4.699298969958884409e-02
3.099999999999999978e-01,5.011955209505098569e-02
3.200000000000000067e-01,5.334109041670699602e-02
3.300000000000000155e-01,5.665691127144562023e-02
3.400000000000000244e-01,6.006630278125934391e-02
3.500000000000000333e-01,6.356853409282715861e-02
3.600000000000000422e-01,6.716285796968264610e-02
3.699999999999999956e-01,7.084850657654928607e-02
3.800000000000000044e-01,7.462469675515193135e-02
3.900000000000000133e-01,7.849062471865282664e-02
4.000000000000000222e-01,8.244547110106421883e-02
4.100000000000000311e-01,8.648839825751868104e-02
4.200000000000000400e-01,9.061855108637315026e-02
4.299999999999999933e-01,9.483505717627963016e-02
4.400000000000000022e-01,9.913702691462707162e-02
4.500000000000000111e-01,1.035235536499898717e-01
4.600000000000000200e-01,1.079937137978162209e-01
4.700000000000000289e-01,1.125465669927581264e-01
4.800000000000000377e-01,1.171811562204076035e-01
4.899999999999999911e-01,1.218965067673776631e-01
5.000000000000000000e-01,1.266916311208502455e-01
5.100000000000000089e-01,1.315655220072384501e-01
5.200000000000000178e-01,1.365171559229921561e-01
5.300000000000000266e-01,1.415454974116697739e-01
5.400000000000000355e-01,1.466494898561881699e-01
5.500000000000000444e-01,1.518280666056731620e-01
5.600000000000000533e-01,1.570801397816223854e-01
5.700000000000000622e-01,1.624046105479022839e-01
5.800000000000000711e-01,1.678003651753658121e-01
5.899999999999999689e-01,1.732662700004926060e-01
5.999999999999999778e-01,1.788011814395461252e-01
6.099999999999999867e-01,1.844039414589853654e-01
6.199999999999999956e-01,1.900733721459906822e-01
6.300000000000000044e-01,1.958082866667518740e-01
6.400000000000000133e-01,2.016074822683953660e-01
6.500000000000000222e-01,2.074697422507432998e-01
6.600000000000000311e-01,2.133938362009662748e-01
6.700000000000000400e-01,2.193785200437394778e-01
6.800000000000000488e-01,2.254225364432823064e-01
6.900000000000000577e-01,2.315246146774341263e-01
7.000000000000000666e-01,2.376834713270546684e-01
7.100000000000000755e-01,2.438978098142485229e-01
7.199999999999999734e-01,2.501663211760700722e-01
7.299999999999999822e-01,2.564876840342311115e-01
7.399999999999999911e-01,2.628605647320678140e-01
7.500000000000000000e-01,2.692836176305205553e-01
7.600000000000000089e-01,2.757554854009765521e-01
7.700000000000000178e-01,2.822747990119835459e-01
7.800000000000000266e-01,2.888401756190653313e-01
7.900000000000000355e-01,2.954502288325071557e-01
8.000000000000000444e-01,3.021035543034228943e-01
8.100000000000000533e-01,3.087987386652811805e-01
8.200000000000000622e-01,3.155343577657825915e-01
8.300000000000000711e-01,3.223089763034698851e-01
8.400000000000000799e-01,3.291211551178582218e-01
8.499999999999999778e-01,3.359694391480555486e-01
8.599999999999999867e-01,3.428523606093751286e-01
8.699999999999999956e-01,3.497684558042269964e-01
8.800000000000000044e-01,3.567162413399206922e-01
8.900000000000000133e-01,3.636942163871262901e-01
9.000000000000000222e-01,3.707008988420506523e-01
9.100000000000000311e-01,3.777347717108177072e-01
9.200000000000000400e-01,3.847943225879504880e-01
9.300000000000000488e-01,3.918780308517887390e-01
9.400000000000000577e-01,3.989843621424665754e-01
9.500000000000000666e-01,4.061117843385128046e-01
9.600000000000000755e-01,4.132587476707306751e-01
9.699999999999999734e-01,4.204237092885438898e-01
9.799999999999999822e-01,4.276051025483362800e-01
9.899999999999999911e-01,4.348013732049800795e-01
1.000000000000000000e+00,4.420109434552715877e-01
1.010000000000000009e+00,4.492322474907077812e-01
1.020000000000000018e+00,4.564636964606280101e-01
1.030000000000000027e+00,4.637037099341937973e-01
1.040000000000000036e+00,4.709507031242798902e-01
1.050000000000000044e+00,4.782030729062244911e-01
1.060000000000000053e+00,4.854592307071499135e-01
1.070000000000000062e+00,4.927175656713384533e-01
1.080000000000000071e+00,4.999764771040773881e-01
1.090000000000000080e+00,5.072343623877523244e-01
1.100000000000000089e+00,5.144896002982507488e-01
1.110000000000000098e+00,5.217405878462985092e-01
1.120000000000000107e+00,5.289856994967370163e-01
1.130000000000000115e+00,5.362233230045810872e-01
1.140000000000000124e+00,5.434518453324163056e-01
1.150000000000000133e+00,5.506696360619960373e-01
1.160000000000000142e+00,5.578750803634040523e-01
1.169999999999999929e+00,5.650665574612757647e-01
1.179999999999999938e+00,5.722424524528981760e-01
1.189999999999999947e+00,5.794011338801740019e-01
1.199999999999999956e+00,5.865409878316750758e-01
1.209999999999999964e+00,5.936604019302985646e-01
1.219999999999999973e+00,6.007577478556805906e-01
1.229999999999999982e+00,6.078314166254247253e-01
1.239999999999999991e+00,6.148797957899355682e-01
1.250000000000000000e+00,6.219012819786736701e-01
1.260000000000000009e+00,6.288942564752103559e-01
1.270000000000000018e+00,6.358571226132564425e-01
1.280000000000000027e+00,6.427882816464633997e-01
1.290000000000000036e+00,6.496861456863949336e-01
1.300000000000000044e+00,6.565491126556820545e-01
1.310000000000000053e+00,6.633756049551454703e-01
1.320000000000000062e+00,6.701640444210897885e-01
1.330000000000000071e+00,6.769128592776980646e-01
1.340000000000000080e+00,6.836204912875079032e-01
1.350000000000000089e+00,6.902853690740363701e-01
1.360000000000000098e+00,6.969059492500251363e-01
1.370000000000000107e+00,7.034806899217114218e-01
1.380000000000000115e+00,7.100080578894477634e-01
1.390000000000000124e+00,7.164865361999783744e-01
1.400000000000000133e+00,7.229145962788595670e-01
1.410000000000000142e+00,7.292907410399898094e-01
1.419999999999999929e+00,7.356134768725910433e-01
1.429999999999999938e+00,7.418813214187163219e-01
1.439999999999999947e+00,7.480928039635794669e-01
1.449999999999999956e+00,7.542464659643093317e-01
1.459999999999999964e+00,7.603408691315831636e-01
1.469999999999999973e+00,7.663745657163499869e-01
1.479999999999999982e+00,7.723461442272790967e-01
1.489999999999999991e+00,7.782541998286378604e-01
1.500000000000000000e+00,7.840973423622702443e-01
1.510000000000000009e+00,7.898741968176213879e-01
1.520000000000000018e+00,7.955834038903056848e-01
1.530000000000000027e+00,8.012236203388358735e-01
1.540000000000000036e+00,8.067935275675551798e-01
1.550000000000000044e+00,8.122918000890388956e-01
1.560000000000000053e+00,8.177171538014234020e-01
1.570000000000000062e+00,8.230683147199036043e-01
1.580000000000000071e+00,8.283440271702219304e-01
1.590000000000000080e+00,8.335430544151106735e-01
1.600000000000000089e+00,8.386641788713906642e-01
1.610000000000000098e+00,8.437062027050248325e-01
1.620000000000000107e+00,8.486679480521412966e-01
1.630000000000000115e+00,8.535482660004488631e-01
1.640000000000000124e+00,8.583460030104809180e-01
1.650000000000000133e+00,8.630600520117264196e-01
1.660000000000000142e+00,8.676893188906985577e-01
1.670000000000000151e+00,8.722327313289223172e-01
1.679999999999999938e+00,8.766892390328706597e-01
1.689999999999999947e+00,8.810578140168255912e-01
1.699999999999999956e+00,8.853374508490291506e-01
1.709999999999999964e+00,8.895271668701340007e-01
1.719999999999999973e+00,8.936260024207345332e-01
1.729999999999999982e+00,8.976330210156360234e-01
1.739999999999999991e+00,9.015473094680150901e-01
1.750000000000000000e+00,9.053679781326158249e-01
1.760000000000000009e+00,9.090941699599048853e-01
1.770000000000000018e+00,9.127250245141865781e-01
1.780000000000000027e+00,9.162597321900555203e-01
1.790000000000000036e+00,9.196974981171496255e-01
1.800000000000000044e+00,9.230375513307297330e-01
1.810000000000000053e+00,9.262791446250846494e-01
1.820000000000000062e+00,9.294215546023011365e-01
1.830000000000000071e+00,9.324640816223366269e-01
1.840000000000000080e+00,9.354060496496749977e-01
1.850000000000000089e+00,9.382468061921908076e-01
1.860000000000000098e+00,9.409857221488643342e-01
1.870000000000000107e+00,9.436221916129279297e-01
1.880000000000000115e+00,9.461556316657274701e-01
1.890000000000000124e+00,9.485854821082467803e-01
1.900000000000000133e+00,9.509112051843453539e-01
1.910000000000000142e+00,9.531322946588723921e-01
1.920000000000000151e+00,9.552482375147017812e-01
1.929999999999999938e+00,9.572585702497513616e-01
1.939999999999999947e+00,9.591628403382260748e-01
1.949999999999999956e+00,9.609606148618011767e-01
