# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,1.000022803648304759e+00,-5.187892700012460817e-06
1.398797595190380896e-02,1.000044327986592041e+00,-1.015008008987524561e-05
1.797595190380761598e-02,1.000073593409682493e+00,-1.676176864388348082e-05
2.196392785571142647e-02,1.000109848532917178e+00,-2.502228837062798014e-05
2.595190380761523002e-02,1.000153291194736171e+00,-3.493096958374962511e-05
2.993987975951904051e-02,1.000203986471107864e+00,-4.648703849476129021e-05
3.392785571142285100e-02,1.000262050513539780e+00,-5.968961198683098027e-05
3.791583166332665455e-02,1.000327358048054061e+00,-7.453763145740865471e-05
4.190380761523046504e-02,1.000399937432723485e+00,-9.102992396405337825e-05
4.589178356713427553e-02,1.000479804814081275e+00,-1.091651897994494886e-04
4.987975951903807909e-02,1.000566971932498328e+00,-1.289419989870676131e-04
5.386773547094188958e-02,1.000661451599522689e+00,-1.503587892560347540e-04
5.785571142284570006e-02,1.000763257331455547e+00,-1.734138690342758033e-04
6.184368737474950362e-02,1.000872405390941022e+00,-1.981054166628476042e-04
6.583166332665331411e-02,1.000988912545094811e+00,-2.244314809087433356e-04
6.981963927855711072e-02,1.001112789495241850e+00,-2.523899715881218041e-04
7.380761523046092121e-02,1.001244052951978603e+00,-2.819786702570736955e-04
7.779559118236473170e-02,1.001382723458165369e+00,-3.131952315247902782e-04
8.178356713426854219e-02,1.001528821050330365e+00,-3.460371767253902294e-04
8.577154308617233880e-02,1.001682364648871060e+00,-3.805018920909007110e-04
8.975951903807614929e-02,1.001843375110187395e+00,-4.165866320832924304e-04
9.374749498997995978e-02,1.002011875984071931e+00,-4.542885215718155340e-04
9.773547094188377027e-02,1.002187889744314830e+00,-4.936045488945204653e-04
1.017234468937875808e-01,1.002371441879230440e+00,-5.345315727131878369e-04
1.057114228456913912e-01,1.002562556873067390e+00,-5.770663139928535216e-04
1.096993987975951879e-01,1.002761261948558191e+00,-6.212053626116091415e-04
1.136873747494989983e-01,1.002967585043251120e+00,-6.669451740949723303e-04
1.176753507014028088e-01,1.003181555077451881e+00,-7.142820689459620067e-04
1.216633266533066193e-01,1.003403201275128831e+00,-7.632122292948998908e-04
1.256513026052104298e-01,1.003632555291150252e+00,-8.137317055211795019e-04
1.296392785571142403e-01,1.003869649724995927e+00,-8.658364127381182416e-04
1.336272545090180508e-01,1.004114517359858461e+00,-9.195221242795747867e-04
1.376152304609218613e-01,1.004367192907020145e+00,-9.747844800238984753e-04
1.416032064128256718e-01,1.004627712286475294e+00,-1.031618982079823051e-03
1.455911823647294823e-01,1.004896112168637057e+00,-1.090020991967071990e-03
1.495791583166332928e-01,1.005172430827663943e+00,-1.149985734435380637e-03
1.535671342685371032e-01,1.005456707358187929e+00,-1.211508292429561932e-03
1.575551102204409137e-01,1.005748982362780986e+00,-1.274583609723241437e-03
1.615430861723446965e-01,1.006049297402371590e+00,-1.339206487533463157e-03
1.655310621242485070e-01,1.006357695634036986e+00,-1.405371587132863039e-03
1.695190380761523175e-01,1.006674221083889931e+00,-1.473073424571865169e-03
1.735070140280561279e-01,1.006998919378511381e+00,-1.542306374037875124e-03
1.774949899799599384e-01,1.007331837151180798e+00,-1.613064663352573817e-03
1.814829659318637489e-01,1.007673022386233130e+00,-1.685342374725030566e-03
1.854709418837675594e-01,1.008022524557531385e+00,-1.759133445230627937e-03
1.894589178356713699e-01,1.008380394245931955e+00,-1.834431662504260301e-03
1.934468937875751804e-01,1.008746683472071970e+00,-1.911230665589112995e-03
1.974348697394789909e-01,1.009121445536996786e+00,-1.989523942710875928e-03
2.014228456913828014e-01,1.009504735264644459e+00,-2.069304832402705900e-03
2.054108216432865841e-01,1.009896608649458072e+00,-2.150566518046742679e-03
2.093987975951903946e-01,1.010297123257338336e+00,-2.233302030261744009e-03
2.133867735470942051e-01,1.010706338032232088e+00,-2.317504243898262876e-03
2.173747494989980156e-01,1.011124313338608527e+00,-2.403165876156408351e-03
2.213627254509018261e-01,1.011551110988859747e+00,-2.490279485498861356e-03
2.253507014028056366e-01,1.011986794346396490e+00,-2.578837470567890266e-03
2.293386773547094470e-01,1.012431428170760705e+00,-2.668832066363390366e-03
2.333266533066132575e-01,1.012885078818628326e+00,-2.760255345310650820e-03
2.373146292585170680e-01,1.013347814146531300e+00,-2.853099212560355601e-03
2.413026052104208785e-01,1.013819703597797606e+00,-2.947355406129933530e-03
2.452905811623246612e-01,1.014300818190106979e+00,-3.043015493631593977e-03
2.492785571142284717e-01,1.014791230499982211e+00,-3.140070869255452354e-03
2.532665330661322822e-01,1.015291014803701097e+00,-3.238512753958233334e-03
2.572545090180360927e-01,1.015800246976152899e+00,-3.338332190711809470e-03
2.612424849699399032e-01,1.016319004598941200e+00,-3.439520043029946524e-03
2.652304609218437137e-01,1.016847366919775286e+00,-3.542066991931123576e-03
2.692184368737475242e-01,1.017385414952246103e+00,-3.645963533755649816e-03
2.732064128256513347e-01,1.017933231405202532e+00,-3.751199976179773934e-03
2.771943887775551452e-01,1.018490900808151522e+00,-3.857766436424230408e-03
2.811823647294589557e-01,1.019058998820863149e+00,-3.965844340645795912e-03
2.851703406813627661e-01,1.019636653517813851e+00,-4.075046381860854272e-03
2.891583166332665766e-01,1.020224426182336552e+00,-4.185547723943043065e-03
2.931462925851703871e-01,1.020822408716506535e+00,-4.297337687777647366e-03
2.971342685370741976e-01,1.021430694937447869e+00,-4.410405385984574218e-03
3.011222444889780081e-01,1.022049380607395364e+00,-4.524739719007791518e-03
3.051102204408818186e-01,1.022678563463774504e+00,-4.640329371027950012e-03
3.090981963927855736e-01,1.023318343250964713e+00,-4.757162805717119435e-03
3.130861723446893841e-01,1.023968821751462421e+00,-4.875228261782557117e-03
3.170741482965931946e-01,1.024630102818985256e+00,-4.994513748355316855e-03
3.210621242484970050e-01,1.025302292411408134e+00,-5.115007040152999389e-03
3.250501002004008155e-01,1.025985498624818471e+00,-5.236695672456455515e-03
3.290380761523046260e-01,1.026679831728005032e+00,-5.359566935862076706e-03
3.330260521042084365e-01,1.027385404198347896e+00,-5.483607870831569767e-03
3.370140280561122470e-01,1.028102330757658445e+00,-5.608805261994174313e-03
3.410020040080160575e-01,1.028830728409303452e+00,-5.735145632223402623e-03
3.449899799599198680e-01,1.029570716476030601e+00,-5.862615236465738323e-03
3.489779559118236785e-01,1.030322416638409067e+00,-5.991200055308431791e-03
3.529659318637274890e-01,1.031085952974538422e+00,-6.120885788294598388e-03
3.569539078156312994e-01,1.031861452000012447e+00,-6.251657846946794689e-03
3.609418837675351099e-01,1.032649042709309350e+00,-6.383501347520068037e-03
3.649298597194389204e-01,1.033448856617640965e+00,-6.516401103448163888e-03
3.689178356713427309e-01,1.034261027803945909e+00,-6.650341617486842626e-03
3.729058116232465414e-01,1.035085692954648584e+00,-6.785307073534808421e-03
3.768937875751503519e-01,1.035922991408543048e+00,-6.921281328128329677e-03
3.808817635270541624e-01,1.036773065202342137e+00,-7.058247901583088700e-03
3.848697394789579729e-01,1.037636059117527543e+00,-7.196189968787668548e-03
3.888577154308617834e-01,1.038512120727993038e+00,-7.335090349620501660e-03
3.928456913827655939e-01,1.039401400448736190e+00,-7.474931498982041213e-03
3.968336673346693488e-01,1.040304051585650091e+00,-7.615695496430126624e-03
4.008216432865731593e-01,1.041220230386317391e+00,-7.757364035396448025e-03
4.048096192384769698e-01,1.042150096091984057e+00,-7.899918411974894000e-03
4.087975951903807803e-01,1.043093810990544101e+00,-8.043339513261631157e-03
4.127855711422845908e-01,1.044051540470768646e+00,-8.187607805228752991e-03
4.167735470941884013e-01,1.045023453077592812e+00,-8.332703320116270629e-03
4.207615230460922118e-01,1.046009720568744861e+00,-8.478605643323913407e-03
4.247494989979960223e-01,1.047010517972464250e+00,-8.625293899779236384e-03
4.287374749498998328e-01,1.048026023646562388e+00,-8.772746739765668531e-03
4.327254509018036432e-01,1.049056419338753265e+00,-8.920942324189856665e-03
4.367134268537074537e-01,1.050101890248301029e+00,-9.069858309260962412e-03
4.407014028056112642e-01,1.051162625089050229e+00,-9.219471830566535603e-03
4.446893787575150747e-01,1.052238816153782786e+00,-9.369759486511627933e-03
4.486773547094188852e-01,1.053330659380085521e+00,-9.520697321105916003e-03
4.526653306613226957e-01,1.054438354417671642e+00,-9.672260806066142885e-03
4.566533066132265062e-01,1.055562104697145509e+00,-9.824424822206707236e-03
4.606412825651303167e-01,1.056702117500393223e+00,-9.977163640091629704e-03
4.646292585170341272e-01,1.057858604032552607e+00,-1.013045089991945584e-02
4.686172344689379377e-01,1.059031779495594350e+00,-1.028425959060361161e-02
4.726052104208417481e-01,1.060221863163624656e+00,-1.043856202802150891e-02
4.765931863727455586e-01,1.061429078459914743e+00,-1.059332983239473329e-02
4.805811623246493136e-01,1.062653653035729784e+00,-1.074853390476343540e-02
4.845691382765531241e-01,1.063895818850999264e+00,-1.090414440251843628e-02
4.885571142284569346e-01,1.065155812256899370e+00,-1.106013071395143404e-02
4.925450901803607451e-01,1.066433874080423561e+00,-1.121646143177836182e-02
4.965330661322645556e-01,1.067730249710927337e+00,-1.137310432559308394e-02
5.005210420841683661e-01,1.069045189188853717e+00,-1.153002631320783518e-02
5.045090180360721765e-01,1.070378947296549921e+00,-1.168719343082380395e-02
5.084969939879759870e-01,1.071731783651407310e+00,-1.184457080198930527e-02
5.124849699398797975e-01,1.073103962801254641e+00,-1.200212260528189974e-02
5.164729458917836080e-01,1.074495754322230656e+00,-1.215981204066394518e-02
5.204609218436874185e-01,1.075907432919103179e+00,-1.231760129444550884e-02
5.244488977955912290e-01,1.077339278528190558e+00,-1.247545150279061668e-02
5.284368737474950395e-01,1.078791576423000720e+00,-1.263332271370226113e-02
5.324248496993988500e-01,1.080264617322634901e+00,-1.279117384740828013e-02
5.364128256513026605e-01,1.081758697503108602e+00,-1.294896265507331987e-02
5.404008016032064710e-01,1.083274118911712991e+00,-1.310664567575710489e-02
5.443887775551102814e-01,1.084811189284497157e+00,-1.326417819152635180e-02
5.483767535070140919e-01,1.086370222267038388e+00,-1.342151418063290691e-02
5.523647294589179024e-01,1.087951537538673907e+00,-1.357860626865864569e-02
5.563527054108217129e-01,1.089555460940262899e+00,-1.373540567751809459e-02
5.603406813627255234e-01,1.091182324605691090e+00,-1.389186217220869657e-02
5.643286573146293339e-01,1.092832467097311078e+00,-1.404792400519139228e-02
5.683166332665331444e-01,1.094506233545421203e+00,-1.420353785826466639e-02
5.723046092184369549e-01,1.096203975792095608e+00,-1.435864878180501472e-02
5.762925851703407654e-01,1.097926052539431208e+00,-1.451320013121454831e-02
5.802805611222445759e-01,1.099672829502563953e+00,-1.466713350042492779e-02
5.842685370741483863e-01,1.101444679567617380e+00,-1.482038865228330060e-02
5.882565130260521968e-01,1.103241982954844769e+00,-1.497290344563493789e-02
5.922444889779560073e-01,1.105065127387301560e+00,-1.512461375890844333e-02
5.962324649298598178e-01,1.106914508265228747e+00,-1.527545340998170444e-02
6.002204408817636283e-01,1.108790528846586465e+00,-1.542535407210579752e-02
