# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,1.000125240813817040e+00,-4.190754483108664081e-06
1.398797595190380896e-02,1.000245141864454679e+00,-8.196968394666250655e-06
1.797595190380761598e-02,1.000404082554610774e+00,-1.353391559302383662e-05
2.196392785571142647e-02,1.000603567331717292e+00,-2.019921520133327958e-05
2.595190380761523002e-02,1.000842909355363020e+00,-2.819062640323118164e-05
2.993987975951904051e-02,1.001121820184099676e+00,-3.750542983768497077e-05
3.392785571142285100e-02,1.001440756356307249e+00,-4.814053697934533757e-05
3.791583166332665455e-02,1.001799588676172137e+00,-6.009236102526784067e-05
4.190380761523046504e-02,1.002198363833631367e+00,-7.335689280123556351e-05
4.589178356713427553e-02,1.002637034788925519e+00,-8.792963696530935950e-05
4.987975951903807909e-02,1.003115735584836132e+00,-1.038057168613464064e-04
5.386773547094188958e-02,1.003634440594969091e+00,-1.209797562405680055e-04
5.785571142284570006e-02,1.004193239852298136e+00,-1.394459811975679150e-04
6.184368737474950362e-02,1.004792679720688531e+00,-1.592338898713201840e-04
6.583166332665331411e-02,1.005431808655207426e+00,-1.802701765901067209e-04
6.981963927855711072e-02,1.006111148613366701e+00,-2.025788789535438430e-04
7.380761523046092121e-02,1.006830752626002967e+00,-2.261524189570035558e-04
7.779559118236473170e-02,1.007590677259481593e+00,-2.509827745842006168e-04
8.178356713426854219e-02,1.008390982693873283e+00,-2.770614799493073977e-04
8.577154308617233880e-02,1.009231732783923974e+00,-3.043796253724032974e-04
8.975951903807614929e-02,1.010112995142076642e+00,-3.329278574486408500e-04
9.374749498997995978e-02,1.011034841236042148e+00,-3.626963790692909017e-04
9.773547094188377027e-02,1.011997346465427938e+00,-3.936749493578615825e-04
1.017234468937875808e-01,1.013000590273025248e+00,-4.258528835933178178e-04
1.057114228456913912e-01,1.014044656235941755e+00,-4.592190530069492215e-04
1.096993987975951879e-01,1.015129632180993946e+00,-4.937618845340690414e-04
1.136873747494989983e-01,1.016255610289222844e+00,-5.294693604450725205e-04
1.176753507014028088e-01,1.017422687218220378e+00,-5.663290178805609285e-04
1.216633266533066193e-01,1.018630964233584457e+00,-6.043279482951975645e-04
1.256513026052104298e-01,1.019880547321573516e+00,-6.434527966883717186e-04
1.296392785571142403e-01,1.021171547340386176e+00,-6.836897607836211251e-04
1.336272545090180508e-01,1.022504080157090600e+00,-7.250245899914106555e-04
1.376152304609218613e-01,1.023878266793667224e+00,-7.674425841829609187e-04
1.416032064128256718e-01,1.025294233585761550e+00,-8.109285923053318823e-04
1.455911823647294823e-01,1.026752112344048173e+00,-8.554670107606259519e-04
1.495791583166332928e-01,1.028252040522339428e+00,-9.010417815400523960e-04
1.535671342685371032e-01,1.029794161396760943e+00,-9.476363901240342788e-04
1.575551102204409137e-01,1.031378624245391284e+00,-9.952338630772911577e-04
1.615430861723446965e-01,1.033005584541614619e+00,-1.043816765346476660e-03
1.655310621242485070e-01,1.034675204157023964e+00,-1.093367197259786884e-03
1.695190380761523175e-01,1.036387651563358991e+00,-1.143866791108572641e-03
1.735070140280561279e-01,1.038143102054167377e+00,-1.195296707402510906e-03
1.774949899799599384e-01,1.039941737967554847e+00,-1.247637630668218178e-03
1.814829659318637489e-01,1.041783748921168984e+00,-1.300869764814901151e-03
1.854709418837675594e-01,1.043669332054484977e+00,-1.354972828001862464e-03
1.894589178356713699e-01,1.045598692285624409e+00,-1.409926047006774706e-03
1.934468937875751804e-01,1.047572042572658679e+00,-1.465708151009281280e-03
1.974348697394789909e-01,1.049589604187675107e+00,-1.522297364770523612e-03
2.014228456913828014e-01,1.051651607004178146e+00,-1.579671401190608018e-03
2.054108216432865841e-01,1.053758289790409419e+00,-1.637807453128861494e-03
2.093987975951903946e-01,1.055909900520866085e+00,-1.696682184529832091e-03
2.133867735470942051e-01,1.058106696693172477e+00,-1.756271720683773947e-03
2.173747494989980156e-01,1.060348945663479592e+00,-1.816551637698215430e-03
2.213627254509018261e-01,1.062636924991872123e+00,-1.877496951007633953e-03
2.253507014028056366e-01,1.064970922801452113e+00,-1.939082102916304343e-03
2.293386773547094470e-01,1.067351238152553394e+00,-2.001280949078323990e-03
2.333266533066132575e-01,1.069778181431254582e+00,-2.064066743885569280e-03
2.373146292585170680e-01,1.072252074753461404e+00,-2.127412124613681319e-03
2.413026052104208785e-01,1.074773252384964906e+00,-2.191289094317057980e-03
2.452905811623246612e-01,1.077342061177814392e+00,-2.255669003326960312e-03
2.492785571142284717e-01,1.079958861024485017e+00,-2.320522529302604126e-03
2.532665330661322822e-01,1.082624025329506523e+00,-2.385819655687747547e-03
2.572545090180360927e-01,1.085337941502028780e+00,-2.451529648526441351e-03
2.612424849699399032e-01,1.088101011465570478e+00,-2.517621031452270310e-03
2.652304609218437137e-01,1.090913652190836469e+00,-2.584061558781111136e-03
2.692184368737475242e-01,1.093776296248177626e+00,-2.650818186547538799e-03
