# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,9.999900598771438442e-01,-4.302433701190838057e-06
1.398797595190380896e-02,9.999923643674518692e-01,-8.429259509925144097e-06
1.797595190380761598e-02,9.999576915334261740e-01,-1.394011634455971402e-05
2.196392785571142647e-02,9.999245128709226549e-01,-2.084888872576183758e-05
2.595190380761523002e-02,9.998971122370777787e-01,-2.917158594160253527e-05
2.993987975951904051e-02,9.998628902093447124e-01,-3.892603764424065673e-05
3.392785571142285100e-02,9.998235346271464596e-01,-5.013148577283464832e-05
3.791583166332665455e-02,9.997795869172687588e-01,-6.281246628340309132e-05
4.190380761523046504e-02,9.997313406605456976e-01,-7.699548527811652309e-05
4.589178356713427553e-02,9.996778096497136445e-01,-9.270927885280566994e-05
4.987975951903807909e-02,9.996197958670178796e-01,-1.099857345125762343e-04
5.386773547094188958e-02,9.995570267872411208e-01,-1.288589575846987422e-04
5.785571142284570006e-02,9.994896842836846762e-01,-1.493655846750789856e-04
6.184368737474950362e-02,9.994176431813256434e-01,-1.715444171233784635e-04
6.583166332665331411e-02,9.993410325445768461e-01,-1.954365878277781023e-04
6.981963927855711072e-02,9.992598934012839607e-01,-2.210852478761240743e-04
7.380761523046092121e-02,9.991742479842883329e-01,-2.485354815267332325e-04
7.779559118236473170e-02,9.990841473015542595e-01,-2.778341820673541096e-04
8.178356713426854219e-02,9.989896431866897020e-01,-3.090299023365582274e-04
8.577154308617233880e-02,9.988907907354175331e-01,-3.421726996213583674e-04
8.975951903807614929e-02,9.987876558988417752e-01,-3.773139788167274833e-04
9.374749498997995978e-02,9.986802899082294349e-01,-4.145062843307738558e-04
9.773547094188377027e-02,9.985687583664685230e-01,-4.538031667658946780e-04
1.017234468937875808e-01,9.984531308114937831e-01,-4.952589827213523671e-04
1.057114228456913912e-01,9.983334751845184263e-01,-5.389286806444220507e-04
1.096993987975951879e-01,9.982098649836215198e-01,-5.848676248795130249e-04
1.136873747494989983e-01,9.980823767049024076e-01,-6.331313757777000742e-04
1.176753507014028088e-01,9.979510906032301731e-01,-6.837754791913812011e-04
1.216633266533066193e-01,9.978160907449897810e-01,-7.368552472151400877e-04
1.256513026052104298e-01,9.976774654206952420e-01,-7.924255363813306578e-04
1.296392785571142403e-01,9.975353017261120447e-01,-8.505404916508990274e-04
1.336272545090180508e-01,9.973896936772738142e-01,-9.112533444219149230e-04
1.376152304609218613e-01,9.972407392531533743e-01,-9.746161664678105454e-04
1.416032064128256718e-01,9.970885381704684969e-01,-1.040679615245140507e-03
1.455911823647294823e-01,9.969331925081336143e-01,-1.109492692590116885e-03
1.495791583166332928e-01,9.967748097533235541e-01,-1.181102515076200288e-03
1.535671342685371032e-01,9.966134992335342613e-01,-1.255554051745883058e-03
1.575551102204409137e-01,9.964493729516860077e-01,-1.332889880504857256e-03
1.615430861723446965e-01,9.962825467340374885e-01,-1.413149953846482313e-03
1.655310621242485070e-01,9.961131388531111464e-01,-1.496371345494797948e-03
1.695190380761523175e-01,9.959412698507391637e-01,-1.582588012309600611e-03
1.735070140280561279e-01,9.957670645515298569e-01,-1.671830576185659098e-03
1.774949899799599384e-01,9.955906485458491106e-01,-1.764126067235362869e-03
1.814829659318637489e-01,9.954121508488145142e-01,-1.859497724796126215e-03
1.854709418837675594e-01,9.952317026574295511e-01,-1.957964770973519373e-03
1.894589178356713699e-01,9.950494370043753145e-01,-2.059542204937322030e-03
1.934468937875751804e-01,9.948654892617350143e-01,-2.164240609496542646e-03
1.974348697394789909e-01,9.946799962844600218e-01,-2.272065962109680315e-03
2.014228456913828014e-01,9.944930968603926669e-01,-2.383019464471818755e-03
2.054108216432865841e-01,9.943049310924759743e-01,-2.497097379593366927e-03
2.093987975951903946e-01,9.941156401488431271e-01,-2.614290882901129393e-03
2.133867735470942051e-01,9.939253664531029209e-01,-2.734585936923044237e-03
2.173747494989980156e-01,9.937342532562746245e-01,-2.857963171230075948e-03
2.213627254509018261e-01,9.935424441394117290e-01,-2.984397782710838162e-03
2.253507014028056366e-01,9.933500833371684546e-01,-3.113859460106283873e-03
2.293386773547094470e-01,9.931573149034079728e-01,-3.246312313993009874e-03
2.333266533066132575e-01,9.929642828839350122e-01,-3.381714838225228018e-03
2.373146292585170680e-01,9.927711305747648485e-01,-3.520019879193189271e-03
2.413026052104208785e-01,9.925780009231205403e-01,-3.661174641786362014e-03
2.452905811623246612e-01,9.923850357138893630e-01,-3.805120696874582722e-03
2.492785571142284717e-01,9.921923753662816869e-01,-3.951794017360192937e-03
2.532665330661322822e-01,9.920001587454927439e-01,-4.101125039971630776e-03
2.572545090180360927e-01,9.918085226887047856e-01,-4.253038736987280015e-03
2.612424849699399032e-01,9.916176018760465283e-01,-4.407454718627202769e-03
2.652304609218437137e-01,9.914275284427448431e-01,-4.564287350235837065e-03
2.692184368737475242e-01,9.912384315300981630e-01,-4.723445887890236755e-03
2.732064128256513347e-01,9.910504371938856361e-01,-4.884834640872258264e-03
2.771943887775551452e-01,9.908636678507705131e-01,-5.048353144110463361e-03
2.811823647294589557e-01,9.906782420264707012e-01,-5.213896354947000593e-03
2.851703406813627661e-01,9.904942740920189559e-01,-5.381354867847919915e-03
2.891583166332665766e-01,9.903118738092034912e-01,-5.550615141005870237e-03
2.931462925851703871e-01,9.901311460904568262e-01,-5.721559744268635631e-03
2.971342685370741976e-01,9.899521906914449110e-01,-5.894067620854369013e-03
3.011222444889780081e-01,9.897751017913182237e-01,-6.068014357908163223e-03
3.051102204408818186e-01,9.895999677878493106e-01,-6.243272478223376928e-03
3.090981963927855736e-01,9.894268709648785798e-01,-6.419711736882782044e-03
3.130861723446893841e-01,9.892558872829955163e-01,-6.597199434054012990e-03
3.170741482965931946e-01,9.890870859751398347e-01,-6.775600728276164747e-03
3.210621242484970050e-01,9.889205294026642834e-01,-6.954778966455425239e-03
3.250501002004008155e-01,9.887562728761944975e-01,-7.134596017836660094e-03
3.290380761523046260e-01,9.885943643068371145e-01,-7.314912606789819582e-03
3.330260521042084365e-01,9.884348441589998480e-01,-7.495588658892003535e-03
3.370140280561122470e-01,9.882777452332115464e-01,-7.676483641216942828e-03
3.410020040080160575e-01,9.881230925786134156e-01,-7.857456907959628131e-03
3.449899799599198680e-01,9.879709033967096765e-01,-8.038368043496720711e-03
3.489779559118236785e-01,9.878211869540574064e-01,-8.219077201980751549e-03
3.529659318637274890e-01,9.876739446115238019e-01,-8.399445446694568662e-03
3.569539078156312994e-01,9.875291697536516811e-01,-8.579335078566983214e-03
3.609418837675351099e-01,9.873868479263229192e-01,-8.758609965342289277e-03
3.649298597194389204e-01,9.872469568292696618e-01,-8.937135855198743983e-03
3.689178356713427309e-01,9.871094664834305643e-01,-9.114780686856139083e-03
3.729058116232465414e-01,9.869743393551241306e-01,-9.291414885050888056e-03
3.768937875751503519e-01,9.868415305579335550e-01,-9.466911646443334355e-03
3.808817635270541624e-01,9.867109880442326286e-01,-9.641147210174392732e-03
3.848697394789579729e-01,9.865826528806695972e-01,-9.814001116337423350e-03
3.888577154308617834e-01,9.864564595034422956e-01,-9.985356446598493349e-03
3.928456913827655939e-01,9.863323360395398476e-01,-1.015510005013875797e-02
3.968336673346693488e-01,9.862102046392120513e-01,-1.032312275195649762e-02
4.008216432865731593e-01,9.860899818249381221e-01,-1.048931954250758095e-02
4.048096192384769698e-01,9.859715788757222876e-01,-1.065358974941166444e-02
4.087975951903807803e-01,9.858549022242901749e-01,-1.081583718977091602e-02
4.127855711422845908e-01,9.857398538611347183e-01,-1.097597030288299802e-02
4.167735470941884013e-01,9.856263317651883238e-01,-1.113390226366215568e-02
4.207615230460922118e-01,9.855142303303180418e-01,-1.128955107530148216e-02
4.247494989979960223e-01,9.854034408031868697e-01,-1.144283964319249558e-02
4.287374749498998328e-01,9.852938517280214192e-01,-1.159369582857745253e-02
4.327254509018036432e-01,9.851853493732534162e-01,-1.174205248252223853e-02
4.367134268537074537e-01,9.850778181827787305e-01,-1.188784746243946346e-02
4.407014028056112642e-01,9.849711411911483694e-01,-1.203102362835480575e-02
4.446893787575150747e-01,9.848652004484917954e-01,-1.217152882269069251e-02
4.486773547094188852e-01,9.847598774217309892e-01,-1.230931583256359048e-02
4.526653306613226957e-01,9.846550534041546010e-01,-1.244434233716418606e-02
4.566533066132265062e-01,9.845506098768311842e-01,-1.257657083793203151e-02
4.606412825651303167e-01,9.844464288740880642e-01,-1.270596857624399847e-02
4.646292585170341272e-01,9.843423933235578849e-01,-1.283250743740874111e-02
4.686172344689379377e-01,9.842383873722058141e-01,-1.295616384303450302e-02
4.726052104208417481e-01,9.841342966815854743e-01,-1.307691863194861484e-02
4.765931863727455586e-01,9.840300087042986865e-01,-1.319475693179673198e-02
4.805811623246493136e-01,9.839254129339058963e-01,-1.330966802166608752e-02
4.845691382765531241e-01,9.838204011546431982e-01,-1.342164518859847652e-02
4.885571142284569346e-01,9.837148676249609647e-01,-1.353068557531464898e-02
4.925450901803607451e-01,9.836087092874185034e-01,-1.363679002546038833e-02
4.965330661322645556e-01,9.835018259131301788e-01,-1.373996292249128441e-02
5.005210420841683661e-01,9.833941202641134360e-01,-1.384021202722649814e-02
5.045090180360721765e-01,9.832854981977656728e-01,-1.393754831164397898e-02
5.084969939879759870e-01,9.831758687725976609e-01,-1.403198579223556043e-02
5.124849699398797975e-01,9.830651443350897356e-01,-1.412354136328770014e-02
5.164729458917836080e-01,9.829532405743822698e-01,-1.421223462958839424e-02
5.204609218436874185e-01,9.828400765731256650e-01,-1.429808774107635405e-02
5.244488977955912290e-01,9.827255748334345897e-01,-1.438112522896476016e-02
5.284368737474950395e-01,9.826096612912734729e-01,-1.446137384423918509e-02
5.324248496993988500e-01,9.824922653179342102e-01,-1.453886239929346423e-02
5.364128256513026605e-01,9.823733197029309583e-01,-1.461362161265560705e-02
5.404008016032064710e-01,9.822527606302904335e-01,-1.468568395785869313e-02
5.443887775551102814e-01,9.821305276438192511e-01,-1.475508351649781370e-02
5.483767535070140919e-01,9.820065635969992268e-01,-1.482185583539080351e-02
5.523647294589179024e-01,9.818808146037841800e-01,-1.488603778918797145e-02
5.563527054108217129e-01,9.817532299725326705e-01,-1.494766744722248082e-02
5.603406813627255234e-01,9.816237621388438361e-01,-1.500678394602820119e-02
5.643286573146293339e-01,9.814923665906398753e-01,-1.506342736667214480e-02
5.683166332665331444e-01,9.813590017895612583e-01,-1.511763861781698255e-02
5.723046092184369549e-01,9.812236290858720178e-01,-1.516945932368234454e-02
5.762925851703407654e-01,9.810862126354181756e-01,-1.521893171778001923e-02
5.802805611222445759e-01,9.809467193070028346e-01,-1.526609854175338052e-02
5.842685370741483863e-01,9.808051185941468741e-01,-1.531100294951438269e-02
5.882565130260521968e-01,9.806613825200178880e-01,-1.535368841661438437e-02
5.922444889779560073e-01,9.805154855467858033e-01,-1.539419865489806936e-02
5.962324649298598178e-01,9.803674044820698263e-01,-1.543257753201879301e-02
6.002204408817636283e-01,9.802171183860176606e-01,-1.546886899596569900e-02
6.042084168336674388e-01,9.800646084769705224e-01,-1.550311700419472298e-02
6.081963927855711383e-01,9.799098580427743066e-01,-1.553536545772725083e-02
6.121843687374749488e-01,9.797528523489446028e-01,-1.556565813936523941e-02
6.161723446893787592e-01,9.795935785496754367e-01,-1.559403865647162983e-02
6.201603206412825697e-01,9.794320256030385474e-01,-1.562055038795027474e-02
6.241482965931863802e-01,9.792681841835368939e-01,-1.564523643498572092e-02
6.281362725450901907e-01,9.791020466012634316e-01,-1.566813957586562361e-02
6.321242484969940012e-01,9.789336067193356028e-01,-1.568930222433604499e-02
6.361122244488978117e-01,9.787628598785876877e-01,-1.570876639159390215e-02
6.401002004008016222e-01,9.785898028194804921e-01,-1.572657365144951302e-02
6.440881763527054327e-01,9.784144336100030204e-01,-1.574276510874794699e-02
6.480761523046092432e-01,9.782367515749049725e-01,-1.575738137088359206e-02
6.520641282565130536e-01,9.780567572284295519e-01,-1.577046252202293428e-02
6.560521042084168641e-01,9.778744522078859358e-01,-1.578204810011305317e-02
6.600400801603206746e-01,9.776898392132737925e-01,-1.579217707654549316e-02
6.640280561122244851e-01,9.775029219437157968e-01,-1.580088783788094822e-02
6.680160320641282956e-01,9.773137050436268014e-01,-1.580821817030816229e-02
6.720040080160321061e-01,9.771221940457918143e-01,-1.581420524584359333e-02
6.759919839679359166e-01,9.769283953190373015e-01,-1.581888561072339328e-02
6.799799599198397271e-01,9.767323160206697885e-01,-1.582229517571118876e-02
6.839679358717435376e-01,9.765339640450130254e-01,-1.582446920786958339e-02
6.879559118236473481e-01,9.763333479830047512e-01,-1.582544232442228971e-02
6.919438877755511585e-01,9.761304770746723758e-01,-1.582524848758056976e-02
6.959318637274549690e-01,9.759253611726151911e-01,-1.582392100135897664e-02
6.999198396793587795e-01,9.757180107014592485e-01,-1.582149250928550216e-02
7.039078156312625900e-01,9.755084366218502723e-01,-1.581799499347252141e-02
7.078957915831664005e-01,9.752966503958887534e-01,-1.581345977485346804e-02
7.118837675350702110e-01,9.750826639561132048e-01,-1.580791751445239507e-02
7.158717434869740215e-01,9.748664896732438523e-01,-1.580139821548726814e-02
7.198597194388778320e-01,9.746481403289121159e-01,-1.579393122653839285e-02
7.238476953907816425e-01,9.744276290874019919e-01,-1.578554524535878689e-02
7.278356713426854530e-01,9.742049694718469821e-01,-1.577626832356179148e-02
7.318236472945892634e-01,9.739801753389566441e-01,-1.576612787182192152e-02
7.358116232464930739e-01,9.737532608579969606e-01,-1.575515066585528312e-02
7.397995991983968844e-01,9.735242404898473145e-01,-1.574336285282326373e-02
7.437875751503006949e-01,9.732931289666342245e-01,-1.573078995824461410e-02
7.477755511022045054e-01,9.730599412749919574e-01,-1.571745689344339683e-02
7.517635270541083159e-01,9.728246926385691884e-01,-1.570338796328922537e-02
7.557515030060121264e-01,9.725873985024331425e-01,-1.568860687433728737e-02
7.597394789579159369e-01,9.723480745190522523e-01,-1.567313674327624681e-02
7.637274549098197474e-01,9.721067365343940558e-01,-1.565700010563972344e-02
7.677154308617235579e-01,9.718634005762837313e-01,-1.564021892475670958e-02
7.717034068136273683e-01,9.716180828418925497e-01,-1.562281460085867754e-02
7.756913827655311788e-01,9.713707996890026397e-01,-1.560480798046008297e-02
7.796793587174348783e-01,9.711215676246108819e-01,-1.558621936572376736e-02
7.836673346693386888e-01,9.708704032977665266e-01,-1.556706852408243184e-02
7.876553106212424993e-01,9.706173234905819402e-01,-1.554737469785431869e-02
7.916432865731463098e-01,9.703623451121545784e-01,-1.552715661397850375e-02
7.956312625250501203e-01,9.701054851906578680e-01,-1.550643249368998527e-02
7.996192384769539307e-01,9.698467608690659603e-01,-1.548522006238316207e-02
8.036072144288577412e-01,9.695861893991156721e-01,-1.546353655928295670e-02
8.075951903807615517e-01,9.693237881369248798e-01,-1.544139874726348054e-02
8.115831663326653622e-01,9.690595745390707672e-01,-1.541882292252779070e-02
8.155711422845691727e-01,9.687935661590814096e-01,-1.539582492429576559e-02
8.195591182364729832e-01,9.685257806449298901e-01,-1.537242014443232323e-02
8.235470941883767937e-01,9.682562357357082927e-01,-1.534862353696455316e-02
8.275350701402806042e-01,9.679849492604697403e-01,-1.532444962757939858e-02
8.315230460921844147e-01,9.677119391361242995e-01,-1.529991252297895586e-02
8.355110220440882252e-01,9.674372233663948162e-01,-1.527502592015012907e-02
8.394989979959920356e-01,9.671608200413657208e-01,-1.524980311558186107e-02
8.434869739478958461e-01,9.668827473360878111e-01,-1.522425701425177309e-02
8.474749498997996566e-01,9.666030235116286340e-01,-1.519840013862656068e-02
8.514629258517034671e-01,9.663216669142765669e-01,-1.517224463743418149e-02
8.554509018036072776e-01,9.660386959764682979e-01,-1.514580229435911335e-02
8.594388777555110881e-01,9.657541292178957182e-01,-1.511908453661090813e-02
8.634268537074148986e-01,9.654679852456941047e-01,-1.509210244329979578e-02
8.674148296593187091e-01,9.651802827566723364e-01,-1.506486675374696382e-02
8.714028056112225196e-01,9.648910405376381894e-01,-1.503738787555864397e-02
8.753907815631263301e-01,9.646002774685716874e-01,-1.500967589267386375e-02
8.793787575150301405e-01,9.643080125233688404e-01,-1.498174057315650350e-02
8.833667334669339510e-01,9.640142647723159985e-01,-1.495359137688443037e-02
8.873547094188377615e-01,9.637190533847325158e-01,-1.492523746311409313e-02
8.913426853707415720e-01,9.634223976309527204e-01,-1.489668769785041161e-02
8.953306613226453825e-01,9.631243168854574099e-01,-1.486795066110336259e-02
8.993186372745491930e-01,9.628248306290073666e-01,-1.483903465395015019e-02
9.033066132264530035e-01,9.625239584521452230e-01,-1.480994770550918965e-02
9.072945891783568140e-01,9.622217200581445473e-01,-1.478069757972675334e-02
9.112825651302606245e-01,9.619181352659365025e-01,-1.475129178200286321e-02
9.152705410821644350e-01,9.616132240137272857e-01,-1.472173756572085421e-02
9.192585170340682454e-01,9.613070063620017258e-01,-1.469204193855897997e-02
9.232464929859720559e-01,9.609995024975478417e-01,-1.466221166874429049e-02
9.272344689378758664e-01,9.606907327367198990e-01,-1.463225329109594207e-02
9.312224448897796769e-01,9.603807175291928511e-01,-1.460217311293556842e-02
9.352104208416834874e-01,9.600694774619477068e-01,-1.457197721990525531e-02
9.391983967935872979e-01,9.597570332629814516e-01,-1.454167148158658045e-02
9.431863727454911084e-01,9.594434058051662939e-01,-1.451126155701498374e-02
9.471743486973948079e-01,9.591286161103632635e-01,-1.448075290006023072e-02
9.511623246492986183e-01,9.588126853539187255e-01,-1.445015076468368631e-02
9.551503006012024288e-01,9.584956348679155580e-01,-1.441946021001303327e-02
9.591382765531062393e-01,9.581774861464205095e-01,-1.438868610537581520e-02
9.631262525050100498e-01,9.578582608491378325e-01,-1.435783313512629597e-02
9.671142284569138603e-01,9.575379808058362974e-01,-1.432690580339144280e-02
9.711022044088176708e-01,9.572166680209126532e-01,-1.429590843868641312e-02
9.750901803607214813e-01,9.568943446775866057e-01,-1.426484519840643013e-02
9.790781563126252918e-01,9.565710331427144109e-01,-1.423372007321005613e-02
9.830661322645291023e-01,9.562467559710083886e-01,-1.420253689128344633e-02
9.870541082164329127e-01,9.559215359098178766e-01,-1.417129932248222500e-02
9.910420841683367232e-01,9.555953959036377343e-01,-1.414001088238585162e-02
9.950300601202405337e-01,9.552683590988240159e-01,-1.410867493622088541e-02
9.990180360721443442e-01,9.549404488484568576e-01,-1.407729470270234311e-02
1.003006012024048044e+00,9.546116887165968512e-01,-1.404587325773640379e-02
1.006993987975951965e+00,9.542821024836503074e-01,-1.401441353806850282e-02
1.010981963927855887e+00,9.539517141507589670e-01,-1.398291834479122205e-02
1.014969939879759586e+00,9.536205479448669475e-01,-1.395139034677955227e-02
1.018957915831663508e+00,9.532886283233272806e-01,-1.391983208402018668e-02
1.022945891783567207e+00,9.529559799793134722e-01,-1.388824597086295645e-02
1.026933867735471129e+00,9.526226278460997454e-01,-1.385663429915430685e-02
1.030921843687374828e+00,9.522885971025520924e-01,-1.382499924131614689e-02
1.034909819639278528e+00,9.519539131779588548e-01,-1.379334285331863114e-02
1.038897795591182449e+00,9.516186017568286637e-01,-1.376166707756081194e-02
1.042885771543086149e+00,9.512826887844297863e-01,-1.372997374570719513e-02
1.046873747494990070e+00,9.509462004714042127e-01,-1.369826458139164829e-02
1.050861723446893770e+00,9.506091632991147122e-01,-1.366654120288520076e-02
1.054849699398797691e+00,9.502716040247742857e-01,-1.363480512567093704e-02
1.058837675350701391e+00,9.499335496865852768e-01,-1.360305776494269252e-02
1.062825651302605312e+00,9.495950276089010211e-01,-1.357130043803882538e-02
