# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,1.000007167570622357e+00,-4.898416038674404588e-06
1.398797595190380896e-02,9.999786471662599485e-01,-9.585109092065425971e-06
1.797595190380761598e-02,9.999644858569237682e-01,-1.583361075336033020e-05
2.196392785571142647e-02,9.999485028696949440e-01,-2.364619259895733136e-05
2.595190380761523002e-02,9.999276419172828945e-01,-3.302499362969216423e-05
2.993987975951904051e-02,9.999036163314959369e-01,-4.397380476968454122e-05
3.392785571142285100e-02,9.998762171751024441e-01,-5.649673158461354330e-05
3.791583166332665455e-02,9.998454815847975796e-01,-7.059843335196739234e-05
4.190380761523046504e-02,9.998113651358958576e-01,-8.628412276547916800e-05
4.589178356713427553e-02,9.997737627748520817e-01,-1.035595438743313294e-04
4.987975951903807909e-02,9.997328718892000143e-01,-1.224311180281844149e-04
5.386773547094188958e-02,9.996885715026332386e-01,-1.429057098765904542e-04
5.785571142284570006e-02,9.996409194727688963e-01,-1.649908051564497361e-04
6.184368737474950362e-02,9.995899103287597676e-01,-1.886944146489405016e-04
6.583166332665331411e-02,9.995355532539278443e-01,-2.140250961289716293e-04
6.981963927855711072e-02,9.994778642635414601e-01,-2.409919598488317069e-04
7.380761523046092121e-02,9.994168508879255342e-01,-2.696046364907553404e-04
7.779559118236473170e-02,9.993525312705032748e-01,-2.998732977912258488e-04
8.178356713426854219e-02,9.992849114751976014e-01,-3.318086182880317808e-04
8.577154308617233880e-02,9.992140057367646655e-01,-3.654217949682590783e-04
8.975951903807614929e-02,9.991398312218036093e-01,-4.007245375784527076e-04
9.374749498997995978e-02,9.990623991278595462e-01,-4.377290409328695982e-04
9.773547094188377027e-02,9.989817273383799767e-01,-4.764480018915370871e-04
1.017234468937875808e-01,9.988978307100614407e-01,-5.168945909225583371e-04
1.057114228456913912e-01,9.988107261820079463e-01,-5.590824539962753860e-04
1.096993987975951879e-01,9.987204317467732739e-01,-6.030257025666228062e-04
1.136873747494989983e-01,9.986269644954967051e-01,-6.487388967330961391e-04
1.176753507014028088e-01,9.985303445569289060e-01,-6.962370469590580023e-04
1.216633266533066193e-01,9.984305907695837368e-01,-7.455355923844045199e-04
1.256513026052104298e-01,9.983277230757124920e-01,-7.966503943746362304e-04
1.296392785571142403e-01,9.982217630029980304e-01,-8.495977309148026449e-04
1.336272545090180508e-01,9.981127322698351012e-01,-9.043942777161449904e-04
1.376152304609218613e-01,9.980006532354696036e-01,-9.610570998290938549e-04
1.416032064128256718e-01,9.978855491762301799e-01,-1.019603639083082680e-03
1.455911823647294823e-01,9.977674434725439800e-01,-1.080051698861658705e-03
1.495791583166332928e-01,9.976463613976191969e-01,-1.142419440244167713e-03
1.535671342685371032e-01,9.975223279070619675e-01,-1.206725357452950124e-03
1.575551102204409137e-01,9.973953688873552492e-01,-1.272988270342718118e-03
1.615430861723446965e-01,9.972655116326620828e-01,-1.341227315308786200e-03
1.655310621242485070e-01,9.971327831573615352e-01,-1.411461918307684591e-03
1.695190380761523175e-01,9.969972124389303580e-01,-1.483711797923943252e-03
1.735070140280561279e-01,9.968588281795305317e-01,-1.557996933810854457e-03
1.774949899799599384e-01,9.967176601043056250e-01,-1.634337560240659449e-03
1.814829659318637489e-01,9.965737388871322988e-01,-1.712754151865965475e-03
1.854709418837675594e-01,9.964270957673851958e-01,-1.793267403994557290e-03
1.894589178356713699e-01,9.962777628932595331e-01,-1.875898219974536391e-03
1.934468937875751804e-01,9.961257730374083463e-01,-1.960667692628727081e-03
1.974348697394789909e-01,9.959711598809366517e-01,-2.047597089975577728e-03
2.014228456913828014e-01,9.958139577182597568e-01,-2.136707835851907062e-03
2.054108216432865841e-01,9.956542017530870536e-01,-2.228021496064116168e-03
2.093987975951903946e-01,9.954919278741245492e-01,-2.321559757974551996e-03
2.133867735470942051e-01,9.953271727618244746e-01,-2.417344415203777266e-03
2.173747494989980156e-01,9.951599738951328877e-01,-2.515397348833085193e-03
2.213627254509018261e-01,9.949903695291987260e-01,-2.615740509609640156e-03
2.253507014028056366e-01,9.948183985938585661e-01,-2.718395898286899478e-03
2.293386773547094470e-01,9.946441010095252722e-01,-2.823385551094130703e-03
2.333266533066132575e-01,9.944675173247883304e-01,-2.930731515964451941e-03
2.373146292585170680e-01,9.942886888886389718e-01,-3.040455836294905356e-03
2.413026052104208785e-01,9.941076578905904126e-01,-3.152580531796847323e-03
2.452905811623246612e-01,9.939244672681798454e-01,-3.267127578104089217e-03
2.492785571142284717e-01,9.937391607291401474e-01,-3.384118887244953917e-03
2.532665330661322822e-01,9.935517828371107640e-01,-3.503576289336446728e-03
2.572545090180360927e-01,9.933623788672686361e-01,-3.625521510027090479e-03
2.612424849699399032e-01,9.931709949202093268e-01,-3.749976152546019136e-03
2.652304609218437137e-01,9.929776778861826303e-01,-3.876961676524617092e-03
2.692184368737475242e-01,9.927824754544325447e-01,-4.006499377815182956e-03
2.732064128256513347e-01,9.925854360646209074e-01,-4.138610366853404457e-03
2.771943887775551452e-01,9.923866089811487212e-01,-4.273315549425787604e-03
2.811823647294589557e-01,9.921860442575775041e-01,-4.410635605069518350e-03
2.851703406813627661e-01,9.919837927091141871e-01,-4.550590965574061869e-03
2.891583166332665766e-01,9.917799059038349130e-01,-4.693201793406574958e-03
2.931462925851703871e-01,9.915744363030611908e-01,-4.838487964212235051e-03
2.971342685370741976e-01,9.913674370303967587e-01,-4.986469039690376304e-03
3.011222444889780081e-01,9.911589620275996770e-01,-5.137164250137524028e-03
3.051102204408818186e-01,9.909490660633366588e-01,-5.290592473456650832e-03
3.090981963927855736e-01,9.907378046300788776e-01,-5.446772211077939747e-03
3.130861723446893841e-01,9.905252339824952568e-01,-5.605721567095004777e-03
3.170741482965931946e-01,9.903114111751061266e-01,-5.767458228164911924e-03
3.210621242484970050e-01,9.900963940252156537e-01,-5.931999441047873002e-03
3.250501002004008155e-01,9.898802410786800010e-01,-6.099361989767883296e-03
3.290380761523046260e-01,9.896630116825989587e-01,-6.269562176454264620e-03
3.330260521042084365e-01,9.894447659189633537e-01,-6.442615797781939962e-03
3.370140280561122470e-01,9.892255645871466108e-01,-6.618538123030482702e-03
3.410020040080160575e-01,9.890054692764983502e-01,-6.797343874956429319e-03
3.449899799599198680e-01,9.887845423161171210e-01,-6.979047206887254232e-03
3.489779559118236785e-01,9.885628467142718589e-01,-7.163661679266385314e-03
3.529659318637274890e-01,9.883404462618805564e-01,-7.351200242202106903e-03
3.569539078156312994e-01,9.881174054499910486e-01,-7.541675211238061186e-03
3.609418837675351099e-01,9.878937894734642899e-01,-7.735098246656510468e-03
3.649298597194389204e-01,9.876696642603376430e-01,-7.931480333789635989e-03
3.689178356713427309e-01,9.874450964209119386e-01,-8.130831760061608959e-03
3.729058116232465414e-01,9.872201532569659932e-01,-8.333162095008910322e-03
