# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,1.000022691428708699e+00,-5.187985600281605835e-06
1.398797595190380896e-02,1.000044300524848939e+00,-1.015044984923676872e-05
1.797595190380761598e-02,1.000073570216265972e+00,-1.676278342208821514e-05
2.196392785571142647e-02,1.000109722086302000e+00,-2.502454003780056656e-05
2.595190380761523002e-02,1.000153290979529208e+00,-3.493537926247961342e-05
2.993987975951904051e-02,1.000204017257369404e+00,-4.649486340333423292e-05
3.392785571142285100e-02,1.000262086580770982e+00,-5.970251039689334759e-05
3.791583166332665455e-02,1.000327374608215303e+00,-7.455773774276630236e-05
4.190380761523046504e-02,1.000399967379639765e+00,-9.105991489997297098e-05
4.589178356713427553e-02,1.000479852097867495e+00,-1.092083291631320831e-04
4.987975951903807909e-02,1.000567033228544345e+00,-1.290021908407348124e-04
5.386773547094188958e-02,1.000661537159171388e+00,-1.504406513939937878e-04
5.785571142284570006e-02,1.000763374355926549e+00,-1.735227806926441674e-04
6.184368737474950362e-02,1.000872553684655664e+00,-1.982475729819968384e-04
6.583166332665331411e-02,1.000989097985422349e+00,-2.246139594619585582e-04
6.981963927855711072e-02,1.001113021724216789e+00,-2.526207892844384837e-04
7.380761523046092121e-02,1.001244343321720853e+00,-2.822668405639410807e-04
7.779559118236473170e-02,1.001383081694401822e+00,-3.135508168341960447e-04
8.178356713426854219e-02,1.001529257868951639e+00,-3.464713462886246710e-04
8.577154308617233880e-02,1.001682891421648014e+00,-3.810269800285296499e-04
8.975951903807614929e-02,1.001844007253914759e+00,-4.172161977562678886e-04
9.374749498997995978e-02,1.002012627149103885e+00,-4.550373974238245767e-04
9.773547094188377027e-02,1.002188776425691374e+00,-4.944889019141075932e-04
1.017234468937875808e-01,1.002372481535707793e+00,-5.355689587352617997e-04
1.057114228456913912e-01,1.002563768448791803e+00,-5.782757313380301224e-04
1.096993987975951879e-01,1.002762666005952763e+00,-6.226073095115646633e-04
1.136873747494989983e-01,1.002969203339689086e+00,-6.685617001061884340e-04
1.176753507014028088e-01,1.003183411177458462e+00,-7.161368309427609173e-04
1.216633266533066193e-01,1.003405320710715420e+00,-7.653305455988644200e-04
1.256513026052104298e-01,1.003634965255874034e+00,-8.161406091328814259e-04
1.296392785571142403e-01,1.003872378471474036e+00,-8.685646998234419812e-04
1.336272545090180508e-01,1.004117595830359422e+00,-9.226004143576343412e-04
1.376152304609218613e-01,1.004370653652130185e+00,-9.782452622646030296e-04
1.416032064128256718e-01,1.004631589634571220e+00,-1.035496668042893038e-03
1.455911823647294823e-01,1.004900442598852806e+00,-1.094351967908276666e-03
1.495791583166332928e-01,1.005177252655107267e+00,-1.154808410100478539e-03
1.535671342685371032e-01,1.005462061185746769e+00,-1.216863152910896070e-03
1.575551102204409137e-01,1.005754910888874143e+00,-1.280513264151126804e-03
1.615430861723446965e-01,1.006055845579895802e+00,-1.345755718697198670e-03
1.655310621242485070e-01,1.006364910494706999e+00,-1.412587398387815012e-03
1.695190380761523175e-01,1.006682152104491079e+00,-1.481005089248158641e-03
1.735070140280561279e-01,1.007007618289317730e+00,-1.551005482075666544e-03
1.774949899799599384e-01,1.007341358102181061e+00,-1.622585167910515743e-03
1.814829659318637489e-01,1.007683422084705516e+00,-1.695740639565985943e-03
1.854709418837675594e-01,1.008033862036563200e+00,-1.770468287525990298e-03
1.894589178356713699e-01,1.008392731205775883e+00,-1.846764399706478290e-03
1.934468937875751804e-01,1.008760084086005149e+00,-1.924625157880856729e-03
1.974348697394789909e-01,1.009135976782771227e+00,-2.004046638901859582e-03
2.014228456913828014e-01,1.009520466604483024e+00,-2.085024808523057091e-03
2.054108216432865841e-01,1.009913612445158870e+00,-2.167555523113226610e-03
2.093987975951903946e-01,1.010315474633617816e+00,-2.251634525721155598e-03
