# q/kF, Re omega_p(q)/ omega_p(0), Im omega_p(q)/ omega_p(0)
1.000000000000000021e-02,1.000000458856844965e+00,-5.352668950983744736e-06
1.398797595190380896e-02,1.000001476034060310e+00,-1.047332696748071348e-05
1.797595190380761598e-02,1.000002837788510623e+00,-1.729671815990322452e-05
2.196392785571142647e-02,1.000004415653344303e+00,-2.582301175921798892e-05
2.595190380761523002e-02,1.000006204808290944e+00,-3.605234093167771181e-05
2.993987975951904051e-02,1.000008295241562095e+00,-4.798489999266279253e-05
3.392785571142285100e-02,1.000010666394231640e+00,-6.162090353905102873e-05
3.791583166332665455e-02,1.000013332696160440e+00,-7.696060337460987333e-05
4.190380761523046504e-02,1.000016327473165934e+00,-9.400429255057860054e-05
4.589178356713427553e-02,1.000019641616074928e+00,-1.127522822002393938e-04
4.987975951903807909e-02,1.000023282549148407e+00,-1.332049206455509453e-04
5.386773547094188958e-02,1.000027247732784064e+00,-1.553625791565880381e-04
5.785571142284570006e-02,1.000031546040484720e+00,-1.792256654702938394e-04
6.184368737474950362e-02,1.000036186317545317e+00,-2.047946177698258051e-04
6.583166332665331411e-02,1.000041176088990680e+00,-2.320699054208882786e-04
6.981963927855711072e-02,1.000046521243952213e+00,-2.610520240444201079e-04
7.380761523046092121e-02,1.000052230616049087e+00,-2.917415016781546772e-04
7.779559118236473170e-02,1.000058312435260222e+00,-3.241388950026382102e-04
8.178356713426854219e-02,1.000064776015549217e+00,-3.582447906842321393e-04
8.577154308617233880e-02,1.000071630954226132e+00,-3.940598043982439670e-04
8.975951903807614929e-02,1.000078886785455756e+00,-4.315845794094908656e-04
9.374749498997995978e-02,1.000086554333632805e+00,-4.708197888908024890e-04
9.773547094188377027e-02,1.000094644762905549e+00,-5.117661340959456977e-04
1.017234468937875808e-01,1.000103169476716625e+00,-5.544243439280886754e-04
1.057114228456913912e-01,1.000112140200865252e+00,-5.987951736225083539e-04
1.096993987975951879e-01,1.000121569546417177e+00,-6.448794067917707363e-04
1.136873747494989983e-01,1.000131470644821219e+00,-6.926778543260590565e-04
1.176753507014028088e-01,1.000141856716752153e+00,-7.421913519233241507e-04
1.216633266533066193e-01,1.000152741749541052e+00,-7.934207619558577597e-04
1.256513026052104298e-01,1.000164140434581350e+00,-8.463669733036917461e-04
1.296392785571142403e-01,1.000176067547234648e+00,-9.010308983910546212e-04
1.336272545090180508e-01,1.000188538668865146e+00,-9.574134752834436270e-04
1.376152304609218613e-01,1.000201569708709659e+00,-1.015515665385758248e-03
1.416032064128256718e-01,1.000215177231734698e+00,-1.075338454537770605e-03
1.455911823647294823e-01,1.000229378301812133e+00,-1.136882851741060794e-03
1.495791583166332928e-01,1.000244190370461084e+00,-1.200149887609697945e-03
1.535671342685371032e-01,1.000259631561793983e+00,-1.265140615792886402e-03
1.575551102204409137e-01,1.000275720410019442e+00,-1.331856110672530354e-03
1.615430861723446965e-01,1.000292476044750245e+00,-1.400297467945641654e-03
1.655310621242485070e-01,1.000309918109528740e+00,-1.470465803304185767e-03
1.695190380761523175e-01,1.000328066719121445e+00,-1.542362251665229701e-03
1.735070140280561279e-01,1.000346942651952897e+00,-1.615987967779916688e-03
1.774949899799599384e-01,1.000366567091631076e+00,-1.691344123627994351e-03
1.814829659318637489e-01,1.000386961857210544e+00,-1.768431909216736618e-03
1.854709418837675594e-01,1.000408149233204425e+00,-1.847252530893718925e-03
1.894589178356713699e-01,1.000430152135133754e+00,-1.927807211539779965e-03
1.934468937875751804e-01,1.000452993974569660e+00,-2.010097188844813237e-03
1.974348697394789909e-01,1.000476698719614532e+00,-2.094123714744271832e-03
