# r (bohr), g(r)
0.150000,0.345946
0.362132,0.404322
0.471940,0.449154
0.559808,0.488143
0.635410,0.527890
0.702834,0.562550
0.764286,0.604686
0.821127,0.621881
0.874264,0.654846
0.924342,0.681979
0.971835,0.704793
1.017110,0.722152
1.060450,0.748605
1.102080,0.764259
1.142200,0.780361
1.180950,0.800982
1.218470,0.813456
1.254860,0.830528
1.290230,0.840514
1.324660,0.854124
1.358210,0.867018
1.390950,0.873840
1.422940,0.893551
1.454220,0.898091
1.484850,0.914026
1.514850,0.913590
1.544280,0.928417
1.573150,0.935559
1.601500,0.939542
1.629360,0.946918
1.656750,0.949893
1.683690,0.956676
1.710210,0.957264
1.736330,0.968348
1.762050,0.967873
1.787410,0.971622
1.812410,0.974089
1.837080,0.974975
1.861410,0.977688
1.885430,0.986277
1.909150,0.986328
1.932580,0.990620
1.955730,0.994293
1.978600,0.992279
2.001220,0.996400
2.023580,0.993670
2.045700,0.995535
2.067580,0.999556
2.089230,0.996787
2.110660,1.002850
2.131870,0.997814
2.152880,0.998668
2.173680,1.000140
2.194290,1.002880
2.214700,1.001020
2.234930,1.001420
2.254970,0.997885
2.274840,1.005260
2.294540,1.000950
2.314070,1.000630
2.333430,1.000840
2.352640,1.004620
2.371690,1.004990
2.390590,1.001010
2.409340,1.002120
2.427940,0.999907
2.446410,1.001640
2.464730,1.000110
2.482930,1.002800
2.500980,1.002380
2.518910,0.998130
2.536710,1.005370
2.554390,0.998308
2.571950,0.999490
2.589390,0.999176
2.606710,0.997645
2.623910,0.999640
2.641010,0.998556
2.657990,1.000490
2.674870,0.997192
2.691640,0.997378
2.708310,0.996325
2.724870,1.000930
2.741340,0.996627
2.757700,1.000600
2.773970,0.996396
2.790150,0.993934
2.806230,0.995913
2.822220,0.999775
2.838120,0.999169
2.853930,0.997208
2.869660,0.999765
2.885300,0.996044
2.900850,0.994954
2.916320,0.999330
2.931710,0.993374
2.947020,0.997066
2.962250,0.997889
2.977410,0.994573
2.992480,0.997825
3.007480,0.994508
3.022410,0.994388
3.037260,0.996627
3.052040,0.997979
3.066750,0.997346
3.081390,0.997405
3.095960,0.999656
3.110460,0.998544
3.124890,0.993725
3.139260,0.996388
3.153560,0.999081
3.167800,0.996953
3.181970,0.997263
3.196080,0.996047
3.210130,0.998298
3.224120,0.999232
3.238050,0.996691
3.251920,0.995119
3.265720,0.998571
3.279470,0.997281
3.293170,1.000920
3.306800,0.996283
3.320380,0.997493
3.333910,0.996827
3.347380,0.993961
3.360800,0.996827
3.374160,0.997737
3.387470,0.995888
3.400730,0.995524
3.413940,0.998109
3.427090,0.995781
3.440200,1.000660
3.453250,1.000430
3.466260,0.998641
3.479220,0.999852
3.492130,1.000220
3.504990,0.998760
3.517810,1.001940
3.530570,0.998202
3.543300,1.000490
3.555980,0.997618
3.568610,1.002090
3.581200,1.000300
3.593740,0.999810
3.606240,0.998771
3.618700,0.999027
3.631110,1.000680
3.643480,0.998142
3.655810,1.000510
3.668100,0.998192
3.680350,1.001430
3.692560,0.998374
3.704720,1.001500
3.716850,1.002600
3.728940,0.999294
3.740980,0.998713
