# k (1/bohr), S(k)
0.104213,0.026977
0.120335,0.032845
0.170180,0.064994
0.199553,0.093158
0.208426,0.102612
0.240670,0.133166
0.262265,0.155682
0.269078,0.162527
0.294760,0.192707
0.312640,0.208784
0.340360,0.250971
0.355955,0.270935
0.361005,0.271250
0.380532,0.308837
0.394545,0.323650
0.399105,0.343903
0.416853,0.362860
0.429683,0.391632
0.433875,0.391268
0.450252,0.421318
0.462155,0.435359
0.481340,0.464866
0.492492,0.501851
0.496155,0.493110
0.510537,0.494581
0.521065,0.534512
0.524528,0.528086
0.538155,0.549110
0.548153,0.570608
0.551445,0.589312
0.564423,0.582558
0.573963,0.598444
0.589520,0.641569
0.598660,0.655071
0.601675,0.660391
0.613590,0.674337
0.622378,0.682249
0.625280,0.683698
0.645225,0.714121
0.648025,0.734680
0.659103,0.755156
0.667290,0.744110
0.680717,0.711551
0.688650,0.776791
0.691272,0.774839
0.701667,0.779029
0.709365,0.807049
0.711912,0.805475
0.722010,0.821767
0.729492,0.832239
0.731970,0.827131
0.741795,0.842475
0.749080,0.853611
0.761065,0.854209
0.768168,0.862193
0.770520,0.894195
0.779860,0.884070
0.786793,0.883594
0.789090,0.884592
0.798212,0.928564
0.804987,0.907302
0.807233,0.923051
0.816152,0.915984
0.822778,0.932227
0.833705,0.911439
0.840195,0.942967
0.842345,0.935053
0.850897,0.935469
0.857255,0.942382
0.859365,0.946091
0.867748,0.968310
0.873985,0.964145
0.876053,0.961861
0.884278,0.969225
0.890397,0.963724
0.900505,0.969932
0.906515,0.970795
0.908510,0.979492
0.916445,0.965544
0.922350,0.992846
0.924310,0.978875
0.937920,0.993515
0.939847,0.981685
0.947520,0.985727
0.953233,0.986624
0.962680,1.009920
0.968305,0.995263
0.970172,0.987237
0.977607,0.988340
0.983145,0.993839
0.984985,1.006000
0.992308,0.994317
0.997765,0.994751
0.999578,0.992100
1.006795,0.987921
1.012175,0.993829
1.021078,0.990880
1.026380,1.002170
1.028142,1.000990
1.035162,0.994311
1.040395,0.992676
1.042132,0.993331
1.049057,0.999885
1.054220,1.005370
1.055935,0.996899
1.062770,0.997817
1.067867,1.000200
1.076310,1.006070
1.081343,0.994722
1.083015,0.999391
1.089680,0.998214
1.094653,1.005670
1.096305,0.999052
1.102890,1.006330
1.107803,1.006110
1.109435,0.986685
1.115943,0.999865
1.120797,1.005320
1.128842,0.989527
1.133643,1.001650
1.135237,0.994492
1.141598,0.998310
1.146345,0.996518
1.147922,0.999205
1.158907,1.000080
1.160470,1.001630
1.166692,1.001370
1.171337,0.997551
1.179037,0.988541
1.183635,1.000410
1.185162,0.995627
1.191258,0.994136
1.195805,0.999389
1.197318,1.004490
1.203350,0.998383
1.207855,1.009360
1.209353,0.999514
1.215325,1.000850
1.219785,0.995003
1.227183,1.005770
1.231597,0.997721
1.233067,0.995194
1.238925,0.997565
1.243300,0.998699
1.244755,1.000180
1.250557,1.002360
1.254892,1.001200
1.256335,1.003210
1.262085,1.002610
1.266380,1.005900
1.277762,0.997711
1.279180,1.002100
1.284828,1.001370
1.289047,1.005490
1.290450,1.004860
1.296048,1.002530
1.300232,1.002990
1.301622,1.002680
1.307173,0.999323
1.311320,1.003910
1.318205,1.000190
1.322318,1.006170
1.323685,1.005560
1.329145,1.003980
1.333222,0.996825
1.334580,0.991322
1.344040,1.001070
1.345387,1.008030
1.350758,1.003780
1.354772,0.996846
1.361435,1.011280
1.365417,1.004880
1.366742,0.995935
1.372030,0.996141
1.375983,1.000660
1.377298,1.004660
1.382545,0.996944
1.386467,1.003820
1.387773,0.991410
1.392980,0.995378
1.396872,1.001070
1.403335,0.995056
1.407200,1.006610
1.408485,1.000810
1.413617,1.006650
1.417453,0.996496
1.418730,0.999971
1.423822,0.996689
1.427633,1.001150
1.428900,1.003330
1.433957,1.014860
1.437740,0.994283
1.444020,0.992556
1.447777,0.998568
1.449025,0.997775
1.454015,1.002140
1.457745,0.993945
1.458985,0.999101
1.463940,1.011600
1.467645,1.002530
1.468878,0.996096
1.473798,0.996462
1.477477,1.004180
1.483590,0.989564
1.487245,1.000450
1.488463,1.002520
1.493320,0.999184
1.496950,1.004140
1.498160,0.994560
1.506593,1.012620
1.507795,0.995746
1.512587,1.000590
1.516175,0.997157
1.522133,0.994529
1.525695,1.002760
1.526880,1.001190
1.531615,0.996464
1.535157,0.997910
1.536335,0.987425
1.541040,0.997707
1.544560,1.001700
1.545732,0.999864
1.550410,1.002410
1.553907,1.000670
1.559720,1.009380
1.563198,0.998605
1.564355,0.999922
1.568977,0.999278
1.572435,1.000820
1.573585,1.001800
1.578180,0.997106
1.581617,1.009150
1.582760,0.998970
1.587328,1.002020
1.590745,1.001850
1.596425,1.003990
1.599822,1.000710
1.600955,0.994384
1.605470,0.999577
1.608847,0.995594
1.609973,1.003960
1.614465,1.007580
1.617825,1.001570
1.618942,0.999664
1.623407,0.993390
1.626750,0.999975
1.632305,0.994418
1.635628,1.001210
1.636732,0.997502
1.641153,0.995643
1.644457,0.997245
1.645558,1.003290
1.653240,0.998044
1.654332,1.002380
1.658705,0.994123
1.661975,0.995927
1.667412,0.985748
1.670665,0.997448
1.671747,0.999374
1.676073,1.001000
1.679310,0.997378
1.680387,0.998973
1.684690,0.995284
1.687910,0.999044
1.688983,1.000720
1.693265,0.996834
1.696468,0.995681
1.701795,0.988303
1.704983,1.003110
1.706045,0.998699
1.710282,0.995095
