# r (bohr), g(r)
0.600000,0.128654
1.448528,0.198476
1.887760,0.258502
2.239232,0.318030
2.541640,0.370389
2.811336,0.415651
3.057144,0.461975
3.284508,0.506793
3.497056,0.548172
3.697368,0.583270
3.887340,0.620955
4.068440,0.654004
4.241800,0.684692
4.408320,0.713167
4.568800,0.735666
4.723800,0.760119
4.873880,0.792267
5.019440,0.804801
5.160920,0.823102
5.298640,0.848763
5.432840,0.858730
5.563800,0.872332
5.691760,0.891861
5.816880,0.904796
5.939400,0.912562
6.059400,0.925391
6.177120,0.933552
6.292600,0.942847
6.406000,0.954138
6.517440,0.958641
6.627000,0.967955
6.734760,0.970501
6.840840,0.980142
6.945320,0.984420
7.048200,0.982665
7.149640,0.992762
7.249640,0.994653
7.348320,0.997858
7.445640,0.998644
7.541720,0.999467
7.636600,1.002180
7.730320,1.004530
7.822920,1.006670
7.914400,1.009870
8.004880,1.008330
8.094320,1.009530
8.182800,1.005680
8.270320,1.009230
8.356920,1.011420
8.442640,1.008290
8.527480,1.012750
8.611520,1.014750
8.694720,1.008120
8.777160,1.013040
8.858800,1.015390
8.939720,1.011300
9.019880,1.009700
9.099360,1.013220
9.178160,1.010840
9.256280,1.012440
9.333720,1.012210
9.410560,1.011510
9.486760,1.012150
9.562360,1.012330
9.637360,1.008260
9.711760,1.007810
9.785640,1.008170
9.858920,1.004840
9.931720,1.004360
10.003920,1.006860
10.075640,1.005600
10.146840,1.004290
10.217560,1.005210
10.287800,1.001580
10.357560,1.002670
10.426840,1.001330
10.495640,1.001650
10.564040,1.006590
10.631960,1.001490
10.699480,1.002510
10.766560,1.001210
10.833240,1.002290
10.899480,1.001880
10.965360,0.997293
11.030800,0.999024
11.095880,0.998645
11.160600,0.997113
11.224920,0.999790
11.288880,0.999413
11.352480,0.999867
11.415720,0.998828
11.478640,0.997364
11.541200,0.999459
11.603400,0.996391
11.665280,0.996750
11.726840,0.995834
11.788080,0.998315
11.849000,0.994637
11.909640,1.001440
11.969920,0.994934
12.029920,0.998265
12.089640,0.997447
12.149040,1.000270
12.208160,0.996775
12.267000,0.996722
12.325560,0.999265
12.383840,0.996545
12.441840,0.994198
12.499560,0.996830
12.557040,0.996230
12.614240,0.997138
12.671200,1.000330
12.727880,0.996407
12.784320,0.999316
12.840520,1.000210
12.896480,0.998276
12.952200,0.998748
13.007680,0.997389
13.062880,0.997849
13.117880,0.998920
13.172680,0.996698
13.227200,0.997242
13.281520,0.997149
13.335640,0.996003
13.389520,0.995961
13.443200,0.999681
13.496640,0.997725
