# k (1/bohr), S(k)
0.118355,0.034704
0.136664,0.041689
0.193272,0.076489
0.226632,0.109497
0.236709,0.120668
0.273328,0.165934
0.297853,0.189633
0.305590,0.195596
0.334757,0.233423
0.355063,0.253430
0.386545,0.287168
0.404257,0.313094
0.409992,0.328087
0.432170,0.346071
0.448082,0.382383
0.453263,0.391047
0.473417,0.414942
0.487988,0.428774
0.492750,0.454917
0.511350,0.470153
0.524868,0.484996
0.546658,0.524500
0.559322,0.544530
0.563480,0.544035
0.579817,0.558432
0.591773,0.574658
0.595705,0.576494
0.611180,0.612408
0.622535,0.613498
0.626273,0.614144
0.641012,0.622946
0.651845,0.670549
0.669515,0.684737
0.679895,0.687985
0.683320,0.697575
0.696852,0.719373
0.706832,0.734036
0.710128,0.732781
0.732780,0.751528
0.735958,0.772118
0.748540,0.774352
0.757840,0.784904
0.773088,0.797442
0.782095,0.816163
0.785075,0.819794
0.796883,0.809905
0.805623,0.832832
0.808515,0.852766
0.819985,0.850933
0.828483,0.854761
0.831295,0.850219
0.842455,0.874605
0.850727,0.871840
0.864340,0.894978
0.872405,0.893100
0.875077,0.891014
0.885685,0.896716
0.893558,0.916315
0.896165,0.910023
0.906528,0.924455
0.914220,0.929271
0.916770,0.934022
0.926900,0.939130
0.934427,0.944413
0.946837,0.910282
0.954205,0.952810
0.956647,0.957151
0.966360,0.963576
0.973583,0.968814
0.975978,0.975937
0.985498,0.979620
0.992580,0.973136
0.994930,0.983322
1.004272,0.990995
1.011222,0.984842
1.022700,0.986146
1.029525,0.991065
1.031790,0.995882
1.040803,1.007860
1.047510,1.018580
1.049737,0.994381
1.065190,1.010140
1.067380,1.003450
1.076095,1.000800
1.082583,1.012370
1.093312,1.033010
1.099700,1.028060
1.101820,1.019070
1.110265,1.018380
1.116555,1.015730
1.118642,1.019350
1.126960,1.023600
1.133158,1.020700
1.135217,1.022600
1.143412,1.011760
1.149523,1.015290
1.159633,1.013950
1.165658,1.022910
1.167658,1.029490
1.175630,1.029720
1.181572,1.028090
1.183545,1.025950
1.191410,1.029840
1.197275,1.025740
1.199223,1.035660
1.206985,1.012220
1.212773,1.019640
1.222360,1.002090
1.228077,1.022900
1.229977,1.020650
1.237545,1.020310
1.243192,1.011200
1.245070,1.010470
1.252547,1.018190
1.258125,1.020080
1.259980,1.001780
1.267370,1.012940
1.272885,1.017290
1.282023,1.002100
1.287475,1.013350
1.289285,1.013680
1.296510,1.008560
1.301900,1.008900
1.303692,1.009980
1.316167,1.013730
1.317940,1.013480
1.325007,1.002030
1.330283,1.007230
1.339030,1.016930
1.344250,1.008200
1.345985,1.013130
1.352905,1.002890
1.358073,1.009890
1.359790,1.004160
1.366640,1.007850
1.371755,0.995367
1.373457,1.017850
1.380240,1.011970
1.385305,1.006080
1.393705,1.008980
1.398723,1.007070
1.400390,1.014160
1.407042,1.008700
1.412012,0.999402
1.413665,0.999381
1.420255,1.026230
1.425177,1.001790
1.426815,1.004470
1.433345,1.006030
1.438222,1.006240
1.451150,1.008990
1.452760,1.012220
1.459172,0.997055
1.463965,1.000420
1.465560,1.009610
1.471917,1.002550
1.476668,0.997264
1.478247,1.005060
1.484552,1.000600
1.489262,1.001590
1.497080,1.004800
1.501750,1.006740
1.503305,0.999529
1.509505,1.000620
1.514137,1.001420
1.515678,1.014880
1.526423,1.009930
1.527950,1.004890
1.534050,0.995473
1.538610,1.010860
1.546177,1.021290
1.550700,0.998737
1.552205,0.997834
1.558210,1.000290
1.562698,1.000490
1.564193,1.002190
1.570150,0.993271
1.574605,0.997638
1.576088,1.008120
1.582000,1.001990
1.586423,1.004070
1.593762,1.001720
1.598153,1.006870
1.599613,0.997831
1.605440,1.003750
1.609795,1.008570
1.611245,0.997776
1.617030,1.003190
1.621358,0.999893
1.622795,0.995242
1.628540,1.010280
1.632835,0.998226
1.639970,0.997712
1.644235,1.003000
1.645652,0.998309
1.651317,1.006870
1.655555,0.996418
1.656965,1.007490
1.662590,0.989282
1.666797,0.995833
1.668197,1.001290
1.673785,0.997625
1.677965,1.004980
1.684908,1.004570
1.689060,0.997694
1.690440,1.002430
1.695958,1.007760
1.700080,0.998157
1.701455,1.000250
1.711032,1.009150
1.712395,1.004020
1.717840,1.005480
1.721912,1.000290
1.728680,0.997404
1.732725,0.991744
1.734072,1.006120
1.739450,0.998490
1.743472,1.003350
1.744810,1.017630
1.750155,1.003360
1.754153,0.998241
1.755483,1.001330
1.760792,1.008760
1.764768,0.996240
1.771367,0.996929
1.775318,1.009560
1.776633,1.000900
1.781883,0.994537
1.785807,0.995111
1.787115,1.006520
1.792333,1.002100
1.796235,1.008350
1.797535,1.001410
1.802723,1.002800
1.806605,1.001770
1.813052,0.989704
1.816912,1.008180
1.818197,0.990976
1.823325,1.000550
1.827163,1.005920
1.828440,1.004040
1.833540,1.006570
1.837357,0.997120
1.838628,0.999074
1.843700,0.999622
1.847495,0.996484
1.853803,1.004420
1.857575,0.999018
1.858833,1.003190
1.863850,1.008630
1.867603,0.998919
1.868853,1.006270
1.877577,0.999636
1.878820,0.996790
1.883785,0.990759
1.887498,1.012720
1.893673,0.988648
1.897368,0.999667
1.898597,0.997818
1.903510,0.999870
1.907185,1.002150
1.908410,0.993839
1.913298,1.001130
1.916955,0.997431
1.918173,0.998810
1.923035,0.999686
1.926673,1.002650
1.932722,0.999438
1.936343,1.002240
1.937547,0.996586
1.942362,1.004580
