# r (bohr), g(r)
0.600000,0.026788
1.448528,0.071245
1.887760,0.129524
2.239232,0.185723
2.541640,0.245785
2.811336,0.305148
3.057144,0.366562
3.284508,0.420930
3.497056,0.480531
3.697368,0.529311
3.887340,0.574344
4.068440,0.625854
4.241800,0.667610
4.408320,0.707890
4.568800,0.742582
4.723800,0.772327
4.873880,0.805497
5.019440,0.826277
5.160920,0.855916
5.298640,0.877919
5.432840,0.898808
5.563800,0.919141
5.691760,0.932746
5.816880,0.947726
5.939400,0.957564
6.059400,0.966837
6.177120,0.979601
6.292600,0.981809
6.406000,0.995732
6.517440,0.997232
6.627000,0.997430
6.734760,1.009810
6.840840,1.011690
6.945320,1.015190
7.048200,1.018000
7.149640,1.011050
7.249640,1.014600
7.348320,1.013940
7.445640,1.008600
7.541720,1.013570
7.636600,1.021300
7.730320,1.018360
7.822920,1.017540
7.914400,1.009450
8.004880,1.013540
8.094320,1.012100
8.182800,1.007260
8.270320,1.007770
8.356920,1.013600
8.442640,1.004200
8.527480,1.005560
8.611520,1.003070
8.694720,1.002720
8.777160,0.998362
8.858800,0.999835
8.939720,0.999418
9.019880,0.997865
9.099360,1.000380
9.178160,0.995755
9.256280,0.994368
9.333720,0.993578
9.410560,0.994971
9.486760,0.992889
9.562360,0.991798
9.637360,0.994845
9.711760,0.993034
9.785640,0.995180
9.858920,0.989226
9.931720,0.992702
10.003920,0.994849
10.075640,1.001960
10.146840,0.993578
10.217560,0.992463
10.287800,0.995793
10.357560,0.991920
10.426840,0.994428
10.495640,0.992588
10.564040,0.996830
10.631960,0.994924
10.699480,1.001070
10.766560,1.001410
10.833240,1.001050
10.899480,0.997147
10.965360,0.996220
11.030800,0.997273
11.095880,0.994433
11.160600,0.997284
11.224920,1.001820
11.288880,1.000650
11.352480,0.998914
11.415720,0.997707
11.478640,1.002960
11.541200,1.001340
11.603400,0.998153
11.665280,0.999310
11.726840,1.000820
11.788080,0.998867
11.849000,1.003660
11.909640,1.004730
11.969920,1.003620
12.029920,1.004030
12.089640,1.001630
12.149040,1.002220
12.208160,1.001490
12.267000,1.007450
12.325560,1.002740
12.383840,1.005250
12.441840,0.999348
12.499560,0.998663
12.557040,1.000240
12.614240,1.002180
12.671200,1.001510
12.727880,1.000900
12.784320,1.000510
12.840520,1.001350
12.896480,1.005780
12.952200,1.001870
13.007680,1.000780
13.062880,1.004410
13.117880,1.001160
13.172680,1.002270
13.227200,0.999612
13.281520,0.996365
13.335640,1.003150
13.389520,1.001610
13.443200,1.000800
13.496640,1.001640
13.549880,0.999904
13.602920,1.004990
13.655760,1.002060
13.708360,1.003580
13.760800,1.000070
13.813000,0.998325
13.865040,0.998263
13.916880,1.005080
13.968520,1.000760
14.019960,0.997867
14.071240,0.998722
14.122280,1.000100
14.173200,0.996767
14.223920,1.000490
14.274440,0.999057
14.324800,0.997976
14.374960,1.003920
14.424960,1.000860
14.474800,0.999744
14.524440,1.001120
14.573920,0.997941
14.623240,0.998763
14.672400,0.997910
14.721400,0.999141
14.770240,0.997380
14.818880,1.000780
14.867400,0.995549
14.915760,1.001580
14.963920,0.997964
15.011960,1.001080
15.059880,0.998554
15.107600,1.003100
15.155160,0.997183
15.202600,0.997746
15.249880,0.994901
15.297040,0.997861
15.344040,0.999677
15.390880,0.998131
15.437600,0.999887
15.484160,0.999800
15.530600,0.998526
15.576880,0.997073
15.623040,0.997402
15.669080,1.002200
15.714960,0.999702
15.760680,1.000880
15.806320,0.997247
15.851800,0.997778
15.897160,0.997080
15.942400,1.000470
15.987480,0.999525
16.032440,1.000630
16.077280,0.999378
16.122000,0.995080
16.166600,0.998502
16.211080,0.998665
16.255440,1.000650
16.299680,1.001420
16.343800,0.997568
16.387800,1.003660
16.431680,0.999791
16.475440,0.998545
16.519080,0.997018
16.562600,1.000740
16.606000,1.000410
16.649320,1.003880
16.692480,0.997393
16.735560,1.001230
16.778560,0.998797
16.821400,0.999703
16.864160,1.000490
16.906800,1.002390
16.949320,0.998801
16.991760,1.000700
17.034080,0.999597
17.076280,1.000600
17.118400,0.996761
17.160400,0.997804
17.202320,0.998116
17.244120,1.002990
17.285840,1.001190
17.327440,1.000220
17.368920,1.000660
17.410320,0.999251
17.451640,0.998815
17.492840,1.001330
17.533960,0.999846
17.574960,0.999547
17.615880,1.002170
17.656720,0.997803
17.697440,0.996725
17.738080,1.001140
17.778640,1.002130
17.819080,0.998455
17.859440,0.999589
17.899720,1.000490
17.939880,1.003570
17.979960,1.000990
18.019960,0.997318
18.059880,1.001280
18.099720,1.001890
18.139440,0.999086
18.179080,1.001060
18.218680,1.000450
18.258120,1.004220
18.297520,1.003040
18.336840,1.002110
18.376080,1.001470
18.415200,1.001510
18.454240,1.002720
18.493240,1.001270
18.532120,1.002270
18.570920,1.000940
18.609680,0.998279
18.648320,0.999830
18.686880,1.001650
18.725360,1.002390
18.763800,1.003410
18.802120,1.001620
18.840360,0.998072
18.878560,0.999590
18.916640,1.002530
18.954680,0.998816
18.992640,1.001320
19.030480,1.002090
19.068280,0.998804
19.106000,0.999925
19.143640,1.001670
19.181240,1.002330
19.218720,1.001530
19.256160,1.001990
19.293520,0.999918
19.330800,0.996320
19.368000,0.998289
19.405160,1.000160
19.442200,0.999423
19.479200,0.999365
19.516120,1.002820
19.553000,0.998491
19.589800,1.002310
19.626520,1.000560
19.663160,0.999262
19.699720,0.998903
19.736240,0.999991
19.772720,0.998958
19.809080,0.998739
19.845400,0.999288
19.881640,0.996353
19.917840,1.001560
19.953920,0.997976
19.990000,0.998954
20.025960,1.000830
20.061880,0.998064
20.097760,1.001990
20.133560,1.000460
20.169280,1.003240
20.204960,1.003250
20.240560,0.998044
20.276080,1.002420
20.311560,0.998436
20.347000,1.001370
20.382320,1.001730
20.417640,0.997353
20.452880,0.999506
