# r (bohr), g(r)
1.500000,0.007260
3.621320,0.031276
4.719400,0.058674
5.598080,0.104060
6.354100,0.152745
7.028340,0.208316
7.642860,0.257070
8.211270,0.313989
8.742640,0.376035
9.243420,0.434683
9.718350,0.482038
10.171100,0.543579
10.604500,0.591387
11.020800,0.643337
11.422000,0.684455
11.809500,0.726991
12.184700,0.774170
12.548600,0.803757
12.902300,0.835818
13.246600,0.864095
13.582100,0.893453
13.909500,0.919143
14.229400,0.940817
14.542200,0.962837
14.848500,0.975081
15.148500,0.991748
15.442800,0.998370
15.731500,1.012400
16.015000,1.015040
16.293600,1.029690
16.567500,1.031700
16.836900,1.038580
17.102100,1.041900
17.363300,1.047120
17.620500,1.048980
17.874100,1.046490
18.124100,1.052210
18.370800,1.045820
18.614100,1.045050
18.854300,1.040200
19.091500,1.043660
19.325800,1.044500
19.557300,1.040530
19.786000,1.038850
20.012200,1.031880
20.235800,1.027290
20.457000,1.021530
20.675800,1.020950
20.892300,1.018840
21.106600,1.015250
21.318700,1.009810
21.528800,1.011720
21.736800,1.007390
21.942900,1.009230
22.147000,1.001420
22.349300,1.001510
22.549700,0.995956
22.748400,1.001810
22.945400,0.994210
23.140700,0.999205
23.334300,0.993158
23.526400,0.990198
23.716900,0.995917
23.905900,0.995364
24.093400,0.991904
24.279400,0.988448
24.464100,0.993115
24.647300,0.989418
24.829300,0.985830
25.009800,0.987055
25.189100,0.990698
25.367100,0.985403
25.543900,0.995186
25.719500,0.987643
25.893900,0.989368
26.067100,0.990192
26.239100,0.992136
26.410100,0.995776
26.579900,0.991682
26.748700,0.996340
26.916400,0.994047
27.083100,0.995004
27.248700,0.996181
27.413400,0.995981
27.577000,0.993756
27.739700,0.995801
27.901500,1.000300
28.062300,0.996417
28.222200,1.000880
28.381200,0.998353
28.539300,0.999071
28.696600,0.999890
28.853000,0.997784
29.008500,1.002190
29.163200,1.001320
29.317100,0.999656
29.470200,1.004170
29.622500,1.003690
29.774100,1.007180
29.924800,1.003230
30.074800,1.002830
30.224100,1.004090
30.372600,1.002150
30.520400,1.001780
30.667500,1.004300
30.813900,1.005920
30.959600,1.005280
31.104600,1.001480
31.248900,1.004850
31.392600,1.005170
31.535600,1.003000
31.678000,1.002690
31.819700,1.003990
31.960800,1.003900
32.101300,1.002510
32.241200,1.007460
32.380500,1.002220
32.519200,1.002570
32.657200,1.004250
32.794700,1.004480
32.931700,1.003650
33.068000,1.002880
33.203800,1.002950
33.339100,1.003690
33.473800,1.002000
33.608000,1.001320
33.741600,1.003000
33.874700,1.002540
34.007300,1.002860
34.139400,0.998455
34.270900,1.001510
34.402000,1.003470
34.532500,1.000250
34.662600,1.000340
34.792200,0.998932
34.921300,1.001240
35.049900,1.000530
35.178100,1.000900
35.305700,1.000230
35.433000,1.000340
35.559800,1.001930
35.686100,1.001040
35.812000,1.000160
35.937400,0.997130
36.062400,1.002070
36.187000,1.004100
36.311100,0.998139
36.434800,0.998772
36.558100,1.002070
36.681000,1.000790
36.803500,1.001360
36.925600,1.001510
37.047200,0.999215
37.168500,0.997141
37.289400,0.999255
37.409800,0.998363
37.529900,0.997615
37.649700,0.999457
37.769000,1.000370
37.887900,0.995288
38.006500,1.002590
38.124700,0.995585
38.242600,0.997633
38.360100,1.000370
38.477200,0.995487
38.594000,0.997406
38.710400,0.995306
38.826500,0.995150
38.942200,0.996455
39.057600,0.996325
39.172700,0.996869
39.287400,0.999733
39.401700,0.998763
39.515800,0.997703
39.629500,0.996982
39.742900,0.997380
39.856000,0.996240
39.968700,1.000320
40.081100,0.999692
40.193200,1.001160
40.305000,1.000870
40.416500,0.999410
40.527700,0.995822
40.638600,0.999094
40.749200,0.998941
40.859500,1.002200
40.969500,1.002200
41.079200,0.999442
41.188600,0.997607
41.297700,0.999645
41.406500,0.998632
41.515000,0.999827
41.623300,0.996262
41.731200,1.001630
41.838900,0.998793
41.946400,0.999998
42.053500,0.998974
42.160400,0.995025
42.267000,1.002990
42.373300,0.999062
42.479400,1.000690
42.585200,0.998455
42.690700,0.999360
42.796000,0.996282
