# r (bohr), g(r)
1.500000,0.030060
3.621320,0.066792
4.719400,0.114492
5.598080,0.166832
6.354100,0.219736
7.028340,0.275765
7.642860,0.329297
8.211270,0.380688
8.742640,0.434111
9.243420,0.484100
9.718350,0.528773
10.171100,0.579614
10.604500,0.622390
11.020800,0.663547
11.422000,0.698872
11.809500,0.731694
12.184700,0.761683
12.548600,0.795237
12.902300,0.816357
13.246600,0.846794
13.582100,0.869990
13.909500,0.886370
14.229400,0.909278
14.542200,0.921121
14.848500,0.937035
15.148500,0.951867
15.442800,0.961946
15.731500,0.968747
16.015000,0.978410
16.293600,0.986725
16.567500,0.993121
16.836900,1.000840
17.102100,1.006550
17.363300,1.015320
17.620500,1.011410
17.874100,1.019710
18.124100,1.020640
18.370800,1.025040
18.614100,1.025830
18.854300,1.026190
19.091500,1.026230
19.325800,1.031530
19.557300,1.027370
19.786000,1.028540
20.012200,1.025170
20.235800,1.027220
20.457000,1.028190
20.675800,1.028860
20.892300,1.028160
21.106600,1.021530
21.318700,1.023030
21.528800,1.024250
21.736800,1.021510
21.942900,1.019140
22.147000,1.021470
22.349300,1.019580
22.549700,1.015190
22.748400,1.020730
22.945400,1.015240
23.140700,1.014720
23.334300,1.016290
23.526400,1.015570
23.716900,1.011390
23.905900,1.010780
24.093400,1.011620
24.279400,1.011360
24.464100,1.008510
24.647300,1.011100
24.829300,1.007830
25.009800,1.005600
25.189100,1.005730
25.367100,1.003760
25.543900,1.003260
25.719500,0.999656
25.893900,1.001130
26.067100,1.002020
26.239100,1.001350
26.410100,1.000090
26.579900,0.997499
26.748700,1.002420
26.916400,0.998672
27.083100,1.000590
27.248700,0.997425
27.413400,0.999960
27.577000,0.999155
27.739700,0.996391
27.901500,0.995964
28.062300,0.998979
28.222200,0.997286
28.381200,0.994719
28.539300,0.997181
28.696600,0.995218
28.853000,0.998009
29.008500,0.994049
29.163200,0.992849
29.317100,0.994476
29.470200,0.998922
29.622500,0.999198
29.774100,0.994725
29.924800,0.994839
30.074800,0.996173
30.224100,0.993834
30.372600,0.995070
30.520400,0.995833
30.667500,0.996327
30.813900,0.995351
30.959600,0.997749
31.104600,0.997470
31.248900,0.998001
31.392600,0.995739
31.535600,0.997734
31.678000,0.996460
31.819700,0.998267
31.960800,0.995070
32.101300,0.994455
32.241200,0.995920
32.380500,0.997320
32.519200,0.993463
32.657200,0.997385
32.794700,0.995676
32.931700,0.994303
33.068000,0.996950
33.203800,0.999558
33.339100,0.997889
33.473800,0.996876
33.608000,0.999472
33.741600,0.998630
33.874700,0.998515
34.007300,0.998443
34.139400,0.999142
34.270900,0.999554
34.402000,1.001110
34.532500,0.998343
34.662600,0.998262
34.792200,0.998206
34.921300,0.998618
35.049900,0.996635
35.178100,1.000630
35.305700,0.999596
35.433000,0.999889
35.559800,0.999368
35.686100,0.999248
35.812000,0.999813
