# rs, eps_c approx, eps_C PW92, absolute difference
6.100000000000000000e+01,-4.756358677940263416e-03,-4.838376720211059329e-03,8.201804227079591281e-05
6.200000000000000000e+01,-4.687865625410689643e-03,-4.773851883573673391e-03,8.598625816298374747e-05
6.300000000000000000e+01,-4.620962341572472723e-03,-4.711111261641768612e-03,9.014892006929588891e-05
6.400000000000000000e+01,-4.555660953966238907e-03,-4.650080074367317004e-03,9.441912040107809656e-05
6.500000000000000000e+01,-4.491930043952251442e-03,-4.590687723953407184e-03,9.875768000115574263e-05
6.600000000000000000e+01,-4.429721494154264562e-03,-4.532867503619361811e-03,1.031460094650972492e-04
6.700000000000000000e+01,-4.368980171771875108e-03,-4.476556330540849490e-03,1.075761587689743823e-04
6.800000000000000000e+01,-4.309647718757598361e-03,-4.421694500646831602e-03,1.120467818892332407e-04
6.900000000000000000e+01,-4.251663873781693845e-03,-4.368225463200842151e-03,1.165615894191483065e-04
7.000000000000000000e+01,-4.194966467538416462e-03,-4.316095613319767196e-03,1.211291457813507347e-04
7.100000000000000000e+01,-4.139490363749005752e-03,-4.265254100775889810e-03,1.257637370268840579e-04
7.200000000000000000e+01,-4.085165070307812500e-03,-4.215652653605557985e-03,1.304875832977454853e-04
7.300000000000000000e+01,-4.031909994622996998e-03,-4.167245415193728333e-03,1.353354205707313351e-04
7.400000000000000000e+01,-3.979624552353104409e-03,-4.119988793644139766e-03,1.403642412910353562e-04
7.500000000000000000e+01,-3.928164884863341068e-03,-4.073841322359579055e-03,1.456764374962379871e-04
7.600000000000000000e+01,-3.877277538219950533e-03,-4.028763530868561225e-03,1.514859926486106928e-04
7.700000000000000000e+01,-3.826343111253826309e-03,-3.984717825022791003e-03,1.583747137689646943e-04
7.800000000000000000e+01,-3.772583788843663494e-03,-3.941668375781214040e-03,1.690845869375505461e-04
7.900000000000000000e+01,-4.018454251541259473e-03,-3.899581015862842344e-03,1.188732356784171287e-04
8.000000000000000000e+01,-3.695444651570518012e-03,-3.858423143628374533e-03,1.629784920578565208e-04
8.100000000000000000e+01,-3.640728045411925715e-03,-3.818163633598980859e-03,1.774355881870551439e-04
8.200000000000000000e+01,-3.579395448009582963e-03,-3.778772753086415397e-03,1.993773050768324340e-04
8.300000000000000000e+01,-3.660895099038231557e-03,-3.740222084445152338e-03,7.932698540692078096e-05
8.400000000000000000e+01,-3.545088233656579386e-03,-3.702484452510863226e-03,1.573962188542838390e-04
8.500000000000000000e+01,-3.468564504964250905e-03,-3.665533856822247600e-03,1.969693518579966954e-04
8.600000000000000000e+01,-3.478664668810455603e-03,-3.629345408261482747e-03,1.506807394510271438e-04
8.700000000000000000e+01,-3.391083705566036183e-03,-3.593895269776121743e-03,2.028115642100855598e-04
8.800000000000000000e+01,-3.385893455730015419e-03,-3.559160600883795860e-03,1.732671451537804407e-04
8.900000000000000000e+01,-3.268171112449822294e-03,-3.525119505671316621e-03,2.569483932214943270e-04
9.000000000000000000e+01,-3.525954306732976239e-03,-3.491750984040337558e-03,3.420332269263868033e-05
9.100000000000000000e+01,-3.298731149107485532e-03,-3.459034885960316115e-03,1.603037368528305827e-04
9.200000000000000000e+01,-3.237748258867341120e-03,-3.426951868513498662e-03,1.892036096461575424e-04
9.300000000000000000e+01,-3.156922996171325057e-03,-3.395483355536486458e-03,2.385603593651614007e-04
9.400000000000000000e+01,-3.153019246654723516e-03,-3.364611499673226397e-03,2.115922530185028808e-04
9.500000000000000000e+01,-3.142363477579397484e-03,-3.334319146675460057e-03,1.919556690960625735e-04
9.600000000000000000e+01,-3.043448144065332393e-03,-3.304589801793811170e-03,2.611416577284787766e-04
9.700000000000000000e+01,-3.267511481147811116e-03,-3.275407598116091088e-03,7.896116968279971726e-06
9.800000000000000000e+01,-3.078174014619522534e-03,-3.246757266727205282e-03,1.685832521076827475e-04
