# rs, eps_c approx, eps_C PW92, absolute difference
7.500000000000000000e+01,1.103146972056930986e-03,-4.073841322359579055e-03,5.176988294416509824e-03
7.600000000000000000e+01,4.837903604153043734e-03,-4.028763530868561225e-03,8.866667135021604959e-03
7.700000000000000000e+01,2.784819128696650568e-03,-3.984717825022791003e-03,6.769536953719441572e-03
7.800000000000000000e+01,1.882774472883091662e-03,-3.941668375781214040e-03,5.824442848664305485e-03
7.900000000000000000e+01,-4.478939809854529282e-03,-3.899581015862842344e-03,5.793587939916869378e-04
8.000000000000000000e+01,3.184137277525780647e-03,-3.858423143628374533e-03,7.042560421154154746e-03
8.100000000000000000e+01,2.753510770366426278e-03,-3.818163633598980859e-03,6.571674403965407571e-03
8.200000000000000000e+01,-1.575746205811499835e-03,-3.778772753086415397e-03,2.203026547274915779e-03
8.300000000000000000e+01,-2.612117365110849278e-03,-3.740222084445152338e-03,1.128104719334303060e-03
8.400000000000000000e+01,2.399517171116387869e-03,-3.702484452510863226e-03,6.102001623627251528e-03
8.500000000000000000e+01,4.541133611936990812e-03,-3.665533856822247600e-03,8.206667468759238845e-03
8.600000000000000000e+01,-1.076158706901468045e-04,-3.629345408261482747e-03,3.521729537571335888e-03
8.700000000000000000e+01,-2.557678479813204134e-02,-3.593895269776121743e-03,2.198288952835592003e-02
8.800000000000000000e+01,-2.859329504822070295e-03,-3.559160600883795860e-03,6.998310960617255654e-04
8.900000000000000000e+01,9.551321960106827578e-04,-3.525119505671316621e-03,4.480251701681999162e-03
9.000000000000000000e+01,2.606854873592519967e-03,-3.491750984040337558e-03,6.098605857632857091e-03
9.100000000000000000e+01,1.508883256746019856e-02,-3.459034885960316115e-03,1.854786745342051554e-02
9.200000000000000000e+01,-7.942202676478640451e-05,-3.426951868513498662e-03,3.347529841748712095e-03
9.300000000000000000e+01,6.032707651604012067e-03,-3.395483355536486458e-03,9.428191007140498958e-03
9.400000000000000000e+01,2.391037965928304726e-03,-3.364611499673226397e-03,5.755649465601531123e-03
9.500000000000000000e+01,-1.064789260537915561e-02,-3.334319146675460057e-03,7.313573458703695115e-03
9.600000000000000000e+01,1.967908972883277395e-03,-3.304589801793811170e-03,5.272498774677088565e-03
9.700000000000000000e+01,1.690906252402259169e-02,-3.275407598116091088e-03,2.018447012213868408e-02
9.800000000000000000e+01,3.830664963519228930e-03,-3.246757266727205282e-03,7.077422230246434645e-03
9.900000000000000000e+01,3.305473154595614266e-03,-3.218624108562233646e-03,6.524097263157847479e-03
1.000000000000000000e+02,9.623962162398891872e-04,-3.190993967845347744e-03,4.153390184085236497e-03
1.010000000000000000e+02,-2.287779827731352194e-04,-3.163853207010785575e-03,2.935075224237650247e-03
1.020000000000000000e+02,7.424855235564038064e-03,-3.137188683007475186e-03,1.056204391857151412e-02
1.030000000000000000e+02,3.608847661947404213e-04,-3.110987724900727072e-03,3.471872491095467656e-03
1.040000000000000000e+02,1.464006160234480533e-03,-3.085238112687592026e-03,4.549244272922072993e-03
1.050000000000000000e+02,2.113670295103879486e-03,-3.059928057248834966e-03,5.173598352352714452e-03
1.060000000000000000e+02,3.990726918107107696e-02,-3.035046181369780317e-03,4.294231536244085684e-02
1.070000000000000000e+02,-2.075972022729363764e-02,-3.010581501758589559e-03,1.774913872553504635e-02
1.080000000000000000e+02,-8.508406434731257545e-03,-2.986523412006343581e-03,5.521883022724913964e-03
1.090000000000000000e+02,-1.257168996104009954e-03,-2.962861666428882792e-03,1.705692670324872838e-03
1.100000000000000000e+02,-1.408701745727274036e-03,-2.939586364736601273e-03,1.530884619009327237e-03
1.110000000000000000e+02,2.621295290453899696e-03,-2.916687937484677834e-03,5.537983227938577530e-03
1.120000000000000000e+02,-6.343348510520191441e-02,-2.894157132258571349e-03,6.053932797294334089e-02
1.130000000000000000e+02,1.332556946904052820e-04,-2.871985000547296659e-03,3.005240695237701778e-03
1.140000000000000000e+02,1.147425070286273510e-02,-2.850162885270081468e-03,1.432441358813281614e-02
1.150000000000000000e+02,3.882924426631779655e-03,-2.828682408912851828e-03,6.711606835544631916e-03
1.160000000000000000e+02,6.342329461512722201e-04,-2.807535462246455414e-03,3.441768408397727526e-03
1.170000000000000000e+02,1.152563391961018702e-02,-2.786714193587597806e-03,1.431234811319778526e-02
1.180000000000000000e+02,1.581294396378403206e-03,-2.766210998574600462e-03,4.347505394953004101e-03
1.190000000000000000e+02,3.594267719495202514e-03,-2.746018510430471137e-03,6.340286229925673651e-03
1.200000000000000000e+02,5.893184145269379955e-03,-2.726129590683845465e-03,8.619313735953225419e-03
