# rs, eps_c approx, eps_C PW92, absolute difference
1.100000000000000000e+01,-2.918250654617666334e-02,-1.745189502701904871e-02,1.173061151915761463e-02
1.200000000000000000e+01,-2.796414194661741431e-02,-1.647235007511408875e-02,1.149179187150332557e-02
1.300000000000000000e+01,-2.683097546123540400e-02,-1.560745502364823539e-02,1.122352043758716861e-02
1.400000000000000000e+01,-2.578501775722254197e-02,-1.483730261866405588e-02,1.094771513855848609e-02
1.500000000000000000e+01,-2.491704065961240083e-02,-1.414646455271536402e-02,1.077057610689703682e-02
1.600000000000000000e+01,-2.409175595585760082e-02,-1.352277601301139602e-02,1.056897994284620480e-02
1.700000000000000000e+01,-2.336377290499668663e-02,-1.295650096148673672e-02,1.040727194350994991e-02
1.800000000000000000e+01,-2.261206212066512247e-02,-1.243974447493568711e-02,1.017231764572943536e-02
1.900000000000000000e+01,-2.197093046009610667e-02,-1.196602998570098046e-02,1.000490047439512621e-02
2.000000000000000000e+01,-2.137171464090937417e-02,-1.152998932265904795e-02,9.841725318250326218e-03
2.100000000000000000e+01,-2.081291531455206623e-02,-1.112713159978959490e-02,9.685783714762471325e-03
2.200000000000000000e+01,-2.029072460268632402e-02,-1.075366828709077571e-02,9.537056315595548311e-03
2.300000000000000000e+01,-1.980162025146518096e-02,-1.040637900646028229e-02,9.395241245004898670e-03
2.400000000000000000e+01,-1.934268235453456830e-02,-1.008250730704609091e-02,9.260175047488477390e-03
2.500000000000000000e+01,-1.891217754745044138e-02,-9.779678820178785981e-03,9.132498727271655403e-03
2.600000000000000000e+01,-1.851736561703800493e-02,-9.495836334143916216e-03,9.021529282894088717e-03
2.700000000000000000e+01,-1.808806168834421052e-02,-9.229187810353515001e-03,8.858873877990695520e-03
2.800000000000000000e+01,-1.773570815638530335e-02,-8.978164403929570631e-03,8.757543752455732716e-03
2.900000000000000000e+01,-1.739062668877951190e-02,-8.741386294491998790e-03,8.649240394287513109e-03
3.000000000000000000e+01,-1.706102964726709248e-02,-8.517634669728055621e-03,8.543394977539036858e-03
3.100000000000000000e+01,-1.674666230443697806e-02,-8.305828596975059139e-03,8.440833707461918925e-03
3.200000000000000000e+01,-1.644662576715080066e-02,-8.105005808519902266e-03,8.341619958630898390e-03
3.300000000000000000e+01,-1.615996222492009637e-02,-7.914306643456501048e-03,8.245655581463595327e-03
3.400000000000000000e+01,-1.588576011722913142e-02,-7.732960552838278288e-03,8.152799564390852266e-03
3.500000000000000000e+01,-1.562317641934088397e-02,-7.560274699708189466e-03,8.062901719632694503e-03
3.600000000000000000e+01,-1.537143844546858679e-02,-7.395624281484870083e-03,7.975814163983716704e-03
3.700000000000000000e+01,-1.512983979634492486e-02,-7.238444276449476286e-03,7.891395519895448574e-03
3.800000000000000000e+01,-1.489773473683487365e-02,-7.088222374004170441e-03,7.809512362830703207e-03
3.900000000000000000e+01,-1.467453242541994635e-02,-6.944492893892933658e-03,7.730039531527012689e-03
4.000000000000000000e+01,-1.445969148589141412e-02,-6.806831535571298414e-03,7.652859950320115706e-03
4.100000000000000000e+01,-1.425271507533386849e-02,-6.674850827561355782e-03,7.577864247772512704e-03
4.200000000000000000e+01,-1.405314647438567904e-02,-6.548196169566674121e-03,7.504950304819004922e-03
4.300000000000000000e+01,-1.386056517772981875e-02,-6.426542378589965299e-03,7.434022799139853449e-03
4.400000000000000000e+01,-1.367458344810293033e-02,-6.309590665246941205e-03,7.364992782855989129e-03
4.500000000000000000e+01,-1.349484329793690374e-02,-6.197065978631778778e-03,7.297777319305124959e-03
4.600000000000000000e+01,-1.332101387288486469e-02,-6.088714668033298229e-03,7.232299204851566458e-03
4.700000000000000000e+01,-1.315278923098986072e-02,-5.984302417972517212e-03,7.168486813017343508e-03
4.800000000000000000e+01,-1.298988654623544660e-02,-5.883612419763766151e-03,7.106274126471680448e-03
4.900000000000000000e+01,-1.283204483263172824e-02,-5.786443748391000702e-03,7.045601084240727535e-03
5.000000000000000000e+01,-1.267902442837225141e-02,-5.692609918126978474e-03,6.986414510245272935e-03
5.100000000000000000e+01,-1.253060781776948671e-02,-5.601937594206562836e-03,6.928670223562923870e-03
5.200000000000000000e+01,-1.238660326203717618e-02,-5.514265441111961159e-03,6.872337820925215023e-03
5.300000000000000000e+01,-1.224685541647105649e-02,-5.429443090758990544e-03,6.817412325712065950e-03
5.400000000000000000e+01,-1.211127693838355210e-02,-5.347330216184650008e-03,6.763946722198902091e-03
5.500000000000000000e+01,-1.197996149594942640e-02,-5.267795698285910461e-03,6.712165797663515940e-03
5.600000000000000000e+01,-1.185377968526785813e-02,-5.190716874819836096e-03,6.663062810448022039e-03
5.700000000000000000e+01,-1.174355893084843075e-02,-5.115978862287306854e-03,6.627580068561123895e-03
5.800000000000000000e+01,-1.158474866076439000e-02,-5.043473942533034833e-03,6.541274718231355166e-03
5.900000000000000000e+01,-1.147556301393361407e-02,-4.973101006926714147e-03,6.502462007006899920e-03
6.000000000000000000e+01,-1.136190493912981637e-02,-4.904765051878102675e-03,6.457139887251713700e-03
6.100000000000000000e+01,-1.124993484785525265e-02,-4.838376720211059329e-03,6.411558127644193320e-03
6.200000000000000000e+01,-1.114033528024258035e-02,-4.773851883573673391e-03,6.366483396668906961e-03
6.300000000000000000e+01,-1.103322258860824773e-02,-4.711111261641768612e-03,6.322111326966479115e-03
6.400000000000000000e+01,-1.092858139745763423e-02,-4.650080074367317004e-03,6.278501323090317221e-03
6.500000000000000000e+01,-1.082635497875229953e-02,-4.590687723953407184e-03,6.235667254798892348e-03
6.600000000000000000e+01,-1.072647219859376028e-02,-4.532867503619361811e-03,6.193604694974398465e-03
6.700000000000000000e+01,-1.062885738931639186e-02,-4.476556330540849490e-03,6.152301058775542369e-03
6.800000000000000000e+01,-1.053343445798083679e-02,-4.421694500646831602e-03,6.111739957334005185e-03
6.900000000000000000e+01,-1.044012872835935538e-02,-4.368225463200842151e-03,6.071903265158513224e-03
7.000000000000000000e+01,-1.034886778876418709e-02,-4.316095613319767196e-03,6.032772175444419890e-03
7.100000000000000000e+01,-1.025958186759079460e-02,-4.265254100775889810e-03,5.994327766814904791e-03
7.200000000000000000e+01,-1.017220397125486939e-02,-4.215652653605557985e-03,5.956551317649311401e-03
