# q,S(q)
1.000000000000000056e-01,3.543356196375927348e-03
1.100000000000000006e-01,4.287277988337785672e-03
1.199999999999999956e-01,5.101980242372590631e-03
1.300000000000000044e-01,5.987445331074522925e-03
1.399999999999999856e-01,6.943654479383503005e-03
1.499999999999999667e-01,7.970587546611661647e-03
1.599999999999999756e-01,9.068223263997681610e-03
1.699999999999999845e-01,1.023653892191287232e-02
1.799999999999999656e-01,1.147551067548086001e-02
1.899999999999999467e-01,1.278511325384943699e-02
1.999999999999999556e-01,1.416531999424491123e-02
2.099999999999999645e-01,1.561610279311659299e-02
2.199999999999999456e-01,1.713743188249651148e-02
2.299999999999999545e-01,1.872927624216249101e-02
2.399999999999999356e-01,2.039160308819061226e-02
2.499999999999999167e-01,2.212437793988893467e-02
2.599999999999998979e-01,2.392756430836642453e-02
2.699999999999999067e-01,2.580112453690060204e-02
2.799999999999999156e-01,2.774501808363251387e-02
2.899999999999999245e-01,2.975920309803458189e-02
2.999999999999999334e-01,3.184363536666518640e-02
3.099999999999999423e-01,3.399826844835559386e-02
3.199999999999998956e-01,3.622305356901803913e-02
3.299999999999998490e-01,3.851793951645984815e-02
3.399999999999998579e-01,4.088287212343530430e-02
3.499999999999998668e-01,4.331779574143520412e-02
3.599999999999998757e-01,4.582265031712205727e-02
3.699999999999998845e-01,4.839737460046023010e-02
3.799999999999998934e-01,5.104190248840849431e-02
3.899999999999999023e-01,5.375616608915544797e-02
3.999999999999998002e-01,5.654009374960017320e-02
4.099999999999998090e-01,5.939361036913232833e-02
4.199999999999998179e-01,6.231663725749925220e-02
4.299999999999998268e-01,6.530909197827040880e-02
4.399999999999998357e-01,6.837088820385819887e-02
4.499999999999998446e-01,7.150193485026634654e-02
4.599999999999998535e-01,7.470213870977282511e-02
4.699999999999998623e-01,7.797140013662988423e-02
4.799999999999997602e-01,8.130961480838688749e-02
4.899999999999997691e-01,8.471667605831768866e-02
4.999999999999997780e-01,8.819246910021470709e-02
5.099999999999997868e-01,9.173687740500187371e-02
5.199999999999997957e-01,9.534977568114606783e-02
5.299999999999998046e-01,9.903103580665492678e-02
5.399999999999998135e-01,1.027805231202409270e-01
5.499999999999998224e-01,1.065980970706378317e-01
5.599999999999997202e-01,1.104836121202665417e-01
5.699999999999997291e-01,1.144369131708323495e-01
5.799999999999997380e-01,1.184578417980597792e-01
5.899999999999997469e-01,1.225462317525400219e-01
5.999999999999997558e-01,1.267019098034264657e-01
6.099999999999997646e-01,1.309246941731289082e-01
6.199999999999997735e-01,1.352143994458681608e-01
6.299999999999996714e-01,1.395708286565659206e-01
6.399999999999996803e-01,1.439937780887443619e-01
6.499999999999996891e-01,1.484830357569534298e-01
6.599999999999996980e-01,1.530383796172170574e-01
6.699999999999997069e-01,1.576595832670657504e-01
6.799999999999997158e-01,1.623464051368646854e-01
6.899999999999997247e-01,1.670986004690698523e-01
6.999999999999996225e-01,1.719159100447883171e-01
7.099999999999996314e-01,1.767980643941781949e-01
7.199999999999996403e-01,1.817447870955877232e-01
7.299999999999996492e-01,1.867557911948395100e-01
7.399999999999996581e-01,1.918307731972594687e-01
7.499999999999996669e-01,1.969694255969323127e-01
7.599999999999996758e-01,2.021714215221700195e-01
7.699999999999996847e-01,2.074364277337903684e-01
7.799999999999996936e-01,2.127640986270652179e-01
7.899999999999995914e-01,2.181540694836325289e-01
7.999999999999996003e-01,2.236059684509358048e-01
8.099999999999996092e-01,2.291194078503046017e-01
8.199999999999996181e-01,2.346939859877526513e-01
8.299999999999996270e-01,2.403292864152652697e-01
8.399999999999996358e-01,2.460248777985598045e-01
8.499999999999996447e-01,2.517803131719846821e-01
8.599999999999995426e-01,2.575951296998287843e-01
8.699999999999995515e-01,2.634688480975250213e-01
8.799999999999995604e-01,2.694009721091339404e-01
