# rs, eps_c approx, eps_C PW92, absolute difference
9.200000000000000000e+01,1.591728318340665180e-02,-3.426951868513498662e-03,1.934423505192015003e-02
9.300000000000000000e+01,3.407135604771094339e-02,-3.395483355536486458e-03,3.746683940324743028e-02
9.400000000000000000e+01,3.547181011568936032e-02,-3.364611499673226397e-03,3.883642161536259019e-02
9.500000000000000000e+01,4.170016000784181748e-02,-3.334319146675460057e-03,4.503447915451727623e-02
9.600000000000000000e+01,3.307398026379095111e-03,-3.304589801793811170e-03,6.611987828172906714e-03
9.700000000000000000e+01,5.193901556666458055e-05,-3.275407598116091088e-03,3.327346613682755777e-03
9.800000000000000000e+01,2.941999059787363952e-02,-3.246757266727205282e-03,3.266674786460084523e-02
9.900000000000000000e+01,3.566064034129545202e-01,-3.218624108562233646e-03,3.598250275215167382e-01
1.000000000000000000e+02,1.511126442803859514e-02,-3.190993967845347744e-03,1.830225839588394202e-02
1.010000000000000000e+02,-8.827029214414371106e-02,-3.163853207010785575e-03,8.510643893713291941e-02
1.020000000000000000e+02,1.835356993055563615e-02,-3.137188683007475186e-03,2.149075861356311221e-02
1.030000000000000000e+02,8.947703209300092442e-03,-3.110987724900727072e-03,1.205869093420081951e-02
1.040000000000000000e+02,6.915916591624373666e-01,-3.085238112687592026e-03,6.946768972751249382e-01
1.050000000000000000e+02,6.224997750296862309e-02,-3.059928057248834966e-03,6.530990556021745719e-02
1.060000000000000000e+02,7.977440031508773594e-03,-3.035046181369780317e-03,1.101248621287855348e-02
1.070000000000000000e+02,-4.681235200675497310e-02,-3.010581501758589559e-03,4.380177050499638181e-02
1.080000000000000000e+02,4.332859742449883360e-04,-2.986523412006343581e-03,3.419809386251331917e-03
1.090000000000000000e+02,2.456325091826530582e-02,-2.962861666428882792e-03,2.752611258469418731e-02
1.100000000000000000e+02,2.845705325036305272e-02,-2.939586364736601273e-03,3.139663961509965573e-02
1.110000000000000000e+02,2.410078116136519372e-02,-2.916687937484677834e-03,2.701746909884987155e-02
1.120000000000000000e+02,-4.742626316920786275e-03,-2.894157132258571349e-03,1.848469184662214927e-03
1.130000000000000000e+02,3.928892887516794233e-03,-2.871985000547296659e-03,6.800877888064091326e-03
1.140000000000000000e+02,1.469770528508694291e-03,-2.850162885270081468e-03,4.319933413778775759e-03
1.150000000000000000e+02,9.835657284819142310e-02,-2.828682408912851828e-03,1.011852552571042702e-01
1.160000000000000000e+02,-1.307940081608115288e-03,-2.807535462246455414e-03,1.499595380638340126e-03
1.170000000000000000e+02,-1.872104748844163956e-04,-2.786714193587597806e-03,2.599503718703181573e-03
1.180000000000000000e+02,2.372223988374975445e-01,-2.766210998574600462e-03,2.399886098360721476e-01
1.190000000000000000e+02,-2.121531136197015582e-02,-2.746018510430471137e-03,1.846929285153968425e-02
1.200000000000000000e+02,2.273523615951354368e-02,-2.726129590683845465e-03,2.546136575019739001e-02
