# rs, eps_c approx, eps_C PW92, absolute difference
9.700000000000000000e+01,-3.195720571109612711e-03,-3.275407598116091088e-03,7.968702700647837742e-05
9.800000000000000000e+01,-3.178055087090298457e-03,-3.246757266727205282e-03,6.870217963690682453e-05
9.900000000000000000e+01,-3.167260522476137308e-03,-3.218624108562233646e-03,5.136358608609633766e-05
1.000000000000000000e+02,-3.095748783933099154e-03,-3.190993967845347744e-03,9.524518391224858979e-05
1.010000000000000000e+02,-3.158797241008441149e-03,-3.163853207010785575e-03,5.055966002344425281e-06
1.020000000000000000e+02,-3.075478261411801473e-03,-3.137188683007475186e-03,6.171042159567371316e-05
1.030000000000000000e+02,-3.053907330891207899e-03,-3.110987724900727072e-03,5.708039400951917322e-05
1.040000000000000000e+02,-3.033417887525081697e-03,-3.085238112687592026e-03,5.182022516251032912e-05
1.050000000000000000e+02,-2.989723329455795664e-03,-3.059928057248834966e-03,7.020472779303930239e-05
1.060000000000000000e+02,-2.937443469736636392e-03,-3.035046181369780317e-03,9.760271163314392442e-05
1.070000000000000000e+02,-2.981704172111381522e-03,-3.010581501758589559e-03,2.887732964720803736e-05
1.080000000000000000e+02,-2.833080018868629722e-03,-2.986523412006343581e-03,1.534433931377138585e-04
1.090000000000000000e+02,-2.916728937647979601e-03,-2.962861666428882792e-03,4.613272878090319065e-05
1.100000000000000000e+02,-2.781129331669380134e-03,-2.939586364736601273e-03,1.584570330672211390e-04
1.110000000000000000e+02,-2.853060210547191805e-03,-2.916687937484677834e-03,6.362772693748602881e-05
1.120000000000000000e+02,-2.866186897011378538e-03,-2.894157132258571349e-03,2.797023524719281090e-05
1.130000000000000000e+02,-2.779580993764089927e-03,-2.871985000547296659e-03,9.240400678320673244e-05
1.140000000000000000e+02,-2.783584804875202916e-03,-2.850162885270081468e-03,6.657808039487855128e-05
1.150000000000000000e+02,-2.735661519131564901e-03,-2.828682408912851828e-03,9.302088978128692648e-05
1.160000000000000000e+02,-2.694251644285852038e-03,-2.807535462246455414e-03,1.132838179606033766e-04
1.170000000000000000e+02,-2.611424805543242564e-03,-2.786714193587597806e-03,1.752893880443552425e-04
1.180000000000000000e+02,-2.757196295217108958e-03,-2.766210998574600462e-03,9.014703357491504060e-06
1.190000000000000000e+02,-2.624561936516318569e-03,-2.746018510430471137e-03,1.214565739141525678e-04
1.200000000000000000e+02,-2.861211383828588927e-03,-2.726129590683845465e-03,1.350817931447434624e-04
