# k (1/bohr), S(k)
0.236709,0.048206
0.273328,0.056695
0.386545,0.108307
0.453263,0.143909
0.473418,0.157285
0.546655,0.204547
0.595705,0.238659
0.611180,0.249816
0.669515,0.285086
0.710125,0.306886
0.773090,0.355897
0.808515,0.372060
0.819985,0.391587
0.864340,0.411465
0.896165,0.435203
0.906525,0.447287
0.946835,0.483378
0.975975,0.485353
0.985500,0.499953
1.022700,0.526117
1.049735,0.530937
1.093315,0.567614
1.118645,0.585002
1.126960,0.591166
1.159635,0.607466
1.183545,0.608283
1.191410,0.632492
1.222360,0.632166
1.245070,0.655230
1.252545,0.664053
1.282025,0.668823
1.303690,0.693518
1.339030,0.704072
1.359790,0.717843
1.366640,0.721996
1.393705,0.739869
1.413665,0.741399
1.420255,0.741858
1.465560,0.774103
1.471915,0.774915
1.497080,0.806165
1.515680,0.814938
1.546175,0.807401
1.564190,0.825194
1.570150,0.827165
1.593765,0.831997
1.611245,0.843193
1.617030,0.853720
1.639970,0.855453
1.656965,0.862854
1.662590,0.871094
1.684910,0.873731
1.701455,0.881323
1.728680,0.896087
1.744810,0.897767
1.750155,0.898373
1.771370,0.910857
1.787115,0.908349
1.792330,0.913108
1.813055,0.914753
1.828440,0.927916
1.833540,0.928832
1.853800,0.920177
1.868855,0.930614
1.893675,0.908435
1.908410,0.945895
1.913295,0.946983
1.932720,0.965031
1.947165,0.958058
1.951955,0.954445
1.970995,0.970489
1.985160,0.956179
1.989860,0.972275
2.008545,0.970796
2.022445,0.976290
2.045400,0.985020
2.059050,0.984733
2.063580,0.988428
2.081605,0.988083
2.095020,0.990928
2.099475,0.994906
2.130380,0.999722
2.134760,0.997702
2.152190,1.000310
2.165165,1.006430
2.186625,1.013760
2.199400,1.002550
2.203640,1.002690
2.220530,1.008360
2.233110,1.015490
2.237285,1.010160
2.253920,1.013880
2.266315,1.014790
2.270435,1.006650
2.286825,0.997953
2.299045,1.015450
2.319265,1.011360
2.331315,1.014670
2.335315,1.013690
2.351255,1.014450
2.363145,1.010660
2.367090,1.022010
2.382820,1.008530
2.394550,1.005360
2.398445,1.004800
2.413970,1.010290
2.425545,1.009950
2.444720,1.010860
2.456155,1.013190
2.459955,0.999468
2.475090,1.005440
2.486385,1.010330
2.490140,1.017630
2.505095,1.008660
2.516250,1.012660
2.519960,0.993455
2.534740,1.013680
2.545770,1.003580
2.564045,1.014200
2.574950,1.014720
2.578570,1.003200
2.593020,1.017270
2.603800,1.004230
2.607385,1.001670
2.632335,1.007020
2.635880,0.995430
2.650015,1.005600
2.660565,1.010460
2.678060,0.971667
2.688500,1.005570
2.691970,0.992304
2.705810,1.002760
2.716145,1.002120
2.719580,1.006930
2.733280,0.994172
2.743510,1.001320
2.746915,1.001950
2.760480,1.014760
2.770610,1.001410
2.787410,1.001710
2.797445,1.004620
2.800780,1.004870
2.814085,1.009440
2.824025,1.007740
2.827330,1.010010
2.840510,1.000730
2.850355,1.005540
2.853630,0.999006
2.866690,1.007980
2.876445,1.004510
2.902300,1.006640
2.905520,1.007270
2.918345,1.002020
2.927930,1.006050
2.931120,1.000110
2.943835,1.008310
2.953335,1.001430
2.956495,1.000100
2.969105,1.000620
2.978525,1.005770
2.994160,1.003440
3.003500,1.001940
3.006610,0.994961
3.019010,1.002180
3.028275,1.004640
3.031355,1.009110
3.052845,1.000730
3.055900,1.000300
3.068100,1.001620
3.077220,1.001460
3.092355,1.000920
3.101400,0.998053
3.104410,1.002850
3.116420,1.002400
3.125395,1.005840
3.128385,1.006470
3.140300,0.991349
3.149210,1.005620
3.152175,0.999514
3.164000,1.003960
3.172845,1.003820
3.187525,1.001650
3.196305,1.003960
3.199225,1.004720
3.210880,0.998728
3.219590,0.999128
3.222490,0.996106
3.234060,1.006460
3.242715,0.996118
3.245590,1.000070
3.257080,0.994648
3.265670,0.994664
3.279940,0.998433
3.288470,1.004740
3.291305,0.998033
3.302635,1.002130
3.311110,0.999425
3.313925,1.005300
3.325180,1.008310
3.333595,1.005840
3.336395,0.999207
3.347570,1.005070
3.355930,1.001330
3.369815,1.006450
3.378120,1.003130
3.380880,1.001350
3.391915,1.001080
3.400160,1.003470
3.402910,1.000160
3.422065,1.004720
3.424790,1.009590
3.435680,0.997543
3.443825,1.004770
3.457360,0.999980
3.465450,0.999904
3.468145,0.995450
3.478900,0.996705
3.486945,0.998578
3.489620,0.989801
3.500310,1.000600
3.508305,1.001600
3.510965,0.998230
3.521585,1.001390
3.529535,0.997783
3.542735,0.996233
3.550635,0.999243
3.553265,0.994198
3.563765,0.997497
3.571615,0.997578
3.574230,1.001680
3.584665,1.003710
3.592470,1.006500
3.595070,0.998893
3.605445,0.999488
3.613210,0.999222
3.626105,0.996367
3.633825,1.002420
3.636395,1.004680
3.646650,0.993317
3.654325,0.996261
3.656880,1.003580
3.667080,1.002610
3.674715,0.999225
3.677255,0.995301
3.687400,0.999060
3.694990,1.001810
3.707605,1.009060
3.715150,1.002410
3.717665,0.995327
3.727700,0.999091
3.735205,1.001180
3.737705,1.000400
3.755155,1.001830
3.757640,1.004260
3.767570,0.994847
3.774995,0.994730
3.787345,0.992699
3.794735,0.999061
3.797195,1.006160
3.807020,1.002630
3.814370,0.999088
3.816820,0.995344
3.826595,0.996432
3.833910,1.008030
3.836345,1.004820
3.846070,0.997967
3.853345,1.002160
3.865445,1.001300
3.872685,0.999462
3.875095,1.000550
3.884725,1.003490
