# k (1/bohr), S(k)
0.208426,0.034891
0.240670,0.042750
0.340359,0.084391
0.399106,0.123704
0.416853,0.136006
0.481340,0.191222
0.524530,0.204303
0.538155,0.214129
0.589520,0.247719
0.625280,0.265934
0.680720,0.309360
0.711910,0.337317
0.722010,0.348264
0.761065,0.371016
0.789090,0.410376
0.798210,0.408069
0.833705,0.444977
0.859365,0.448885
0.867750,0.488442
0.900505,0.485325
0.924310,0.509007
0.962680,0.517142
0.984985,0.566743
0.992310,0.567417
1.021075,0.596530
1.042130,0.597981
1.049055,0.605757
1.076310,0.655793
1.096305,0.637650
1.102890,0.653895
1.128845,0.653235
1.147925,0.686539
1.179040,0.697458
1.197320,0.718090
1.203350,0.712845
1.227180,0.741668
1.244755,0.756213
1.250560,0.750603
1.290450,0.775781
1.296050,0.774616
1.318205,0.799612
1.334580,0.808999
1.361435,0.811583
1.377300,0.813025
1.382545,0.838062
1.403335,0.853960
1.418730,0.846137
1.423825,0.835948
1.444020,0.858605
1.458985,0.870351
1.463940,0.876728
1.483590,0.887772
1.498160,0.886708
1.522130,0.923878
1.536335,0.906919
1.541040,0.910089
1.559720,0.909339
1.573585,0.922578
1.578180,0.917768
1.596425,0.945983
1.609975,0.946721
1.614465,0.943793
1.632305,0.942900
1.645555,0.963811
1.667410,0.972711
1.680390,0.958494
1.684690,0.947906
1.701795,0.954283
1.714510,0.962296
1.718730,0.969905
1.735495,0.971309
1.747970,0.978592
1.752105,0.981568
1.768555,0.978393
1.780795,0.983703
1.801010,0.994556
1.813030,0.981643
1.817020,0.968283
1.832890,1.003320
1.844700,0.983851
1.848620,0.996735
1.875840,0.989779
1.879695,0.993394
1.895040,0.995097
1.906465,0.993430
1.925360,0.961359
1.936610,0.999795
1.940345,1.002080
1.955215,0.987904
1.966290,0.985409
1.969970,0.994395
1.984615,1.004980
1.995530,0.977719
1.999155,0.996836
2.013590,0.991979
2.024350,0.998553
2.042155,1.002200
2.052760,1.002010
2.056285,0.983834
2.070325,0.998053
2.080790,0.997866
2.084265,0.992712
2.098115,0.999639
2.108440,0.997222
2.111870,0.988223
2.125540,0.989540
2.135735,0.996153
2.152620,1.009200
2.162685,0.994940
2.166030,0.991913
2.179360,0.998449
2.189305,1.002120
2.192610,0.999275
2.205780,0.996372
2.215605,0.999821
2.218870,0.996039
2.231885,1.002510
2.241595,0.990461
2.257685,0.972968
2.267285,0.992293
2.270475,0.994934
2.283195,0.999297
2.292690,0.997897
2.295845,0.998592
2.317815,0.995448
2.320940,1.001900
2.333385,0.991661
2.342675,0.992207
2.358075,1.003380
2.367270,0.994468
2.370325,1.017210
2.382515,0.992114
2.391610,0.996265
2.394635,0.996722
2.406700,0.989893
2.415710,0.993812
2.418705,0.998691
2.430650,0.992941
2.439570,0.997080
2.454365,0.991677
2.463195,0.992570
2.466135,0.997344
2.477850,0.993127
2.486600,0.997166
2.489510,0.986883
2.501115,0.991631
2.509785,1.000350
2.512670,0.997760
2.524170,0.995450
2.532760,1.000790
2.555525,1.000000
2.558360,0.997603
2.569655,0.992356
2.578095,0.997023
2.580900,1.003900
2.592095,0.989763
2.600465,0.997380
2.603245,0.995290
2.614345,0.994261
2.622640,0.998490
2.636410,0.993854
2.644635,0.995749
2.647370,0.994317
2.658290,1.000390
2.666445,0.991036
2.669160,1.004450
2.688080,1.002310
2.690775,1.000590
2.701515,0.998779
2.709545,0.996940
2.722870,0.979482
2.730835,0.996033
2.733485,0.993355
2.744060,1.003220
2.751965,1.001990
2.754595,0.996471
2.765090,1.003320
2.772935,0.999642
2.775545,0.991388
2.785960,1.000360
2.793745,0.999393
2.806670,0.992799
2.814400,0.998376
2.816970,0.993069
2.827235,1.002250
2.834905,1.003700
2.837460,0.998835
2.847645,1.000510
2.855265,0.995194
2.857800,0.996995
2.867915,1.005440
2.875480,0.999371
2.888040,1.002970
2.895555,0.996493
2.898050,0.994384
2.908030,1.002780
2.915490,1.002190
2.917970,0.999645
2.927880,1.000120
2.935290,0.997728
2.937755,0.995659
2.947595,0.999283
2.954955,0.996497
2.967180,1.004090
2.974490,0.999535
2.976925,1.001930
2.986640,1.001730
2.993900,0.998912
2.996320,0.996535
3.013185,0.999744
3.015590,1.004020
3.025175,0.999863
3.032350,1.001670
3.044265,0.984478
3.051390,0.999613
3.053760,1.002650
3.063230,1.006500
3.070315,1.002850
3.072670,1.013890
3.082080,0.997720
3.089120,0.999332
3.091465,1.003940
3.100820,1.000460
3.107815,0.989682
3.119440,0.999783
3.126395,1.000810
3.128710,0.998817
3.137955,0.999116
3.144870,0.997393
3.147170,1.005400
3.156360,1.009750
3.163235,0.999032
3.165520,0.995571
3.174655,0.998420
3.181490,1.000900
3.192850,0.996469
3.199645,1.000420
3.201910,0.991831
3.210940,0.994399
3.217695,1.004080
3.219945,1.003770
3.228930,0.997453
3.235650,1.002270
3.237885,0.999104
3.246815,0.993812
3.253500,0.997468
3.264610,1.005110
3.271255,1.006860
3.273465,1.003350
3.282305,1.000190
3.288915,0.998401
3.291115,0.997760
3.306480,0.995421
3.308665,0.997487
3.317410,0.998531
3.323950,1.008580
3.334825,1.022700
3.341330,1.005470
3.343495,0.992937
3.352145,1.000790
3.358620,0.998776
3.360775,0.997051
3.369380,0.998208
3.375820,0.998253
3.377965,0.999448
3.386530,0.995501
3.392935,0.998696
3.403590,0.991767
3.409965,0.999021
3.412090,0.996316
3.420565,0.998961
