# r (bohr), g(r)
0.300000,0.036162
0.724264,0.097573
0.943880,0.170256
1.119616,0.235182
1.270820,0.299959
1.405668,0.359679
1.528572,0.421947
1.642254,0.473823
1.748528,0.528587
1.848684,0.575228
1.943670,0.630008
2.034220,0.663814
2.120900,0.710690
2.204160,0.737864
2.284400,0.769299
2.361900,0.797841
2.436940,0.827193
2.509720,0.848149
2.580460,0.866810
2.649320,0.888659
2.716420,0.907937
2.781900,0.918175
2.845880,0.936558
2.908440,0.954153
2.969700,0.960573
3.029700,0.969289
3.088560,0.977307
3.146300,0.978468
3.203000,0.976808
3.258720,0.991207
3.313500,0.992601
3.367380,0.994667
3.420420,0.995781
3.472660,1.003110
3.524100,1.005880
3.574820,1.000530
3.624820,1.005670
3.674160,1.004100
3.722820,1.011080
3.770860,1.005600
3.818300,1.003890
3.865160,1.008330
3.911460,1.005240
3.957200,1.004480
4.002440,1.008110
4.047160,1.001400
4.091400,1.006330
4.135160,1.002140
4.178460,1.000970
4.221320,0.998835
4.263740,1.000250
4.305760,0.993568
4.347360,0.997050
4.388580,0.998867
4.429400,0.998261
4.469860,0.993238
4.509940,0.997804
4.549680,0.996308
4.589080,0.995383
4.628140,0.991947
4.666860,1.000990
4.705280,0.991470
4.743380,0.992902
4.781180,0.993953
4.818680,0.997876
4.855880,0.987442
4.892820,0.990666
4.929460,0.991016
4.965860,0.993160
5.001960,0.990535
5.037820,0.996932
5.073420,0.997318
5.108780,0.987884
5.143900,0.994517
5.178780,0.992471
5.213420,0.996697
5.247820,0.994294
5.282020,0.993597
5.315980,0.993385
5.349740,0.993942
5.383280,1.000370
5.416620,0.997333
5.449740,0.998167
5.482680,0.992381
5.515400,1.000570
5.547940,1.001180
5.580300,0.999501
5.612460,0.994498
5.644440,0.997617
5.676240,0.998941
5.707860,0.997079
5.739320,0.994230
5.770600,0.999124
5.801700,0.999621
5.832640,0.996986
5.863420,0.997648
5.894040,1.002760
5.924500,1.001320
5.954820,0.999760
5.984960,0.996525
6.014960,1.000070
6.044820,0.999215
6.074520,0.998142
6.104080,1.001550
6.133500,1.003740
6.162780,1.000120
6.191920,1.000110
6.220920,1.000280
6.249780,1.000600
6.278520,1.002020
6.307120,1.001510
6.335600,1.000140
6.363940,1.005840
6.392160,1.000670
6.420260,1.002150
6.448240,1.001060
6.476100,1.007430
6.503840,0.999341
6.531440,1.002720
6.558940,0.999146
6.586340,1.001350
6.613600,1.000920
6.640760,1.002370
6.667820,1.000680
6.694760,0.998210
6.721600,0.999726
6.748320,1.002690
6.774940,1.001060
6.801460,1.000950
6.827880,1.002600
6.854180,1.003230
6.880400,1.001660
6.906500,1.002650
6.932520,0.999808
6.958440,1.001300
6.984260,1.003100
7.009980,0.998900
7.035620,1.000250
7.061140,0.996580
7.086600,0.996197
7.111960,1.000730
7.137220,0.997370
7.162400,0.999295
7.187480,1.002200
7.212480,0.999899
7.237400,0.999611
7.262220,0.993792
7.286960,1.002380
7.311620,1.000820
7.336200,0.999673
7.360700,0.999805
7.385120,1.000570
7.409440,0.999535
7.433700,1.001050
7.457880,0.996338
7.481960,0.999552
7.505980,0.996000
7.529940,0.998112
7.553800,1.002710
7.577580,0.999246
7.601300,0.997477
7.624940,0.998945
7.648520,0.998578
7.672020,0.998845
7.695440,0.997365
7.718800,0.996772
7.742080,0.999522
7.765300,0.998607
7.788440,0.997154
7.811520,0.999061
7.834540,0.998134
7.857480,0.993161
7.880340,0.997181
7.903160,0.996103
7.925900,0.999713
7.948580,0.997952
7.971200,0.999401
7.993740,0.996862
8.016220,1.000550
8.038640,1.001390
8.061000,0.997783
8.083300,0.999779
8.105540,0.998877
8.127720,1.001030
8.149840,1.002590
8.171900,1.001300
8.193900,0.999601
8.215840,0.999744
8.237720,1.001020
8.259540,0.997365
8.281300,0.999248
8.303000,1.002510
8.324660,1.000370
8.346240,1.000660
8.367780,0.999761
8.389280,0.999319
8.410700,1.002290
8.432080,1.002920
8.453400,0.999602
8.474660,0.999700
8.495880,1.001170
8.517040,1.001090
8.538140,0.997319
8.559200,1.001240
8.580200,1.003770
8.601160,1.004360
8.622060,0.997113
8.642920,0.999579
8.663720,0.999693
8.684460,1.003440
8.705160,1.000310
8.725820,1.001720
8.746420,0.999845
8.766980,1.002960
8.787480,0.999108
8.807940,1.001910
8.828360,1.002510
8.848720,0.999575
8.869040,0.999686
8.889320,1.002040
8.909540,1.001240
8.929720,0.998810
8.949860,1.001010
8.969940,0.997934
8.989980,1.000150
9.009980,0.999779
9.029940,0.999450
9.049860,0.999744
9.069720,0.997713
9.089540,0.999249
9.109340,1.000420
9.129060,1.002340
9.148760,1.003380
9.168420,0.998448
9.188040,1.002410
9.207600,1.004750
9.227120,0.999459
9.246620,1.000320
9.266060,1.001260
9.285460,1.000790
9.304840,0.999220
9.324160,1.000000
9.343440,1.001180
9.362680,1.003490
9.381900,0.998962
9.401060,1.003140
9.420180,1.001320
9.439280,1.000720
9.458320,1.001270
9.477340,0.999311
9.496320,0.999732
9.515240,1.001780
9.534140,1.000820
9.553000,1.000490
9.571820,1.002950
9.590620,1.002170
9.609360,0.998070
9.628080,1.002040
9.646760,1.003720
9.665400,1.001210
9.684000,1.000960
9.702580,0.998829
9.721100,0.998893
9.739600,0.999743
9.758060,0.997746
9.776500,0.994410
9.794900,1.002260
9.813260,0.995912
9.831580,1.001220
9.849860,0.999410
9.868120,1.003310
9.886360,0.996707
9.904540,0.999450
9.922700,1.002910
9.940820,1.001830
9.958920,1.001370
9.976960,1.002260
9.995000,0.999760
10.012980,1.001920
10.030940,0.995693
10.048880,0.999952
10.066780,0.998511
10.084640,0.994287
10.102480,0.997794
10.120280,1.001360
10.138040,0.998786
10.155780,0.999553
10.173500,1.001500
10.191160,0.998510
10.208820,0.999393
10.226440,0.999544
10.244020,0.998343
10.261580,0.999187
10.279100,0.999571
10.296600,1.002530
10.314060,0.997261
10.331500,1.001900
10.348900,1.000660
10.366280,0.998076
10.383640,0.999472
10.400960,1.000190
10.418240,0.997772
10.435520,0.998276
10.452740,0.999959
10.469960,0.998960
10.487140,0.997164
10.504280,1.001390
10.521400,1.000090
10.538500,0.998865
10.555560,1.002250
10.572600,0.999722
10.589620,0.998830
10.606600,0.997608
10.623560,0.999592
10.640480,1.001300
10.657380,1.001100
10.674260,0.999501
10.691120,1.003390
10.707940,1.001380
10.724740,1.000880
10.741500,1.000270
10.758240,0.997609
10.774960,0.998481
10.791660,0.996670
10.808320,0.998732
10.824960,0.995963
10.841580,1.000510
10.858180,0.998207
10.874740,0.999308
10.891280,0.999155
10.907800,1.001580
10.924280,1.002230
10.940740,1.000940
10.957180,0.996848
10.973600,0.999104
10.990000,1.001530
11.006360,0.998224
11.022700,0.998791
11.039020,0.999523
11.055320,1.002770
11.071580,0.997582
11.087820,1.001340
11.104060,1.001700
11.120240,0.997834
11.136420,0.997553
11.152580,0.996629
11.168700,0.997829
11.184800,0.997041
11.200880,0.994412
11.216940,0.998591
11.232980,1.001310
11.249000,0.998346
11.264980,0.996861
11.280960,1.000830
11.296900,0.999696
11.312820,1.002470
11.328720,0.998513
11.344600,0.998648
11.360460,1.000260
11.376280,1.001650
11.392100,1.002110
11.407880,1.002290
11.423660,1.000050
11.439400,1.000230
11.455120,0.999021
11.470820,0.999766
11.486520,1.002070
11.502180,0.996646
11.517800,1.007230
11.533420,1.002320
11.549020,1.000540
11.564600,0.998957
11.580160,0.999674
11.595680,1.001110
11.611200,1.000890
11.626700,1.001840
11.642160,0.997126
11.657620,1.002500
11.673040,0.999304
11.688460,1.003210
11.703840,1.002480
11.719220,0.998628
11.734560,0.997700
11.749900,1.003590
11.765200,0.998693
11.780480,0.995915
11.795760,1.002790
11.811000,1.000950
11.826240,1.000530
11.841460,1.002850
11.856640,1.001250
11.871820,0.999577
11.886960,0.999923
11.902100,0.997937
11.917220,1.003580
11.932300,0.999001
11.947380,0.998972
11.962440,0.999451
11.977480,1.000180
11.992500,1.001610
12.007500,1.000190
12.022480,1.000570
12.037440,1.000800
12.052380,1.001300
12.067300,1.005720
12.082220,0.999437
12.097100,1.000280
12.111980,1.000730
12.126820,1.002100
12.141660,1.001520
12.156480,1.001060
12.171280,0.999678
12.186060,0.999983
12.200820,1.000830
12.215560,1.000530
12.230280,0.997321
12.245000,0.998625
12.259680,1.000690
12.274360,0.996687
12.289020,1.000650
12.303660,1.000290
12.318280,1.000890
12.332880,0.996855
12.347460,0.998754
12.362040,1.000220
12.376580,1.000540
12.391120,1.001280
12.405640,0.997007
12.420140,1.001470
12.434620,0.998148
12.449100,1.000860
12.463540,0.997512
12.477980,1.000020
12.492400,1.001730
12.506800,1.000280
12.521180,1.001380
12.535540,1.002250
12.549900,1.001460
12.564240,0.997620
12.578560,0.998362
12.592860,0.998677
12.607140,1.000430
12.621400,0.998773
12.635660,1.000550
12.649900,0.998237
12.664120,0.999596
12.678320,1.001350
12.692520,1.002210
12.706680,0.999589
12.720840,1.000550
12.734980,0.998429
12.749120,1.003190
12.763220,0.999991
12.777320,0.999101
12.791400,0.997808
12.805460,0.999969
12.819520,1.001660
12.833540,0.999484
12.847560,1.000550
12.861560,1.000940
12.875560,0.995615
12.889520,1.002820
12.903480,1.003570
12.917420,1.001160
12.931360,1.000200
12.945260,0.999206
12.959160,1.000010
12.973040,1.001770
12.986920,1.002270
13.000760,0.998552
13.014600,0.998863
13.028420,1.001920
13.042240,1.000360
13.056040,1.000820
13.069820,0.998544
13.083580,0.998677
13.097320,1.003580
13.111060,1.000490
13.124780,0.998298
13.138500,1.000640
13.152180,1.001300
13.165860,1.000210
13.179520,0.999368
13.193180,1.002390
13.206820,1.000640
13.220440,0.999135
13.234040,1.000910
13.247640,0.999110
13.261220,1.001910
13.274780,1.001910
13.288340,1.001430
13.301880,1.002540
13.315400,1.001530
13.328920,0.997607
13.342420,0.997575
13.355900,0.999377
13.369360,1.000610
13.382820,0.999371
13.396260,1.001550
13.409700,1.002010
13.423120,0.999028
