# r (bohr), g(r)
4.500000,0.000378
10.863960,0.003516
14.158200,0.011607
16.794240,0.025784
19.062300,0.047842
21.085020,0.079078
22.928580,0.119735
24.633810,0.165004
26.227920,0.217302
27.730260,0.273428
29.155050,0.332158
30.513300,0.390420
31.813500,0.452813
33.062400,0.517124
34.266000,0.580257
35.428500,0.639194
36.554100,0.691632
37.645800,0.750230
38.706900,0.804495
39.739800,0.849777
40.746300,0.893179
41.728500,0.935441
42.688200,0.973513
43.626600,1.001150
44.545500,1.028780
45.445500,1.052260
46.328400,1.070380
47.194500,1.082710
48.045000,1.102260
48.880800,1.105140
49.702500,1.111450
50.510700,1.123350
51.306300,1.120610
52.089900,1.121550
52.861500,1.118460
53.622300,1.122160
54.372300,1.115590
55.112400,1.113970
55.842300,1.112720
56.562900,1.105170
57.274500,1.094290
57.977400,1.091280
58.671900,1.079040
59.358000,1.079520
60.036600,1.075200
60.707400,1.055970
61.371000,1.053480
62.027400,1.053390
62.676900,1.041230
63.319800,1.038630
63.956100,1.030300
64.586400,1.021020
65.210400,1.019830
65.828700,1.013350
66.441000,1.006410
67.047900,1.004430
67.649100,0.999640
68.245200,0.994951
68.836200,0.991466
69.422100,0.988055
70.002900,0.985723
70.579200,0.979894
71.150700,0.980613
71.717700,0.978550
72.280200,0.974895
72.838200,0.973841
73.392300,0.974510
73.941900,0.968639
74.487900,0.971251
75.029400,0.970115
75.567300,0.970365
76.101300,0.969753
76.631700,0.968635
77.158500,0.966571
77.681700,0.969623
78.201300,0.972735
78.717300,0.971444
79.230300,0.969056
79.739700,0.973284
80.246100,0.975738
80.749200,0.977017
81.249300,0.974863
81.746100,0.973346
82.240200,0.979304
82.731000,0.976889
83.219100,0.983360
83.704500,0.981550
84.186900,0.984167
84.666600,0.984497
85.143600,0.988832
85.617900,0.990006
86.089800,0.991859
86.559000,0.991492
87.025500,0.995383
87.489600,0.993055
87.951300,0.994941
88.410600,0.995347
88.867500,0.997165
89.322300,0.995409
89.774400,0.997332
90.224400,0.996056
90.672300,1.001570
91.117800,1.002620
91.561200,1.001300
92.002500,1.004040
92.441700,1.001110
