# r (bohr), g(r)
4.500000,0.001842
10.863960,0.008877
14.158200,0.026872
16.794240,0.050285
19.062300,0.085503
21.085020,0.126241
22.928580,0.175882
24.633810,0.228324
26.227920,0.289702
27.730260,0.347374
29.155050,0.409484
30.513300,0.468536
31.813500,0.526550
33.062400,0.587224
34.266000,0.642200
35.428500,0.688656
36.554100,0.743090
37.645800,0.779440
38.706900,0.824498
39.739800,0.856150
40.746300,0.889033
41.728500,0.920121
42.688200,0.943684
43.626600,0.968604
44.545500,0.988113
45.445500,1.006770
46.328400,1.018260
47.194500,1.026770
48.045000,1.038640
48.880800,1.045160
49.702500,1.053030
50.510700,1.057010
51.306300,1.066980
52.089900,1.068090
52.861500,1.069310
53.622300,1.064950
54.372300,1.069870
55.112400,1.065180
55.842300,1.066950
56.562900,1.066430
57.274500,1.059460
57.977400,1.053720
58.671900,1.055720
59.358000,1.048530
60.036600,1.050570
60.707400,1.050620
61.371000,1.042340
62.027400,1.040040
62.676900,1.034500
63.319800,1.033830
63.956100,1.030570
64.586400,1.024870
65.210400,1.023790
65.828700,1.024660
66.441000,1.018680
67.047900,1.014400
67.649100,1.013880
68.245200,1.012410
68.836200,1.009320
69.422100,1.006060
70.002900,1.000960
70.579200,0.998543
71.150700,1.002010
71.717700,0.999122
72.280200,0.998817
72.838200,0.995588
73.392300,0.996088
73.941900,0.991918
74.487900,0.993293
75.029400,0.993438
75.567300,0.992790
76.101300,0.996067
76.631700,0.996088
77.158500,0.997221
77.681700,0.990006
78.201300,0.986954
78.717300,0.987469
79.230300,0.988158
79.739700,0.987824
80.246100,0.991941
80.749200,0.993646
81.249300,0.993235
81.746100,0.993929
82.240200,0.992232
82.731000,0.994136
83.219100,0.994320
83.704500,0.991772
84.186900,0.993777
84.666600,0.993276
85.143600,0.992803
85.617900,0.996633
86.089800,0.992421
86.559000,0.995248
87.025500,0.994424
87.489600,0.996154
87.951300,0.991570
88.410600,0.997456
88.867500,0.996348
89.322300,0.993557
89.774400,0.992547
90.224400,0.995142
90.672300,0.993553
91.117800,1.000130
91.561200,0.994651
92.002500,0.998082
92.441700,0.992233
92.878800,0.994174
93.313800,0.999051
93.746700,0.994438
94.177800,0.995932
94.606800,0.997146
95.034000,0.999576
95.459100,0.998964
95.882400,0.998964
96.303900,0.992970
96.723600,0.998498
97.141500,0.998197
97.557600,1.001170
97.971600,0.996113
98.384100,0.999147
98.795100,0.999125
99.204000,0.996109
99.611400,1.001290
100.017300,0.997109
100.421400,0.998492
100.824000,0.998758
101.224800,0.995710
101.624100,0.999655
102.021900,0.999435
102.418200,0.996463
102.812700,0.999216
103.206000,1.000560
103.597500,0.997901
103.987800,1.000430
104.376600,0.999479
104.763900,1.000060
105.149700,0.999425
105.534300,1.002750
105.917100,1.000410
106.299000,1.001260
106.679400,1.001700
107.058300,1.001090
107.436000,1.004580
107.812200,1.004190
108.187200,1.002630
108.561000,1.004820
108.933300,1.001920
109.304400,1.000770
109.674300,1.003450
110.043000,1.006660
110.410500,1.007380
110.776800,1.004870
111.141600,1.002600
111.505500,1.003670
111.868200,1.004200
112.229400,1.003510
112.589700,1.004180
112.949100,1.003140
113.307000,1.002500
113.663700,1.006190
114.019500,1.005840
114.374100,1.002630
114.727800,1.003580
115.080300,1.004060
115.431600,1.001480
115.782000,1.001430
116.131200,1.005010
116.479500,1.001330
116.826600,1.004780
117.172800,1.000320
117.518100,1.002620
117.862200,1.002310
118.205100,1.001730
118.547400,1.003510
118.888500,1.003160
119.228700,1.004130
119.568000,1.002300
119.906100,1.002860
120.243300,1.005390
120.579600,1.004270
120.915000,1.001480
121.249500,1.000810
121.583100,0.998912
121.915800,1.000290
122.247600,1.001310
122.578500,1.002700
122.908500,1.001960
123.237600,1.000690
123.565800,1.001940
123.893100,1.001650
124.219500,0.999309
124.545000,1.001360
124.869900,0.998579
125.193600,1.000030
125.516700,0.999780
125.839200,0.998050
126.160500,1.000160
126.481200,0.998033
126.801000,0.999386
127.119900,1.000380
127.438200,0.999338
127.755600,0.997830
128.072100,1.001370
128.388000,0.997367
128.703000,0.996931
129.017400,1.000200
129.330900,0.998965
129.643800,0.995945
129.955800,0.996856
130.266900,1.000200
130.577400,0.998293
130.887300,1.000520
131.196300,0.995270
131.504700,0.997638
131.812200,0.996844
132.119100,0.997395
132.425400,0.998868
132.730800,1.001810
133.035600,0.997835
133.339800,0.998891
133.643100,0.999959
133.945800,0.997636
134.247900,0.999661
134.549100,0.997645
134.849700,0.998802
135.149700,0.996923
135.449100,0.995287
135.747900,0.999321
136.045800,0.999019
136.343100,0.994328
136.640100,0.998516
136.935900,0.996592
137.231400,0.998714
137.526300,0.999727
137.820600,1.001530
138.114000,0.995480
138.406800,0.998493
138.699300,0.997181
138.990900,1.001450
139.281900,0.997545
139.572600,1.000690
139.862400,0.996871
140.151600,0.998717
140.440200,0.999245
140.728500,0.999313
141.015900,0.998697
141.302700,0.998993
141.589200,0.998363
141.874800,0.998523
142.160100,0.996908
142.444800,1.000970
142.728600,1.001630
143.012100,0.997100
143.295000,0.999279
143.577300,0.999111
143.859300,0.997218
144.140400,0.997511
144.421200,0.998988
144.701400,1.000760
144.981000,0.997626
145.260000,1.000350
145.538700,0.999542
145.816500,0.999590
146.094000,0.999991
146.370900,0.998601
146.647500,0.997750
146.923500,0.998876
147.198900,0.998656
147.473700,0.998297
147.747900,0.996945
148.021800,0.999128
148.295400,0.998410
148.568100,0.997985
148.840500,0.999440
149.112300,0.999364
149.383800,0.998366
149.654400,1.000210
149.925000,0.999474
150.194700,0.999516
150.464100,0.999262
150.733200,0.999445
151.001700,0.999690
151.269600,1.000270
151.537200,0.997019
