# k (1/bohr), S(k)
0.015781,0.013096
0.018222,0.014701
0.025770,0.030419
0.030218,0.040771
0.031561,0.047165
0.036444,0.065291
0.039714,0.081230
0.040745,0.080921
0.044634,0.102515
0.047342,0.119787
0.051539,0.138586
0.053901,0.150577
0.054666,0.159966
0.057623,0.179479
0.059744,0.189946
0.060435,0.194153
0.063122,0.223085
0.065065,0.235774
0.065700,0.235787
0.068180,0.260864
0.069982,0.267206
0.072888,0.328778
0.074576,0.306406
0.075131,0.312712
0.077309,0.341287
0.078903,0.341001
0.079427,0.352450
0.081491,0.354930
0.083005,0.391997
0.083503,0.408402
0.085468,0.420983
0.086913,0.470894
0.089269,0.454362
0.090653,0.481966
0.091109,0.499848
0.092914,0.526559
0.094244,0.532148
0.094684,0.538743
0.097704,0.585515
0.098128,0.605017
0.099805,0.626949
0.101045,0.639539
0.103078,0.710963
0.104279,0.682213
0.104677,0.660484
0.106251,0.664678
0.107416,0.752675
0.107802,0.726631
0.109331,0.785680
0.110464,0.854151
0.110839,0.774122
0.112327,0.795742
0.113430,0.837753
0.115245,0.894693
0.116321,0.865857
0.116677,0.875681
0.118091,0.897386
0.119141,0.917252
0.119489,0.979153
0.120870,1.005640
0.121896,0.967963
0.122236,0.939692
0.123587,1.010410
0.124590,0.998417
0.126245,1.026330
0.127227,0.995271
0.127553,1.036160
0.128848,1.023380
0.129811,1.035040
0.130130,1.090540
0.131400,0.990472
0.132344,1.104160
0.132657,1.105120
0.133903,1.051470
0.134830,1.062010
0.136360,1.060880
0.137270,1.113580
0.137572,1.099660
0.138774,1.059150
0.139668,1.190470
0.139965,1.107640
0.142025,1.149370
0.142317,1.105860
0.143479,1.141680
0.144344,1.116040
0.145775,1.217740
0.146627,1.154110
0.146909,1.178660
0.148035,1.098750
0.148874,1.063780
0.149152,1.085910
0.150261,1.138840
0.151088,1.088320
0.151362,1.160320
0.152455,1.161110
0.153270,1.106120
0.154618,1.116330
0.155421,1.132920
0.155688,1.110460
0.156751,1.118610
0.157543,1.106020
0.157806,1.119990
0.158855,1.209430
0.159637,1.119530
0.159896,1.108550
0.160931,1.090970
0.161703,1.091650
0.162981,1.120220
0.163744,1.104660
0.163997,1.077730
0.165006,1.071240
0.165759,1.078720
0.166009,1.063340
0.167006,1.041940
0.167750,1.056560
0.167997,1.075490
0.168983,1.074330
0.169718,1.069320
0.170936,1.003500
0.171663,1.068060
0.171905,1.024730
0.172868,1.022120
0.173587,1.042610
0.173826,1.091950
0.175489,1.029010
0.175725,1.010580
0.176668,1.012870
0.177371,1.031970
0.178537,1.043960
0.179233,1.046550
0.179465,1.013150
0.180387,1.015120
0.181076,1.027380
0.181305,1.018510
0.182219,1.075980
0.182901,1.038240
0.183128,1.019750
0.184032,1.012620
0.184707,1.034650
0.185827,0.999071
0.186496,1.008760
0.186719,1.038950
0.187606,1.033060
0.188268,1.001190
0.188489,1.006840
0.189367,1.041040
0.190024,1.024990
0.190242,1.018450
0.191113,1.008010
0.191763,1.010770
0.193487,1.002200
0.193701,1.035830
0.194556,1.012460
0.195195,1.014460
0.195408,0.985004
0.196256,1.003370
0.196889,1.009830
0.197100,1.000880
0.197940,0.992912
0.198568,1.008130
0.199611,1.022460
0.200233,1.001330
0.200441,0.996367
0.201267,1.012900
0.201885,0.988445
0.202090,0.970615
0.203523,0.995756
0.203727,1.001050
0.204540,0.996442
0.205148,1.006450
0.206157,1.054240
0.206760,0.991711
0.206961,1.001200
0.207761,0.977393
0.208360,1.004800
0.208559,0.992497
0.209353,1.010040
0.209947,0.988380
0.210145,1.009540
0.210933,0.973864
0.211523,0.991144
0.212502,0.969936
0.213087,0.998842
0.213282,0.983473
0.214059,0.990940
0.214639,0.981560
0.214833,0.987233
0.215604,0.982066
0.216181,0.986051
0.216373,0.987856
0.217139,0.993192
0.217711,1.017160
0.218663,1.018720
0.219231,0.994515
0.219420,1.002660
0.220176,0.994077
0.220741,0.999149
0.220929,0.986771
0.221679,1.000180
0.222240,0.980435
0.222426,0.980586
0.223171,0.997676
0.223729,0.993276
0.224654,0.989603
0.225208,0.984848
0.225392,0.990559
0.226128,0.998008
0.226677,0.988272
0.226861,0.986582
0.228138,0.984199
0.228319,1.011460
0.229045,0.997989
0.229588,0.995415
0.230491,0.967370
0.231030,1.003270
0.231210,0.994329
0.231927,0.988462
0.232463,0.993303
0.232641,0.979681
0.233354,0.997853
0.233887,0.991123
0.234064,0.986074
0.234772,0.992657
0.235302,0.999646
0.236182,0.983939
0.236709,0.989060
0.236884,1.006540
0.237584,0.991181
0.238108,0.993207
0.238282,0.977025
0.238978,0.996743
0.239498,0.994992
0.239671,1.001610
0.240363,0.991578
0.240881,0.996041
0.241740,0.964084
0.242255,0.992271
0.242426,0.996476
0.243110,0.994862
0.243622,1.004820
0.243792,1.009310
0.244472,0.995110
0.244981,0.999489
0.245150,1.004410
0.245827,0.986708
0.246333,0.989194
0.247174,1.001540
0.247677,0.995678
0.247844,0.996392
0.248513,0.998390
0.249014,0.993734
0.249180,0.977862
0.250344,0.986864
0.250509,1.001810
0.251171,0.999695
0.251666,0.992225
0.252490,1.012240
0.252982,1.006860
0.253146,0.993539
0.253801,0.995749
0.254291,0.992030
0.254455,0.997580
0.255106,0.992924
0.255594,1.005090
0.255756,0.987559
0.256405,1.008330
0.256890,0.993313
0.257696,0.998014
0.258179,0.996149
0.258340,0.995551
0.258982,1.016590
