5.000000000000000104e-03,1.166070131158560536e-10
1.050000000000000100e-01,5.847403787475486010e-03
2.050000000000000155e-01,2.215068695321538092e-02
3.050000000000000488e-01,4.855289228336884949e-02
4.050000000000000266e-01,8.448123982386279707e-02
5.050000000000000044e-01,1.291759275333614065e-01
6.050000000000000933e-01,1.817021865209638154e-01
7.050000000000000711e-01,2.409636969331186984e-01
8.050000000000000488e-01,3.057179204002301032e-01
9.050000000000000266e-01,3.745966952225197044e-01
1.004999999999999893e+00,4.461310339874580144e-01
1.104999999999999982e+00,5.187772942913934093e-01
1.205000000000000071e+00,5.909469039111794331e-01
1.304999999999999938e+00,6.610362123375652654e-01
1.405000000000000027e+00,7.274580146241409473e-01
1.504999999999999893e+00,7.886802874233745930e-01
1.604999999999999982e+00,8.432690932986157684e-01
1.705000000000000071e+00,8.899366385283266068e-01
1.804999999999999938e+00,9.275843972941558713e-01
1.905000000000000027e+00,9.553376397155477484e-01
2.004999999999999893e+00,9.725612147200876079e-01
2.104999999999999982e+00,9.829340392977270469e-01
2.205000000000000071e+00,9.904090430790229993e-01
2.305000000000000160e+00,9.957654214065846388e-01
2.405000000000000249e+00,9.995675748634088587e-01
2.504999999999999893e+00,1.002228560732107310e+00
2.604999999999999982e+00,1.004051830897215059e+00
2.705000000000000071e+00,1.005261124813584095e+00
2.805000000000000160e+00,1.006022801018471080e+00
2.905000000000000249e+00,1.006460598433423614e+00
3.004999999999999893e+00,1.006666821843508641e+00
3.104999999999999982e+00,1.006710216059348406e+00
3.205000000000000071e+00,1.006641478084520980e+00
3.305000000000000160e+00,1.006498120949631092e+00
3.405000000000000249e+00,1.006307230403405750e+00
3.504999999999999893e+00,1.006088406949950720e+00
3.604999999999999982e+00,1.005855335881075563e+00
3.705000000000000071e+00,1.005616774765594412e+00
3.805000000000000160e+00,1.005381893817587358e+00
3.905000000000000249e+00,1.005152249172197143e+00
4.004999999999999893e+00,1.004931317294181836e+00
4.105000000000000426e+00,1.004720343833559015e+00
4.205000000000000071e+00,1.004520286689240871e+00
4.304999999999999716e+00,1.004331100291084633e+00
4.405000000000000249e+00,1.004152590046935023e+00
4.504999999999999893e+00,1.003984318956316679e+00
4.605000000000000426e+00,1.003825784337182947e+00
4.705000000000000071e+00,1.003678290381574412e+00
4.805000000000000604e+00,1.003535319039732476e+00
4.905000000000000249e+00,1.003402119442536433e+00
5.004999999999999893e+00,1.003276285507685328e+00
5.105000000000000426e+00,1.003157217809327761e+00
5.205000000000000071e+00,1.003044408657569164e+00
5.305000000000000604e+00,1.002937322579880330e+00
5.405000000000000249e+00,1.002835749714203528e+00
5.504999999999999893e+00,1.002739254432755134e+00
5.605000000000000426e+00,1.002647643681003675e+00
5.705000000000000071e+00,1.002560022544812357e+00
5.805000000000000604e+00,1.002476773626910456e+00
5.905000000000000249e+00,1.002397694684147744e+00
6.004999999999999893e+00,1.002321697895628860e+00
6.105000000000000426e+00,1.002249698139469958e+00
6.205000000000000071e+00,1.002180284413714206e+00
6.305000000000000604e+00,1.002114323123658002e+00
6.405000000000000249e+00,1.002051334065759969e+00
6.504999999999999893e+00,1.001990720840641336e+00
6.605000000000000426e+00,1.001933003126022070e+00
6.705000000000000071e+00,1.001877612459399769e+00
6.805000000000000604e+00,1.001824361997710078e+00
6.905000000000000249e+00,1.001773421195314873e+00
7.004999999999999893e+00,1.001724499119775347e+00
7.105000000000000426e+00,1.001677612847348797e+00
7.205000000000000071e+00,1.001632548199991923e+00
7.305000000000000604e+00,1.001584485394218405e+00
7.405000000000000249e+00,1.001547718203837478e+00
7.504999999999999893e+00,1.001507602378887363e+00
7.605000000000000426e+00,1.001469075788458563e+00
7.705000000000000071e+00,1.001432012653624026e+00
7.805000000000000604e+00,1.001396302705248376e+00
7.905000000000000249e+00,1.001361880920663472e+00
8.005000000000000782e+00,1.001328706057500684e+00
8.105000000000000426e+00,1.001296749244690698e+00
8.205000000000001847e+00,1.001265970242058545e+00
8.305000000000001492e+00,1.001236135907288771e+00
8.405000000000001137e+00,1.001207362090453801e+00
