# k (1/bohr), S(k)
0.005260,0.007241
0.006074,0.008942
0.008590,0.017049
0.010073,0.025518
0.010520,0.026754
0.012148,0.036937
0.013238,0.045418
0.013582,0.051026
0.014878,0.059633
0.015781,0.067397
0.017180,0.075963
0.017967,0.084220
0.018222,0.085981
0.019208,0.111250
0.019915,0.112143
0.020145,0.110013
0.021041,0.120379
0.021688,0.134492
0.021900,0.136739
0.022727,0.148721
0.023327,0.162917
0.024296,0.173635
0.024859,0.198062
0.025044,0.203142
0.025770,0.206893
0.026301,0.209073
0.026476,0.220259
0.027164,0.232236
0.027668,0.257513
0.027834,0.271623
0.028489,0.262006
0.028971,0.285127
0.029756,0.365102
0.030218,0.338346
0.030370,0.319426
0.030971,0.366318
0.031415,0.383251
0.031561,0.447421
0.032568,0.422541
0.032709,0.431251
0.033268,0.465558
0.033682,0.458854
0.034359,0.517828
0.034760,0.572875
0.034892,0.598554
0.035417,0.627239
0.035805,0.563339
0.035934,0.651611
0.036444,0.643501
0.036821,0.681190
0.036946,0.744603
0.037442,0.769847
0.037810,0.731709
0.038415,0.804786
0.038774,0.786785
0.038892,0.820019
0.039364,1.057730
0.039714,0.915233
0.039830,0.937018
0.040290,0.948909
0.040632,0.995558
0.040745,1.051920
0.041196,0.998477
0.041530,1.073390
0.042082,0.992560
0.042409,1.091010
0.042518,1.143480
0.042949,1.125100
0.043270,1.102180
0.043377,1.152160
0.043800,1.271890
0.044115,1.125510
0.044219,1.073970
0.044634,1.277080
0.044943,1.190000
0.045453,1.152750
0.045757,1.209190
0.045857,1.311580
0.046258,1.144190
0.046556,1.215790
0.046655,1.347510
0.047342,1.308900
0.047439,1.147520
0.047826,1.236850
0.048115,1.287810
0.048592,1.141160
0.048876,1.241450
0.048970,1.266020
0.049345,1.342890
0.049625,1.233290
0.049717,1.286430
0.050087,1.466030
0.050363,1.305770
0.050454,1.236830
0.050818,1.168070
0.051090,1.304540
0.051539,1.196730
0.051807,1.181430
0.051896,1.243330
0.052250,1.297090
0.052514,1.230830
0.052602,1.150230
0.052952,1.105440
0.053212,1.153010
0.053299,1.252120
0.053644,1.204490
0.053901,1.189780
0.054327,1.192700
0.054581,1.183070
0.054666,1.103940
0.055002,1.210750
0.055253,1.198710
0.055336,1.158980
0.055669,1.157210
0.055917,1.129500
0.055999,1.223430
0.056328,1.087870
0.056573,1.089310
0.056979,1.095030
0.057221,1.059500
0.057302,1.073940
0.057623,1.065850
0.057862,1.020080
0.057942,1.055900
0.058496,1.045670
0.058575,1.066510
0.058889,1.134020
0.059124,1.080440
0.059512,1.069510
0.059744,1.030110
0.059822,1.002230
0.060129,1.058840
0.060359,1.021670
0.060435,1.050350
0.060740,1.017130
0.060967,1.011650
0.061043,1.026320
0.061344,1.034900
0.061569,0.979737
0.061942,1.014420
0.062165,0.995256
0.062240,0.986577
0.062535,1.019680
0.062756,1.006150
0.062830,0.973132
0.063122,0.968568
0.063341,1.002550
0.063414,0.988308
0.063704,0.952918
0.063921,1.005360
0.064496,0.981580
0.064567,0.961309
0.064852,0.966657
0.065065,0.988403
0.065136,1.032290
0.065419,0.967178
0.065630,0.994207
0.065700,0.971891
0.065980,0.963698
0.066189,0.934231
0.066537,0.984988
0.066744,0.953042
0.066814,0.954691
0.067089,0.985600
0.067295,0.957150
0.067363,0.971191
0.067841,0.968166
0.067909,0.981913
0.068180,0.969192
0.068383,0.956619
0.068719,0.946248
0.068920,0.956276
0.068987,0.977792
0.069254,0.970201
0.069453,0.963186
0.069520,0.975650
0.069784,0.938510
0.069982,0.965614
0.070048,0.930624
0.070311,0.954315
0.070508,0.955708
0.070834,0.972669
0.071029,0.947723
0.071094,0.949975
0.071353,0.977432
0.071546,0.947809
0.071611,0.966460
0.071868,0.946403
0.072060,0.965689
0.072124,0.957771
0.072380,0.945973
0.072570,0.972005
0.072888,0.947998
0.073077,0.954041
0.073140,0.938414
0.073392,0.961527
0.073580,0.946500
0.073643,0.931654
0.073893,0.953207
0.074080,0.972274
0.074142,0.957716
0.074390,0.989388
0.074576,0.959072
0.074885,0.952557
0.075069,0.953191
0.075131,0.966287
0.075376,0.956561
0.075559,0.948924
0.075620,0.967373
0.076046,0.986354
0.076106,0.971550
0.076348,0.983807
0.076529,0.964267
0.076830,0.967079
0.077010,0.963955
0.077070,0.991245
0.077309,1.006530
0.077488,0.978957
0.077547,0.941352
0.077785,0.965693
0.077962,0.960305
0.078021,0.964230
0.078257,0.986781
0.078434,1.001160
0.078727,0.967749
0.078903,0.965022
0.078961,0.981511
0.079195,0.978245
0.079369,0.975235
0.079427,0.983707
0.079659,0.993878
0.079833,0.956987
0.079890,0.993775
0.080121,0.989519
0.080294,0.974101
0.080580,0.952261
0.080752,0.978306
0.080809,0.979066
0.081037,0.981884
0.081207,0.965114
0.081264,0.996926
0.081491,0.970114
0.081660,0.972074
0.081717,0.979801
0.081942,0.976045
0.082111,0.984580
0.082391,0.994088
0.082559,0.994931
0.082615,0.978585
0.082838,0.995110
0.083005,0.992219
0.083060,1.006560
0.083448,0.987930
0.083503,0.986456
0.083724,0.995771
0.083889,0.971083
0.084163,0.980804
0.084327,0.993499
0.084382,0.980267
0.084600,0.987692
0.084764,0.984825
0.084818,1.004440
0.085035,0.999432
0.085198,1.010230
0.085252,1.000570
0.085468,1.011630
0.085630,0.998178
0.085899,0.989050
0.086060,0.997588
0.086113,0.985307
0.086327,1.004080
