rs, PW92, RPA, ALDA, MCP07, rMCP07/TC21, CP07, RA
21.0000000000000      , -1.112713159978959E-002 , -2.082145896382842E-002 ,  7.351460090691494E-003 , -8.742432353398064E-003 , -1.134678573269545E-002 , -1.220678743865767E-002 , -1.085383165312318E-002
22.0000000000000      , -1.075366828709078E-002 , -2.029757766861571E-002 ,  8.146238865311257E-003 , -8.296480334485894E-003 , -1.096409774563533E-002 , -1.186435897748643E-002 , -1.036905332434474E-002
23.0000000000000      , -1.040637900646028E-002 , -1.980680366545006E-002 ,  8.938844817542740E-003 , -7.880568344688487E-003 , -1.060889668349666E-002 , -1.154466927591368E-002 , -9.890586166101259E-003
24.0000000000000      , -1.008250730704609E-002 , -1.934582379055289E-002 ,  9.737308393837581E-003 , -7.491544482265368E-003 , -1.027818758490670E-002 , -1.124532875612868E-002 , -7.931799008404026E-003
25.0000000000000      , -9.779678820178786E-003 , -1.891177555249188E-002 ,  1.055130694743067E-002 , -7.126676272890388E-003 , -9.969402664282194E-003 , -1.096429033691828E-002 , -8.442631568790266E-003
26.0000000000000      , -9.495836334143914E-003 , -1.850217252891638E-002 ,  1.139339384447269E-002 , -6.783616066303767E-003 , -9.680329688356705E-003 , -1.069979008754131E-002 , -8.975175098019659E-003
27.0000000000000      , -9.229187810353515E-003 , -1.811482605138281E-002 ,  1.228199227570246E-002 , -6.460247556138473E-003 , -9.409035518040218E-003 , -1.045028172764352E-002 , -8.803219336011124E-003
28.0000000000000      , -8.978164403929571E-003 , -1.774780800618499E-002 ,  1.324782426912034E-002 , -6.154759058541916E-003 , -9.153830280622966E-003 , -1.021441022195197E-002 , -8.153392628454560E-003
29.0000000000000      , -8.741386294491999E-003 , -1.739944369576383E-002 ,  1.435659039488991E-002 , -5.865567242063619E-003 , -8.913261437035393E-003 , -9.991013760864635E-003 , -7.487518840606797E-003
30.0000000000000      , -8.517634669728056E-003 , -1.706822304410979E-002 ,  1.586025126184185E-002 , -5.591260306652611E-003 , -8.686026093344082E-003 , -9.779042701812428E-003 , -7.844400703274759E-003
31.0000000000000      , -8.305828596975059E-003 , -1.675279527484510E-002 ,  1.897175088052216E-002 , -5.330537479539051E-003 , -8.470966707738201E-003 , -9.577560827534295E-003 , -7.473599151506675E-003
32.0000000000000      , -8.105005808519902E-003 , -1.645197821113560E-002 ,  1.939020599968483E-002 , -5.082299294981805E-003 , -8.267081418491961E-003 , -9.385760263839171E-003 , -7.389786920492278E-003
33.0000000000000      , -7.914306643456501E-003 , -1.616468852199701E-002 ,  2.017446479278344E-002 , -4.845526601128812E-003 , -8.073455379541373E-003 , -9.202896543864893E-003 , -7.423918760344591E-003
34.0000000000000      , -7.732960552838277E-003 , -1.588995249381300E-002 ,  2.726177293292720E-002 , -4.619304150742812E-003 , -7.889272661401969E-003 , -9.028303520607387E-003 , -6.257504781202492E-003
35.0000000000000      , -7.560274699708189E-003 , -1.562692423394851E-002 ,  1.963387477634679E-002 , -4.402839110912257E-003 , -7.713835549722730E-003 , -8.861415141174432E-003 , -6.816450937239268E-003
36.0000000000000      , -7.395624281484869E-003 , -1.537477183642653E-002 ,  1.158770594883361E-002 , -4.195358975614208E-003 , -7.546451704539413E-003 , -8.701654714632960E-003 , -5.605017533589242E-003
37.0000000000000      , -7.238444276449477E-003 , -1.513279297064651E-002 ,  2.156633354725306E-002 , -3.996182883740986E-003 , -7.386550596351097E-003 , -8.548553178705598E-003 , -3.316507337635131E-003
38.0000000000000      , -7.088222374004170E-003 , -1.490036928366927E-002 ,  2.881426461121597E-002 , -3.804740794643535E-003 , -7.233638632118090E-003 , -8.401705846088323E-003 , -6.290687012095996E-003
39.0000000000000      , -6.944492893892933E-003 , -1.467683723198742E-002 ,  8.113506234988582E-003 , -3.620402700351675E-003 , -7.087170607437961E-003 , -8.260645295118316E-003 , -5.462797136415968E-003
40.0000000000000      , -6.806831535571299E-003 , -1.446170061311610E-002 , -3.590114637127820E-002 , -3.442701347001982E-003 , -6.946762754773116E-003 , -8.125055673780392E-003 , -5.478471362426189E-003
41.0000000000000      , -6.674850827561357E-003 , -1.425445408295012E-002 ,  2.208393126593481E-003 , -3.271155792592805E-003 , -6.812016708223048E-003 , -7.994597810724683E-003 , -4.777253136780983E-003
42.0000000000000      , -6.548196169566674E-003 , -1.405463159051912E-002 ,  2.179668322778830E-002 , -3.105319828799942E-003 , -6.682568291142101E-003 , -7.868959037007336E-003 , -6.426270016674579E-003
43.0000000000000      , -6.426542378589965E-003 , -1.386178666524982E-002 ,  2.324600730617266E-002 , -2.944762208609343E-003 , -6.558068072565254E-003 , -7.747834700743249E-003 , -3.174915467788589E-003
44.0000000000000      , -6.309590665246941E-003 , -1.367556128951700E-002 ,  2.293483214612365E-002 , -2.789144297368614E-003 , -6.438250431078667E-003 , -7.630998121136700E-003 , -1.334782845144695E-003
45.0000000000000      , -6.197065978631779E-003 , -1.349557014079980E-002 ,   2.48296539909575      , -2.638069510152208E-003 , -6.322817934948889E-003 , -7.518185809033916E-003 , -6.633657563503171E-003
46.0000000000000      , -6.088714668033297E-003 , -1.332154533721470E-002 ,  1.734546409105747E-002 , -2.491278441091491E-003 , -6.211586172720838E-003 , -7.409243042689042E-003 , -4.242439660039542E-003
47.0000000000000      , -5.984302417972517E-003 , -1.315302703119885E-002 , -3.550852113374758E-003 , -2.348306285334618E-003 , -6.104174459068779E-003 , -7.303815342523120E-003 , -7.470877025115999E-003
48.0000000000000      , -5.883612419763767E-003 , -1.298987309015344E-002 ,  1.994121215952736E-002 , -2.209000076427193E-003 , -6.000515526124238E-003 , -7.201858624565787E-003 , -6.703738141173131E-003
49.0000000000000      , -5.786443748391000E-003 , -1.283178125329425E-002 , -1.887950783630987E-002 , -2.073040163159989E-003 , -5.900377598345947E-003 , -7.103161404854431E-003 , -3.533701624614194E-003
50.0000000000000      , -5.692609918126978E-003 , -1.267845692537414E-002 , -1.472785132847025E-002 , -1.940108556322513E-003 , -5.803533487734189E-003 , -7.007516878478941E-003 , -5.998277898114565E-003
51.0000000000000      , -5.601937594206563E-003 , -1.252969918005531E-002 ,  6.462583324719793E-003 , -1.809971630096790E-003 , -5.709844245433637E-003 , -6.914801557990985E-003 , -4.804863433600761E-003
52.0000000000000      , -5.514265441111961E-003 , -1.238525595763828E-002 ,  2.636403869269588E-002 , -1.682323504757347E-003 , -5.619103745139260E-003 , -6.824771834129779E-003 , -3.734841079828761E-003
53.0000000000000      , -5.429443090758991E-003 , -1.224502487785523E-002 ,  3.351345237202491E-004 , -1.557052279758568E-003 , -5.531306128855344E-003 , -6.737598608062180E-003 , -1.631067505848207E-003
54.0000000000000      , -5.347330216184650E-003 , -1.210884592716756E-002 , -1.339602366660931E-002 , -1.433899627417278E-003 , -5.446301447324312E-003 , -6.652980198369619E-003 ,  7.257553917212846E-003
55.0000000000000      , -5.267795698285911E-003 , -1.197736664526292E-002 ,  2.190799939321665E-002 , -1.313301398982325E-003 , -5.364662641876191E-003 , -6.571386499494173E-003 ,  1.776204107248700E-002
56.0000000000000      , -5.190716874819835E-003 , -1.184731526051392E-002 ,  3.986705200970394E-002 , -1.192322455231735E-003 , -5.283585226034373E-003 , -6.490551246725125E-003 ,  1.746998592516221E-002
57.0000000000000      , -5.115978862287306E-003 , -1.172202463944614E-002 ,  0.237204259614320      , -1.073750944757300E-003 , -5.206013312693330E-003 , -6.412873961989543E-003 , -2.706623749372448E-003
58.0000000000000      , -5.043473942533035E-003 , -1.159970579308931E-002 ,  0.251048293085965      , -9.558346735898255E-004 , -5.130369232658811E-003 , -6.337034530345171E-003 , -4.085775937109085E-003
59.0000000000000      , -4.973101006926714E-003 , -1.148118359909605E-002 , -3.716163518120950E-002 , -8.391826882478130E-004 , -5.057463770201533E-003 , -6.263734896728687E-003 , -2.475846513914504E-003
60.0000000000000      , -4.904765051878102E-003 , -1.136491242495956E-002 , -0.139959815758443      , -7.221362198580089E-004 , -4.985873360315646E-003 , -6.191728906792003E-003 , -4.996683343061197E-003
61.0000000000000      , -4.838376720211059E-003 , -1.125166514942018E-002 ,  1.293972376303799E-002 , -6.051423038293063E-004 , -4.916324822206644E-003 , -6.121586897166831E-003 , -2.012146458598246E-002
62.0000000000000      , -4.773851883573673E-003 , -1.114230007200222E-002 ,  4.419276881325651E-004 , -4.886822731752554E-004 , -4.849637412483742E-003 , -6.054054499791887E-003 , -1.931715265666488E-003
63.0000000000000      , -4.711111261641769E-003 , -1.103393928687354E-002 ,  3.325213129176745E-002 , -3.698299922460638E-004 , -4.783300587447106E-003 , -5.987144063869862E-003 , -3.216472581958201E-003
64.0000000000000      , -4.650080074367316E-003 , -1.093058170567646E-002 ,  0.228584646857072      , -2.514231331563418E-004 , -4.720679068301981E-003 , -5.923348265097826E-003 , -2.933956120343964E-002
65.0000000000000      , -4.590687723953407E-003 , -1.082099072450006E-002 ,  3.017848263335772E-002 , -1.147382237522115E-004 , -4.643834646425776E-003 , -5.899569041221163E-003 , -2.632109841535951E-003
66.0000000000000      , -4.532867503619362E-003 , -1.072930983475291E-002 , -2.227847724398650E-002 , -4.933686037863859E-006 , -4.598515576836782E-003 , -5.798707547629268E-003 , -5.692064572891236E-003
67.0000000000000      , -4.476556330540849E-003 , -1.062895971997830E-002 ,   2.54783895477511      ,  1.266513397340583E-004 , -4.537650531657847E-003 , -5.737543683416450E-003 ,  1.962218303599150E-003
68.0000000000000      , -4.421694500646832E-003 , -1.053314037764390E-002 , -1.398084001753313E-002 ,  2.632778636524925E-004 , -4.479744635552844E-003 , -5.678948421238562E-003 ,  2.851348501703056E-003
69.0000000000000      , -4.368225463200842E-003 , -1.043983621704759E-002 ,  5.528602053960105E-003 ,  4.090639483907925E-004 , -4.423637605508957E-003 , -5.621197385657424E-003 ,  4.009890440581641E-002
70.0000000000000      , -4.316095613319768E-003 , -1.034805992847632E-002 ,  5.607013567214311E-002 ,  5.702499364701274E-004 , -4.368345265752673E-003 , -5.564630029165273E-003 , -8.178976734005262E-003
71.0000000000000      , -4.265254100775890E-003 , -1.025879516700963E-002 , -0.211378298489848      ,  7.569535206410727E-004 , -4.314892537629426E-003 , -5.509864440389247E-003 , -1.019233772316422E-002
72.0000000000000      , -4.215652653605557E-003 , -1.017139198870161E-002 , -4.761550143947282E-003 ,  1.003992501853947E-003 , -4.262632881854257E-003 , -5.456217242209975E-003 ,  0.680478672584064
73.0000000000000      , -4.167245415193728E-003 , -1.008559029532011E-002 ,  2.821013089359356E-002 ,  2.211086529939734E-003 , -4.211348760791386E-003 , -5.403525736448117E-003 , -0.113005643178004
74.0000000000000      , -4.119988793644140E-003 , -1.000207447910226E-002 ,  1.738940689722637E-002 , -8.267564474789323E-004 , -4.161716165564846E-003 , -5.352407635108520E-003 , -2.490445059994406E-003
75.0000000000000      , -4.073841322359579E-003 , -9.919725876827308E-003 ,  1.258188879318020E-002 ,  3.322681710993879E-004 , -4.112669628222904E-003 , -5.301876920819743E-003 , -3.819672403823602E-003
76.0000000000000      , -4.028763530868561E-003 , -9.839248316113044E-003 , -1.312605399350976E-002 ,  1.463240656646974E-003 , -4.064900983670891E-003 , -5.252562970011172E-003 , -6.172104363481337E-003
77.0000000000000      , -3.984717825022791E-003 , -9.760253677800913E-003 ,  0.181974839592487      ,  1.769826065598858E-003 , -4.018048082004254E-003 , -5.204125865401660E-003 ,  2.575196239857781E-002
78.0000000000000      , -3.941668375781213E-003 , -9.683213140526024E-003 ,  3.379216074851618E-002 , -6.989922211461846E-005 , -3.972610427771205E-003 , -5.157101468482121E-003 , -1.485625200869192E-002
79.0000000000000      , -3.899581015862842E-003 , -9.607389341218573E-003 ,  2.135538043930663E-002 ,  1.079207302890899E-002 , -3.927846929024499E-003 , -5.110699425943011E-003 , -4.594044789453106E-003
80.0000000000000      , -3.858423143628375E-003 , -9.532843446295521E-003 ,  3.117682856966296E-002 ,  3.490886132428347E-003 , -3.883747802972265E-003 , -5.063905284656855E-003 ,  9.141508950039238E-003
81.0000000000000      , -3.818163633598981E-003 , -9.460252031824655E-003 ,  7.681927350385293E-004 ,  3.757164247388621E-005 , -3.841294755023064E-003 , -5.020808541003922E-003 , -9.325701239594768E-003
82.0000000000000      , -3.778772753086415E-003 , -9.388301515430745E-003 ,  3.245546177300573E-003 , -4.891293692303417E-003 , -3.798865531137015E-003 , -4.976587122564126E-003 ,  6.993991831334368E-003
83.0000000000000      , -3.740222084445152E-003 , -9.317907830432310E-003 ,  1.840484065833230E-002 ,  1.155327561203054E-003 , -3.757425429284100E-003 , -4.932513378671714E-003 , -6.004101768941006E-003
84.0000000000000      , -3.702484452510863E-003 , -9.249891442743460E-003 ,  8.153542092140913E-003 ,  3.670403116766644E-003 , -3.718159556464478E-003 , -4.892491306902442E-003 , -5.758124357183740E-003
85.0000000000000      , -3.665533856822248E-003 , -9.182237612771517E-003 , -0.106125464555458      , -1.909675214093799E-003 , -3.678647468669254E-003 , -4.851179045318349E-003 , -3.867916715836590E-005
86.0000000000000      , -3.629345408261483E-003 , -9.115829039546490E-003 , -0.268408985432335      , -3.903297227020410E-004 , -3.639961738863472E-003 , -4.810742126487444E-003 ,  3.266453470976435E-004
87.0000000000000      , -3.593895269776122E-003 , -9.050745369191465E-003 , -0.136423216514255      , -2.600142554399744E-003 , -3.602155005269121E-003 , -4.771147794064307E-003 ,  3.946766212973966E-002
88.0000000000000      , -3.559160600883795E-003 , -8.986755485724722E-003 , -0.189119796715251      ,  1.295957047340099E-003 , -3.564991489885361E-003 , -4.732131288061605E-003 , -1.199036453091734E-004
89.0000000000000      , -3.525119505671040E-003 , -8.923887244126403E-003 ,  2.557261307677644E-002 ,  3.632450725281295E-004 , -3.528598098315043E-003 , -4.693903471385603E-003 , -1.409156853834875E-003
90.0000000000000      , -3.491750984040338E-003 , -8.860404560576610E-003 ,  2.447238444147705E-002 , -1.575332110357084E-003 , -3.490605508866057E-003 , -4.684718570650455E-003 ,  4.458748181930463E-002
91.0000000000000      , -3.459034885960316E-003 , -8.801323845952091E-003 ,  3.517587211761013E-002 ,  3.266075224732557E-003 , -3.457800198534348E-003 , -4.619490168144319E-003 , -7.107813854893655E-004
92.0000000000000      , -3.426951868513498E-003 , -8.738803227801403E-003 ,  4.923069252693040E-003 ,  2.743169644966296E-003 , -3.432463585293905E-003 , -4.583749909991344E-003 , -4.104341591087084E-002
93.0000000000000      , -3.395483355536486E-003 , -8.682612082717261E-003 ,  1.997697155677213E-002 ,  1.593375903025505E-003 , -3.389318462187534E-003 , -4.547312930741730E-003 , -1.505044002555641E-003
94.0000000000000      , -3.364611499673226E-003 , -8.625026294961140E-003 ,  1.409236318551049E-003 ,  1.081336631731761E-002 , -3.356304627066869E-003 , -4.512453733864811E-003 ,  8.698519166716755E-003
95.0000000000000      , -3.334319146675460E-003 , -8.568323826074718E-003 ,  2.333153410698614E-002 ,  6.364949901543170E-003 , -3.323818413845687E-003 , -4.478095642181676E-003 ,  3.509315380293043E-003
96.0000000000000      , -3.304589801793811E-003 , -8.512049849176171E-003 ,  2.100477498899876E-002 ,  2.846007313188856E-003 , -3.291289261472344E-003 , -4.444000898956467E-003 ,  0.207065945112883
97.0000000000000      , -3.275407598116091E-003 , -8.457208781410305E-003 , -0.531599851499737      ,  2.686748172733301E-003 , -3.260124529980648E-003 , -4.410661478184161E-003 , -2.179554037017392E-003
98.0000000000000      , -3.246757266727206E-003 , -8.371580945390929E-003 , -3.533019130787358E-002 ,  2.163629965531050E-003 , -3.230935494528885E-003 , -4.378064908326759E-003 ,  6.941617658046080E-003
99.0000000000000      , -3.218624108562234E-003 , -8.350189613642251E-003 ,  2.893481033515855E-002 , -2.555256074653844E-003 , -3.199195820197658E-003 , -4.345932650306012E-003 , -7.236152870038657E-003
100.000000000000      , -3.190993967845347E-003 , -8.297909259984904E-003 ,  5.831735979025861E-002 , -1.150902698641265E-003 , -3.169516909929684E-003 , -4.314407352351882E-003 , -4.696799902453571E-003
101.000000000000      , -3.163853207010786E-003 , -8.245635740262006E-003 ,  2.518857603285783E-002 ,  2.117874577931150E-002 , -3.139450319018573E-003 , -4.282236805612882E-003 ,  9.397719181691463E-003
102.000000000000      , -3.137188683007475E-003 , -8.188447008576107E-003 ,  6.481922896236051E-003 , -1.313253504326001E-003 , -2.922769521237096E-003 , -3.980591272187606E-003 , -4.351102061214156E-003
103.000000000000      , -3.110987724900727E-003 , -8.145119971497004E-003 , -4.050612592956433E-003 ,  1.669147004574937E-003 , -3.082304978207855E-003 , -4.222503496354220E-003 ,  1.528798874465373E-003
104.000000000000      , -3.085238112687592E-003 , -8.095191367030385E-003 , -1.647174697964136E-002 , -4.309057216614468E-004 , -3.053953992416693E-003 , -4.192172490514621E-003 , -6.751298979453861E-003
105.000000000000      , -3.059928057248835E-003 , -8.048799123291091E-003 ,  1.162915032566190E-002 ,  1.056292644888177E-003 , -3.028821211233448E-003 , -4.164239484035412E-003 , -1.565621030315653E-003
106.000000000000      , -3.035046181369780E-003 , -7.999508917667880E-003 ,  1.375310863622589E-002 , -4.433960927361404E-003 , -3.000466957854180E-003 , -4.134008054373218E-003 , -1.954542115178960E-003
107.000000000000      , -3.010581501758589E-003 , -7.952542849540570E-003 , -1.654336811376571E-004 ,  5.796549134084192E-003 , -2.974037035068967E-003 , -4.105478803185281E-003 , -6.516090924652243E-003
108.000000000000      , -2.986523412006344E-003 , -7.905965889140366E-003 , -1.730962018817723E-002 ,  0.735653831175345      , -2.947859016811457E-003 , -4.077647310971327E-003 ,  9.754691942676183E-003
109.000000000000      , -2.962861666428883E-003 , -7.860351117934955E-003 , -1.378428539681572E-002 ,  2.166344438230730E-003 , -2.922312004806181E-003 , -4.050184529557473E-003 , -5.975932329009756E-003
110.000000000000      , -2.939586364736601E-003 , -7.815520793185333E-003 ,  2.087600876382875E-002 , -4.322934991122771E-003 , -2.897270806159627E-003 , -4.023176714915771E-003 ,  0.200955135973328
111.000000000000      , -2.916687937484678E-003 , -7.770600059708609E-003 ,  3.570063287978556E-002 ,  2.910590508535391E-003 , -2.871930471748890E-003 , -3.995974436509150E-003 , -5.884611023075835E-003
112.000000000000      , -2.894157132258571E-003 , -7.727088580056899E-003 ,  3.135941806028835E-002 ,  4.619333836205938E-003 , -2.847803065527388E-003 , -3.970019035401915E-003 , -2.839367189300030E-003
113.000000000000      , -2.871985000547297E-003 , -7.683771999921986E-003 , -4.428480487722535E-003 , -5.516685286727339E-003 , -2.823612120575516E-003 , -3.943964397481396E-003 , -9.369173100311666E-002
114.000000000000      , -2.850162885270081E-003 , -7.640644130197227E-003 , -2.625503687525187E-003 ,  4.241315723848413E-004 , -2.799286339360338E-003 , -3.917399258524023E-003 , -9.680075942583913E-003
115.000000000000      , -2.828682408912852E-003 , -7.600004427119759E-003 ,  7.723582355415889E-002 , -1.654815329322218E-003 , -2.777134512433595E-003 , -3.893442612813583E-003 , -5.836581123373760E-003
116.000000000000      , -2.807535462246455E-003 , -7.557192955774937E-003 ,  1.517910397481804E-002 ,  9.683780899945690E-004 , -2.753016323430656E-003 , -3.867743832371681E-003 , -3.675205415771739E-003
117.000000000000      , -2.786714193587598E-003 , -7.516649094770633E-003 , -4.475271225028560E-002 ,  2.353770514158383E-003 , -2.730680208990152E-003 , -3.843526775009222E-003 , -1.403574350256642E-003
118.000000000000      , -2.766210998574600E-003 , -7.476218216887854E-003 ,  -1.41569064605859      ,  2.748906915862376E-003 , -2.708277028636541E-003 , -3.819274586813870E-003 , -2.377395633876566E-003
119.000000000000      , -2.746018510430471E-003 , -7.434010428475764E-003 ,  1.907437143681906E-002 ,  3.452764282692459E-005 , -2.680664017641166E-003 , -3.798613546788939E-003 , -2.416131398120146E-003
120.000000000000      , -2.726129590683845E-003 , -7.397303504173024E-003 , -4.584901372734576E-003 ,  5.676158972606695E-003 , -2.664752127891609E-003 , -3.772012143798133E-003 , -6.704136367858886E-003
