# k (1/bohr), S(k)
0.020843,0.011523
0.024067,0.016759
0.034036,0.028709
0.039911,0.036218
0.041685,0.040584
0.048134,0.056782
0.052453,0.069941
0.053816,0.083963
0.058952,0.098790
0.062528,0.119494
0.068072,0.149080
0.071191,0.155552
0.072201,0.150183
0.076106,0.183657
0.078909,0.195635
0.079821,0.185742
0.083371,0.199763
0.085936,0.216584
0.086775,0.227813
0.090051,0.231037
0.092431,0.269201
0.096268,0.337221
0.098499,0.303869
0.099231,0.313351
0.102107,0.330254
0.104213,0.325514
0.104906,0.318413
0.107631,0.366410
0.109631,0.378890
0.110289,0.399439
0.112885,0.419578
0.114793,0.424554
0.117904,0.463315
0.119732,0.457527
0.120335,0.480262
0.122718,0.485212
0.124476,0.511110
0.125056,0.533036
0.129045,0.523898
0.129605,0.549013
0.131821,0.537536
0.133458,0.565367
0.136144,0.587963
0.137730,0.628343
0.138255,0.640940
0.140333,0.636147
0.141873,0.678883
0.142382,0.639422
0.144402,0.763428
0.145898,0.685408
0.146394,0.678056
0.148359,0.691254
0.149816,0.741881
0.152213,0.739472
0.153634,0.749922
0.154104,0.769720
0.155972,0.817962
0.157359,0.775726
0.157818,0.774313
0.159642,0.793205
0.160997,0.815949
0.161446,0.816661
0.163231,0.866359
0.164556,0.864327
0.166741,0.871972
0.168039,0.903473
0.168469,0.871701
0.170179,0.896900
0.171451,0.924274
0.171873,0.881221
0.173549,0.902202
0.174797,0.890953
0.175210,0.933501
0.176855,0.959520
0.178080,0.929782
0.180101,0.953138
0.181303,0.950889
0.181702,0.970470
0.183289,0.967092
0.184470,0.973263
0.184862,0.979954
0.187584,0.920907
0.187969,1.003540
0.189504,0.999701
0.190646,1.018220
0.192536,0.986411
0.193661,1.025360
0.194034,1.015030
0.195521,1.011900
0.196629,1.035630
0.196997,0.979868
0.198462,1.006130
0.199553,1.027790
0.199915,0.981384
0.201359,1.014750
0.202435,0.980588
0.204216,1.023990
0.205276,1.004420
0.205628,1.042120
0.207033,1.034210
0.208079,1.049390
0.208426,0.996320
0.209811,1.076490
0.210844,0.983921
0.211187,1.027400
0.212554,1.101600
0.213573,1.032760
0.215262,1.005650
0.216269,1.064760
0.216603,1.060700
0.217936,1.060740
0.218931,1.028630
0.219261,1.049810
0.220578,1.082650
0.221560,1.015180
0.221887,1.063050
0.223189,1.043070
0.224159,1.008670
0.225768,1.060450
0.226729,1.023770
0.227047,1.063740
0.228320,1.077070
0.229269,1.037250
0.229584,1.012750
0.231782,1.034140
0.232094,1.034590
0.233338,1.057920
0.234267,1.039620
0.235808,1.025670
0.236727,1.049870
0.237032,1.005680
0.238252,1.012740
0.239161,1.041680
0.239463,1.037390
0.240670,1.025900
0.241571,1.080560
0.241871,1.041640
0.243065,1.057550
0.243957,1.039370
0.245437,1.010490
0.246319,1.030050
0.246613,1.029020
0.247785,1.070430
0.248660,1.057900
0.248951,1.038560
0.250111,1.029330
0.250978,1.037690
0.251267,1.036770
0.252417,1.041930
0.253276,1.030090
0.255552,1.020640
0.255836,1.042610
0.256966,1.010990
0.257809,1.020210
0.258090,1.050570
0.259209,1.030820
0.260046,1.034000
0.260324,1.033540
0.261435,0.996366
0.262264,1.021050
0.263641,1.027970
0.264464,1.021630
0.264737,1.026030
0.265829,1.044700
0.266645,1.026710
0.266916,1.031450
0.268808,1.029140
0.269077,1.014750
0.270151,1.007840
0.270954,0.999574
0.272287,0.975235
0.273083,1.036480
0.273348,1.023570
0.274406,1.031810
0.275197,1.025230
0.275460,1.029980
0.276509,0.984921
0.277293,1.019170
0.277555,1.023850
0.278596,1.013000
0.279374,1.009030
0.280667,1.038270
0.281440,1.003090
0.281697,1.007130
0.282724,1.024490
0.283490,1.031870
0.283746,1.018130
0.284764,1.018890
0.285527,1.005930
0.285780,1.010710
0.286791,1.027730
0.287548,1.026430
0.288804,1.020060
0.289555,1.012790
0.289805,1.035650
0.290803,1.022240
0.291549,0.998567
0.291797,1.031960
0.292788,0.984838
0.293529,1.003690
0.293776,1.009090
0.294760,1.003440
0.295496,1.007020
0.296718,1.025210
0.297449,1.006790
0.297693,1.017370
0.298664,1.005130
0.299390,1.001820
0.299632,0.996073
0.301318,1.000690
0.301559,0.980149
0.302517,0.990347
0.303235,1.007210
0.304427,1.018960
0.305139,1.012130
0.305376,1.008370
0.306323,1.000220
0.307032,1.005620
0.307267,1.033820
0.308208,1.007490
0.308912,1.000780
0.309146,1.012430
0.310082,1.014530
0.310781,0.988859
0.311944,0.997481
0.312640,1.009520
0.312871,0.999693
0.313796,1.009760
0.314487,1.002530
0.314717,1.006930
0.315636,1.013620
0.316323,1.009780
0.316552,1.005850
0.317466,1.009870
0.318149,0.998822
0.319285,1.018880
0.319964,0.997111
0.320191,1.000560
0.321094,1.006890
0.321769,0.998404
0.321995,1.008330
0.322893,1.002190
0.323565,0.990115
0.323788,0.999475
0.324681,1.003870
0.325350,0.998462
0.326461,1.016550
0.327126,1.001610
0.327346,0.999513
0.328230,1.004760
0.328892,0.997763
0.329112,0.999998
0.330648,0.999201
0.330867,1.007460
0.331741,0.985847
0.332395,1.005040
0.333483,1.030610
0.334133,0.998931
0.334349,1.021290
0.335215,1.000330
0.335862,0.999472
0.336077,0.987184
0.336938,1.000540
0.337582,0.995903
0.337796,1.008000
0.338653,1.009810
0.339294,0.983515
0.340359,1.001150
0.340997,0.994748
0.341209,1.001850
0.342056,0.998241
