# r (bohr), g(r)
3.000000,0.001872
7.242640,0.008905
9.438800,0.026957
11.196160,0.051364
12.708200,0.082375
14.056680,0.125453
15.285720,0.176373
16.422540,0.227019
17.485280,0.284585
18.486840,0.339802
19.436700,0.401052
20.342200,0.456055
21.209000,0.517442
22.041600,0.576463
22.844000,0.628080
23.619000,0.682833
24.369400,0.725257
25.097200,0.772123
25.804600,0.818044
26.493200,0.856365
27.164200,0.888354
27.819000,0.925763
28.458800,0.948859
29.084400,0.980410
29.697000,0.989415
30.297000,1.011760
30.885600,1.027630
31.463000,1.042030
32.030000,1.063770
32.587200,1.063690
33.135000,1.076440
33.673800,1.072300
34.204200,1.076120
34.726600,1.083910
35.241000,1.074530
35.748200,1.084270
36.248200,1.079730
36.741600,1.083400
37.228200,1.082990
37.708600,1.075210
38.183000,1.070740
38.651600,1.065810
39.114600,1.068990
39.572000,1.058770
40.024400,1.056810
40.471600,1.050900
40.914000,1.050020
41.351600,1.041960
41.784600,1.034370
42.213200,1.031570
42.637400,1.021910
43.057600,1.026500
43.473600,1.022090
43.885800,1.014220
44.294000,1.009420
44.698600,1.007170
45.099400,1.004890
45.496800,1.005270
45.890800,0.999272
46.281400,0.997983
46.668600,0.991960
47.052800,0.990306
47.433800,0.985008
47.811800,0.983923
48.186800,0.986430
48.558800,0.987105
48.928200,0.987995
49.294600,0.983839
49.658600,0.981839
50.019600,0.975837
50.378200,0.982698
50.734200,0.979743
51.087800,0.981537
51.439000,0.981294
51.787800,0.979080
52.134200,0.983488
52.478200,0.981022
52.820200,0.979000
53.159800,0.979998
53.497400,0.987412
53.832800,0.983118
54.166200,0.986687
54.497400,0.986903
54.826800,0.987497
55.154000,0.985327
55.479400,0.987031
55.803000,0.991534
56.124600,0.992912
56.444400,0.986363
56.762400,0.987435
57.078600,0.989632
57.393200,0.992737
57.706000,0.993163
58.017000,0.996460
58.326400,0.998486
58.634200,0.999583
58.940400,0.995627
59.245000,0.998501
59.548200,0.999990
59.849600,0.997925
60.149600,1.004670
60.448200,1.005360
60.745200,1.003530
61.040800,0.999206
61.335000,1.001710
61.627800,0.999783
61.919200,1.001390
62.209200,1.004030
62.497800,1.004900
62.785200,1.005940
63.071200,1.004890
63.356000,1.006650
63.639400,1.005590
63.921600,1.004210
64.202600,1.004450
64.482400,1.005080
64.761000,1.003080
65.038400,1.007660
65.314400,1.008180
65.589400,1.010580
65.863400,1.009050
66.136000,1.010140
66.407600,1.003630
66.678200,1.006200
66.947600,1.004960
67.216000,1.005640
67.483200,1.005750
67.749400,0.999018
68.014600,1.006530
68.278800,1.003620
68.541800,1.004460
68.804000,1.004030
69.065000,1.004590
69.325200,1.005710
69.584400,1.003470
69.842600,1.005890
70.099800,1.004980
70.356200,1.003080
70.611400,1.004810
70.866000,1.002860
71.119600,1.005410
71.372200,1.004180
71.624000,1.008190
71.874800,0.998093
72.124800,1.003740
72.374000,1.002040
72.622200,1.001760
72.869600,1.004180
73.116200,1.001540
73.362000,1.001090
73.607000,1.001870
73.851200,0.997683
74.094400,1.001270
74.337000,0.999302
74.578800,1.003600
74.819600,1.000700
75.059800,0.995296
75.299400,1.004670
75.538000,1.002430
75.775800,1.000870
76.013000,0.998509
76.249400,0.998986
76.485200,0.999545
76.720200,1.002250
76.954400,0.999738
77.188000,0.995742
77.420800,0.995835
77.653000,0.998820
77.884400,0.998086
78.115200,1.001910
78.345400,0.998492
78.574800,1.001490
78.803400,0.999855
79.031600,0.996631
79.259000,0.999396
79.485800,0.998050
79.712000,1.001270
79.937400,0.998085
80.162200,0.997183
80.386400,0.998422
80.610000,1.001000
80.833000,1.003540
81.055400,1.001580
