# r (bohr), g(r)
3.000000,0.005575
7.242640,0.022443
9.438800,0.051570
11.196160,0.086501
12.708200,0.130485
14.056680,0.178985
15.285720,0.233574
16.422540,0.286882
17.485280,0.345311
18.486840,0.403632
19.436700,0.459179
20.342200,0.516527
21.209000,0.565241
22.041600,0.618219
22.844000,0.664098
23.619000,0.707261
24.369400,0.753035
25.097200,0.785535
25.804600,0.822315
26.493200,0.853443
27.164200,0.874332
27.819000,0.908489
28.458800,0.929037
29.084400,0.943807
29.697000,0.965928
30.297000,0.982233
30.885600,0.995885
31.463000,1.009000
32.030000,1.013930
32.587200,1.025770
33.135000,1.028530
33.673800,1.036050
34.204200,1.042610
34.726600,1.044760
35.241000,1.048340
35.748200,1.041150
36.248200,1.046440
36.741600,1.050220
37.228200,1.046040
37.708600,1.046830
38.183000,1.049370
38.651600,1.040990
39.114600,1.044730
39.572000,1.042570
40.024400,1.044630
40.471600,1.037560
40.914000,1.036340
41.351600,1.038420
41.784600,1.032980
42.213200,1.028010
42.637400,1.031520
43.057600,1.023920
43.473600,1.022910
43.885800,1.023330
44.294000,1.019920
44.698600,1.018570
45.099400,1.016390
45.496800,1.010460
45.890800,1.012220
46.281400,1.011360
46.668600,1.010530
47.052800,1.010390
47.433800,1.011100
47.811800,1.005350
48.186800,1.004820
48.558800,1.002250
48.928200,1.004800
49.294600,1.004400
49.658600,1.000100
50.019600,1.001120
50.378200,1.002490
50.734200,0.998897
51.087800,0.995974
51.439000,0.997657
51.787800,0.997854
52.134200,0.996282
52.478200,0.993448
52.820200,1.000370
53.159800,0.997483
53.497400,0.996359
53.832800,0.994919
54.166200,0.994435
54.497400,0.990890
54.826800,0.992520
55.154000,0.993292
55.479400,0.995076
55.803000,0.994806
56.124600,0.995706
56.444400,0.994714
56.762400,0.995820
57.078600,0.995895
57.393200,0.994329
57.706000,0.994795
58.017000,0.992652
58.326400,0.989802
58.634200,0.994253
58.940400,0.992248
59.245000,0.991688
59.548200,0.996206
59.849600,0.997041
60.149600,0.995078
60.448200,0.994060
60.745200,0.995684
61.040800,0.997638
61.335000,0.994531
61.627800,0.993607
61.919200,0.993569
62.209200,0.995348
62.497800,0.996492
62.785200,0.994995
63.071200,0.997054
63.356000,0.995560
63.639400,0.998563
63.921600,0.999266
64.202600,0.997488
64.482400,0.995980
64.761000,0.996767
65.038400,0.998316
65.314400,0.998561
65.589400,0.995908
65.863400,1.003100
66.136000,0.999249
66.407600,0.993372
66.678200,1.000010
66.947600,0.996025
67.216000,1.000050
67.483200,1.001100
67.749400,0.999734
68.014600,0.999632
68.278800,0.996433
68.541800,1.000500
68.804000,0.998698
69.065000,0.996371
69.325200,0.995882
69.584400,1.001940
69.842600,1.000210
70.099800,0.997744
70.356200,0.999877
70.611400,1.003040
70.866000,1.000190
71.119600,1.000650
71.372200,0.999735
71.624000,0.998688
71.874800,0.999372
72.124800,1.000840
72.374000,0.998605
72.622200,1.003110
72.869600,1.002980
73.116200,1.000030
73.362000,1.007000
73.607000,1.002400
73.851200,0.999616
74.094400,1.002390
74.337000,1.000990
74.578800,1.000910
74.819600,1.001050
75.059800,0.998612
75.299400,1.000520
75.538000,1.004030
75.775800,1.001330
76.013000,0.998193
76.249400,1.001470
76.485200,1.001890
76.720200,0.999475
76.954400,1.003750
77.188000,1.000670
77.420800,1.001210
77.653000,1.000050
77.884400,1.004040
78.115200,1.001420
78.345400,1.002400
78.574800,1.004100
78.803400,1.002620
79.031600,0.999716
79.259000,1.000200
79.485800,1.003400
79.712000,0.998879
79.937400,0.998231
80.162200,1.000430
80.386400,1.002810
80.610000,1.002700
80.833000,0.999631
81.055400,1.000610
81.277200,1.000160
81.498400,1.000700
81.719000,0.998937
81.939000,1.000910
82.158400,0.997702
82.377200,0.998601
82.595400,1.000130
82.813000,1.001710
83.030000,0.998397
83.246600,0.999950
83.462400,0.999707
83.677800,0.999716
83.892800,1.005670
84.107000,0.999304
84.320800,0.997919
84.534000,1.000120
84.746600,1.003380
84.958800,1.003330
85.170400,1.000370
85.381400,0.997549
85.592000,1.000170
85.802000,0.998879
86.011600,1.003600
86.220600,1.000860
86.429200,0.999112
86.637200,1.002020
86.844600,0.998418
87.051600,1.001020
87.258200,1.002340
87.464200,0.997489
87.669800,0.997064
87.874800,0.999157
88.079400,1.003060
88.283600,1.002650
88.487200,0.999120
88.690400,1.000390
88.893200,0.998754
89.095400,0.997254
89.297200,1.000020
89.498600,1.002480
89.699400,0.995326
89.899800,1.002680
90.099800,0.999245
90.299400,1.001170
90.498600,0.997500
90.697200,1.004390
90.895400,1.003240
91.093400,0.999122
91.290600,1.001540
91.487600,1.001860
91.684200,1.000370
91.880400,1.003010
92.076000,1.000580
92.271200,0.998838
92.466200,0.996962
92.660600,1.000180
92.854600,0.999351
93.048400,1.001560
93.241600,0.997793
93.434400,1.001470
93.626800,0.997617
93.819000,0.999559
94.010600,1.000160
94.201800,0.998100
94.392800,0.999748
94.583200,0.997901
94.773400,1.000130
94.963200,0.999575
95.152400,0.996552
95.341400,1.000340
95.530000,0.998838
95.718200,1.000280
95.906200,0.998799
96.093600,0.999600
96.280800,1.000940
96.467600,1.000350
96.654000,0.997412
96.840000,0.997077
97.025800,1.000220
97.211000,0.999107
97.396000,0.997403
97.580600,0.998063
97.765000,0.999718
97.949000,1.001550
98.132600,0.996372
98.315800,1.000260
98.498600,1.001050
98.681200,1.001790
98.863600,0.997853
99.045400,0.999246
99.227000,1.001900
99.408200,1.001340
99.589200,0.998894
99.769600,0.995831
99.950000,0.998375
100.129800,1.000660
100.309400,0.999155
100.488800,0.999930
100.667800,0.999878
100.846400,0.999201
101.024800,1.000200
101.202800,0.998565
101.380400,0.998005
101.557800,0.997993
101.735000,0.998883
101.911600,1.002160
102.088200,1.003670
102.264400,0.997221
102.440200,1.001250
102.615800,1.000460
102.791000,0.998429
102.966000,0.999200
103.140600,0.999528
103.315000,0.998570
103.489000,1.001500
103.662800,1.000050
103.836400,0.999072
104.009600,1.000240
104.182400,0.999448
104.355200,1.002840
104.527400,0.999970
104.699600,0.999761
104.871400,0.998833
105.042800,0.999332
105.214000,1.000990
105.385000,1.000190
105.555600,1.001590
105.726000,0.999056
105.896200,1.001950
106.066000,0.999880
106.235600,1.002940
106.404800,1.001160
106.573800,1.001020
106.742600,0.998985
106.911200,1.000790
107.079400,0.999671
107.247400,0.997810
107.415000,1.000500
107.582400,1.000120
107.749600,0.999429
107.916600,0.999468
108.083200,0.999565
108.249600,1.000550
108.415800,1.003160
108.581800,1.000840
108.747400,1.000190
108.912800,1.001980
109.078000,1.000190
109.242800,0.999233
109.407400,1.000560
109.571800,1.000040
109.736000,0.999547
109.900000,1.000890
110.063600,1.001630
110.227000,0.999677
110.390200,1.003940
110.553200,0.999626
110.715800,0.999371
110.878200,1.001530
111.040600,1.000690
111.202400,0.998433
111.364200,0.997438
111.525800,1.003490
111.687000,1.000240
111.848000,0.999235
112.008800,1.001950
112.169400,1.000060
112.329800,1.001060
112.490000,0.999077
112.649800,1.000510
112.809600,0.999471
112.969000,0.997723
113.128200,0.999452
113.287200,1.000050
113.446000,1.000240
113.604600,1.000780
113.762800,1.002590
113.921000,0.997824
114.078800,1.000330
114.236600,0.999753
114.394000,1.001130
114.551200,0.999096
114.708200,1.000440
114.865200,0.999242
115.021800,0.999343
115.178000,1.002280
115.334200,1.000160
115.490200,1.000900
115.646000,1.002520
115.801600,1.003840
115.956800,1.002110
116.112000,1.000960
116.267000,1.000650
116.421600,0.999744
116.576200,1.000850
116.730400,0.999638
116.884600,0.999243
117.038400,1.002430
117.192200,0.998539
117.345600,1.001900
117.499000,1.001820
117.652000,0.997255
117.804800,1.000270
117.957600,1.000200
118.110000,0.998106
118.262400,1.000720
118.414600,1.002440
118.566400,0.998430
118.718200,0.998565
118.869600,1.000650
119.021000,1.001600
119.172200,1.000480
119.323000,1.001580
119.473800,1.000110
119.624400,1.003060
119.774800,1.002570
119.925000,0.997260
120.075000,0.999982
120.224800,1.003080
120.374400,1.000010
120.523800,1.001760
120.673000,1.003590
120.822200,1.000290
120.971000,1.001180
121.119800,0.999640
121.268200,1.001850
121.416600,1.000910
121.564800,1.001900
121.712800,1.000760
121.860600,0.999309
122.008200,1.001540
122.155600,0.996057
122.302800,1.000640
122.450000,1.002350
122.596800,1.000380
122.743600,1.001680
122.890200,1.001990
123.036600,1.000060
123.182800,1.000380
123.328800,1.000030
123.474600,0.997805
123.620400,1.001790
123.765800,1.001670
123.911200,1.002070
124.056400,0.999984
124.201400,1.000570
124.346200,1.001420
124.491000,1.003460
124.635400,0.997542
124.779800,0.997464
124.924000,0.997789
125.068000,1.001230
125.211800,0.998420
125.355400,1.001150
125.499000,1.001420
125.642400,0.999690
125.785600,0.996047
125.928600,1.000790
126.071400,0.997888
126.214000,0.998637
126.356600,1.002730
126.499000,0.997975
126.641200,0.999791
126.783200,1.000230
126.925200,0.999463
127.066800,0.999755
127.208400,0.999815
127.349800,0.999461
127.491200,1.002430
127.632200,0.999640
127.773200,0.999701
127.914000,1.002310
128.054600,1.000770
128.195200,0.998296
128.335400,0.999634
128.475600,0.998978
128.615600,1.000080
128.755600,0.999021
128.895200,0.999502
129.034800,0.999275
129.174200,1.000370
129.313600,1.000350
129.452600,0.998247
129.591600,0.995556
129.730400,1.000290
129.869200,0.998911
130.007600,0.998506
130.146000,0.998351
130.284200,1.000090
130.422400,1.001480
130.560400,0.999425
130.698200,0.997857
130.835800,0.998302
130.973200,0.999899
131.110600,1.000990
131.247800,0.999916
131.385000,1.001070
131.521800,1.001380
131.658600,0.999342
131.795200,1.000210
131.931800,1.000240
132.068200,0.999262
132.204400,0.998296
132.340400,1.002110
132.476400,1.002680
132.612200,0.999318
132.747800,0.999178
132.883400,0.996828
133.018800,0.999844
133.154000,0.999059
133.289200,0.999814
133.424200,1.000490
133.559000,1.001800
133.693600,1.000670
133.828200,1.000560
133.962600,1.000420
134.097000,0.999703
134.231200,1.002490
134.365200,0.998044
134.499000,1.000590
134.632800,1.000630
134.766400,1.001310
134.900000,0.999437
135.033400,0.999209
135.166600,0.999683
135.299600,0.998712
135.432600,1.000910
135.565400,0.999340
135.698200,0.998544
135.830800,1.000160
135.963200,1.000630
136.095600,0.999095
136.227800,0.998887
136.359800,0.999909
136.491800,0.999512
136.623600,1.001220
136.755200,0.999622
136.886800,0.998623
137.018200,0.999801
137.149600,1.002490
137.280800,0.999114
137.411800,1.000880
137.542800,0.999776
137.673600,1.000690
137.804200,0.998699
137.934800,0.999259
138.065200,1.000470
138.195400,0.999415
138.325600,1.001360
138.455800,0.998688
138.585600,1.000290
138.715600,0.999696
138.845200,1.000080
138.974800,0.999804
139.104200,1.000030
139.233600,1.001860
139.362800,0.999626
139.492000,0.999869
139.620800,1.000130
139.749800,1.001870
139.878600,0.999559
140.007200,0.998568
140.135600,0.998350
140.264000,1.001440
140.392200,1.000350
140.520400,0.999208
140.648400,1.001590
140.776400,0.997879
140.904200,1.002280
141.031800,1.000320
141.159400,0.999791
141.287000,0.998625
141.414200,0.999579
141.541400,0.999460
141.668600,0.999305
141.795600,0.999545
141.922400,1.001430
142.049200,1.000460
142.176000,0.999024
142.302400,0.997225
142.429000,0.999681
142.555200,1.003200
142.681400,1.001900
142.807600,0.998341
142.933600,0.998897
143.059400,1.000760
143.185200,1.002110
143.310800,0.999286
143.436400,1.000250
143.561800,1.002230
143.687200,0.997508
143.812400,0.999017
143.937400,0.999021
144.062400,0.998829
144.187400,1.001440
144.312200,1.000800
144.436800,1.000370
144.561400,1.000360
144.685800,0.997869
144.810200,0.998212
144.934400,1.002420
145.058600,0.999109
145.182600,1.002550
145.306600,0.999466
145.430400,0.998441
145.554200,0.997324
145.677800,0.999742
145.801200,0.997648
145.924600,1.002580
146.048000,1.002170
146.171200,0.999049
146.294200,1.002040
146.417200,0.999524
146.540000,1.002700
146.662800,1.000100
146.785600,1.002330
146.908200,0.999603
147.030600,1.000620
147.153000,0.999043
147.275200,1.001110
147.397400,0.999650
147.519400,0.999139
147.641400,0.997859
147.763400,0.999699
147.885000,1.000100
148.006800,1.001750
148.128400,1.002400
148.249800,1.000890
148.371200,1.002490
148.492400,1.001420
148.613600,1.001580
148.734600,1.000920
148.855600,0.998274
148.976400,1.000150
149.097200,0.997374
149.218000,1.002200
149.338600,0.999361
149.459000,0.996668
149.579400,1.002050
149.699600,0.999421
149.819800,1.000090
149.940000,1.000540
150.060000,0.999186
150.179800,1.002080
150.299600,0.999306
150.419400,0.998460
150.539000,1.000870
150.658600,0.997434
150.778000,0.999976
150.897400,0.999000
151.016600,0.998819
151.135600,0.999363
151.254800,0.999932
151.373600,0.998306
151.492600,0.999930
151.611400,0.998611
151.730000,0.999731
151.848600,1.000700
151.967000,0.999188
152.085400,1.000760
152.203800,1.002090
152.322000,1.000020
152.440200,0.997485
152.558200,0.999342
152.676200,1.001880
152.794000,0.999408
152.911800,1.000180
153.029400,1.000500
153.147000,0.998462
153.264400,0.999603
153.381800,0.999784
153.499200,0.998478
153.616400,0.998329
153.733600,0.998825
153.850600,1.001640
153.967600,0.998670
154.084400,1.001730
154.201200,0.998854
154.317800,0.997320
154.434400,1.000900
154.551000,0.998987
154.667400,0.999769
154.783800,0.999636
154.900000,1.000940
155.016200,1.001630
155.132200,0.999615
155.248200,0.998622
155.364000,1.000230
155.479800,0.999641
155.595600,1.000430
155.711200,1.001760
155.826800,0.998659
155.942200,1.000530
156.057600,0.998312
