# k (1/bohr), S(k)
0.023671,0.015245
0.027333,0.018547
0.038654,0.041740
0.045326,0.053486
0.047342,0.058115
0.054665,0.080920
0.059571,0.084092
0.061118,0.091818
0.066951,0.122423
0.071013,0.126256
0.077309,0.162191
0.080851,0.165339
0.081999,0.164379
0.086434,0.191790
0.089617,0.215538
0.090652,0.231136
0.094684,0.267358
0.097598,0.261981
0.098550,0.275599
0.102270,0.306414
0.104974,0.332219
0.109331,0.321619
0.111864,0.366087
0.112696,0.369739
0.115963,0.376608
0.118355,0.386895
0.119141,0.451507
0.122236,0.441601
0.124507,0.474689
0.125254,0.445745
0.128202,0.494303
0.130369,0.519476
0.133903,0.523629
0.135979,0.581588
0.136664,0.531437
0.139371,0.580914
0.141367,0.588016
0.142025,0.622845
0.146556,0.643427
0.147192,0.651620
0.149708,0.666366
0.151568,0.681889
0.154618,0.752022
0.156419,0.722919
0.157015,0.717065
0.159377,0.709779
0.161125,0.769148
0.161703,0.799765
0.163997,0.786047
0.165696,0.779620
0.166259,0.820835
0.168491,0.834268
0.170146,0.873713
0.172868,0.821586
0.174481,0.866813
0.175015,0.888057
0.177137,0.940439
0.178711,0.931002
0.179233,0.981403
0.181306,0.937881
0.182844,0.958449
0.183354,0.962792
0.185380,0.962152
0.186885,1.003170
0.189367,0.888574
0.190841,1.012040
0.191329,1.026830
0.193272,1.019820
0.194717,1.007260
0.195196,1.053740
0.197100,1.082720
0.198516,1.023910
0.198986,1.028060
0.200854,1.039740
0.202244,1.047900
0.204540,1.034140
0.205905,1.061280
0.206358,1.081520
0.208161,1.044680
0.209502,1.043940
0.209948,1.104790
0.213038,1.115480
0.213476,1.075180
0.215219,1.082010
0.216517,1.080970
0.218662,1.434270
0.219940,1.080750
0.220364,1.089560
0.222053,1.110410
0.223311,1.051400
0.223728,1.064880
0.225392,1.093410
0.226632,1.101720
0.227044,1.108750
0.228682,1.091360
0.229905,1.077350
0.231927,1.092040
0.233131,1.073480
0.233532,1.065960
0.235126,1.093040
0.236314,1.068070
0.236709,1.080020
0.238282,1.053490
0.239455,1.067910
0.239845,1.052420
0.241397,1.062300
0.242555,1.055310
0.244472,1.081990
0.245615,1.048850
0.245995,1.066200
0.247509,1.038150
0.248638,1.054780
0.249014,1.050840
0.250509,1.058160
0.251625,1.037050
0.251996,1.055730
0.253474,1.063310
0.254577,1.035810
0.256405,1.042410
0.257495,1.037390
0.257857,1.042110
0.259302,1.043470
0.260380,1.037640
0.260738,1.051960
0.263234,1.036920
0.263588,1.016560
0.265002,1.026210
0.266057,1.023550
0.267806,1.014180
0.268850,1.034430
0.269197,1.011690
0.270581,1.022960
0.271614,1.018290
0.271958,1.025940
0.273328,0.982201
0.274351,1.019360
0.274691,1.026510
0.276048,1.006370
0.277061,1.019630
0.278741,1.020630
0.279745,1.022170
0.280078,1.029630
0.281409,0.997437
0.282403,1.009460
0.282733,0.990344
0.284051,1.013620
0.285035,0.992609
0.285363,1.013580
0.286669,0.997092
0.287644,1.001540
0.290230,1.004720
0.290552,1.005230
0.291834,1.002520
0.292793,1.004880
0.293112,1.008360
0.294384,1.006900
0.295334,1.010930
0.295650,1.010640
0.296910,1.019540
0.297852,1.000090
0.299416,1.015620
0.300350,1.014000
0.300661,1.018300
0.301901,1.004010
0.302827,1.003990
0.303136,0.987241
0.305285,0.999772
0.305590,0.993953
0.306810,0.998864
0.307722,0.999442
0.309235,1.013370
0.310140,0.999611
0.310441,1.007790
0.311642,1.003370
0.312540,1.001060
0.312839,0.996598
0.314030,0.981089
0.314921,1.004210
0.315218,0.987072
0.316400,0.994906
0.317285,0.998184
0.318752,0.994322
0.319631,0.996798
0.319922,1.012430
0.321088,1.009280
0.321959,1.004120
0.322249,0.999073
0.323406,0.990638
0.324271,0.999552
0.324559,0.994745
0.325708,0.999817
0.326567,1.010950
0.327994,0.995479
0.328847,0.992784
0.329130,1.004070
0.330263,0.996920
0.331111,1.002060
0.331393,1.010910
0.332518,1.004490
0.333359,1.000710
0.333639,0.999195
0.334757,1.006410
0.335593,0.992461
0.336981,0.989227
0.337812,1.001550
0.338088,0.998343
0.339191,0.999106
0.340016,0.998421
0.340291,0.992342
0.342206,1.001970
0.342479,1.004790
0.343568,1.012300
0.344382,0.997890
0.345736,0.993461
0.346545,1.009380
0.346814,0.999290
0.347890,0.993743
0.348695,1.002750
0.348962,1.020320
0.350031,0.997293
0.350830,0.998554
0.351097,1.003120
0.352158,0.993569
0.352954,0.985296
0.354274,0.998345
0.355064,0.992141
0.355326,1.006680
0.356376,0.996286
0.357162,1.000860
0.357423,0.988702
0.358467,0.986860
0.359247,1.008700
0.359507,0.993413
0.360544,0.994357
0.361321,0.997594
0.362611,0.989047
0.363382,0.989242
0.363640,0.994407
0.364665,1.003720
0.365432,1.007790
0.365688,0.988274
0.366708,1.005680
0.367472,0.994947
0.367726,1.008560
0.368740,0.999212
0.369499,0.998338
0.370760,0.989831
0.371515,0.995900
0.371766,1.002770
0.372770,0.999052
0.373521,0.999113
0.373771,0.987669
0.375516,0.998663
0.375764,1.001760
0.376757,0.991924
0.377499,1.000370
0.378735,1.028840
0.379474,1.002870
0.379719,1.000770
0.380702,0.995761
0.381437,0.996608
0.381682,0.987646
0.382660,1.006170
0.383391,1.004000
0.383634,1.000790
0.384607,1.001410
0.385335,0.995614
0.386544,0.999362
0.387269,0.999792
0.387510,1.006050
0.388472,1.004540
