# q,<w**2.0>/wp(0)**2.0
1.000000000000000021e-02,5.287591659365536387e-05
2.000000000000000042e-02,2.126665156307077547e-04
2.999999999999999889e-02,4.785713919182489487e-04
4.000000000000000083e-02,8.509502939136724285e-04
5.000000000000000278e-02,1.329926754088270281e-03
6.000000000000000472e-02,1.915652182971694329e-03
6.999999999999999278e-02,2.608313178322879157e-03
8.000000000000000167e-02,3.408130295399679210e-03
8.999999999999999667e-02,4.315358365902443802e-03
9.999999999999999167e-02,5.330286723163374721e-03
1.100000000000000006e-01,6.453239371929973302e-03
1.199999999999999956e-01,7.684575254870550792e-03
1.300000000000000044e-01,9.024688311566306936e-03
1.400000000000000133e-01,1.047400799553004080e-02
1.500000000000000222e-01,1.203299923527325309e-02
1.600000000000000033e-01,1.370216325060000413e-02
1.700000000000000122e-01,1.548203720317272922e-02
1.800000000000000211e-01,1.737319496776424527e-02
1.900000000000000022e-01,1.937624738630831095e-02
2.000000000000000111e-01,2.149184264196422889e-02
2.100000000000000200e-01,2.372066665334846350e-02
2.200000000000000011e-01,2.606344374448493761e-02
2.300000000000000100e-01,2.852093633998197680e-02
2.400000000000000189e-01,3.109394640211595243e-02
2.500000000000000000e-01,3.378331479553119826e-02
2.600000000000000089e-01,3.658992294961781883e-02
2.700000000000000178e-01,3.951469204550178693e-02
2.800000000000000266e-01,4.255858449429008455e-02
2.900000000000000355e-01,4.572260459196179211e-02
2.999999999999999889e-01,4.900779822620784931e-02
3.099999999999999978e-01,5.241525324946131464e-02
3.200000000000000067e-01,5.594610152059788233e-02
3.300000000000000155e-01,5.960151802478090566e-02
3.400000000000000244e-01,6.338272126030683462e-02
3.500000000000000333e-01,6.729097495749229718e-02
3.600000000000000422e-01,7.132758955748097485e-02
3.699999999999999956e-01,7.549391794793465504e-02
3.800000000000000044e-01,7.979136376529881447e-02
3.900000000000000133e-01,8.422137404617797973e-02
4.000000000000000222e-01,8.878544582671991925e-02
4.100000000000000311e-01,9.348512370541707528e-02
4.200000000000000400e-01,9.832200023918499787e-02
4.299999999999999933e-01,1.032977194239024510e-01
4.400000000000000022e-01,1.084139745766286994e-01
4.500000000000000111e-01,1.136725087388466560e-01
4.600000000000000200e-01,1.190751186132309042e-01
4.700000000000000289e-01,1.246236520306344964e-01
4.800000000000000377e-01,1.303200096376663231e-01
4.899999999999999911e-01,1.361661442074754147e-01
5.000000000000000000e-01,1.421640652644682312e-01
5.100000000000000089e-01,1.483158359042490715e-01
5.200000000000000178e-01,1.546235747364531621e-01
5.300000000000000266e-01,1.610894549406391152e-01
5.400000000000000355e-01,1.677157096492857269e-01
5.500000000000000444e-01,1.745046280697689911e-01
5.600000000000000533e-01,1.814585558648887376e-01
5.700000000000000622e-01,1.885799029829293705e-01
5.800000000000000711e-01,1.958711317841145549e-01
5.899999999999999689e-01,2.033347704633477471e-01
5.999999999999999778e-01,2.109734043604614973e-01
6.099999999999999867e-01,2.187896867897421715e-01
6.199999999999999956e-01,2.267863251049202500e-01
6.300000000000000044e-01,2.349660962392788599e-01
6.400000000000000133e-01,2.433318364477395079e-01
6.500000000000000222e-01,2.518864537729808561e-01
6.600000000000000311e-01,2.606329118799982636e-01
6.700000000000000400e-01,2.695742477419721950e-01
6.800000000000000488e-01,2.787135627504922497e-01
6.900000000000000577e-01,2.880540255582904607e-01
7.000000000000000666e-01,2.975988703045219785e-01
7.100000000000000755e-01,3.073514084626947640e-01
7.199999999999999734e-01,3.173150094273282651e-01
7.299999999999999822e-01,3.274931218907132791e-01
7.399999999999999911e-01,3.378892591230371889e-01
7.500000000000000000e-01,3.485070161320696913e-01
7.600000000000000089e-01,3.593500469684645093e-01
7.700000000000000178e-01,3.704220888608620865e-01
7.800000000000000266e-01,3.817269500677223371e-01
7.900000000000000355e-01,3.932685081644258784e-01
8.000000000000000444e-01,4.050507296507905308e-01
8.100000000000000533e-01,4.170776395638395861e-01
8.200000000000000622e-01,4.293533509180527119e-01
8.300000000000000711e-01,4.418820540038198574e-01
8.400000000000000799e-01,4.546680112415165120e-01
8.499999999999999778e-01,4.677155648778217878e-01
8.599999999999999867e-01,4.810291446033627127e-01
8.699999999999999956e-01,4.946132496311283488e-01
8.800000000000000044e-01,5.084724702780837324e-01
8.900000000000000133e-01,5.226114564969644993e-01
9.000000000000000222e-01,5.370349765955125809e-01
9.100000000000000311e-01,5.517478547940931621e-01
9.200000000000000400e-01,5.667549954021201541e-01
9.300000000000000488e-01,5.820614063788199788e-01
9.400000000000000577e-01,5.976721722639701806e-01
9.500000000000000666e-01,6.135924500243546964e-01
9.600000000000000755e-01,6.298275107123397776e-01
9.699999999999999734e-01,6.463826829298363608e-01
9.799999999999999822e-01,6.632634055434010190e-01
9.899999999999999911e-01,6.804751830137004687e-01
1.000000000000000000e+00,6.980236194057960475e-01
1.010000000000000009e+00,7.159144226402192057e-01
1.020000000000000018e+00,7.341533694256705544e-01
1.030000000000000027e+00,7.527463263125290238e-01
1.040000000000000036e+00,7.716992653129411961e-01
1.050000000000000044e+00,7.910182426935067346e-01
1.060000000000000053e+00,8.107094064276368917e-01
1.070000000000000062e+00,8.307789982241104987e-01
1.080000000000000071e+00,8.512333424193152531e-01
1.090000000000000080e+00,8.720788758513344785e-01
1.100000000000000089e+00,8.933221282716732325e-01
1.110000000000000098e+00,9.149696989248766732e-01
1.120000000000000107e+00,9.370282992549009426e-01
1.130000000000000115e+00,9.595047544793543493e-01
1.140000000000000124e+00,9.824059592947363972e-01
1.150000000000000133e+00,1.005738903413340601e+00
1.160000000000000142e+00,1.029510694141799076e+00
1.169999999999999929e+00,1.053728525694867635e+00
1.179999999999999938e+00,1.078399690758757412e+00
1.189999999999999947e+00,1.103531580354281338e+00
1.199999999999999956e+00,1.129131672520240048e+00
1.209999999999999964e+00,1.155207578140857061e+00
1.219999999999999973e+00,1.181766962779817076e+00
1.229999999999999982e+00,1.208817625328995504e+00
1.239999999999999991e+00,1.236367453295833085e+00
1.250000000000000000e+00,1.264424435067531549e+00
1.260000000000000009e+00,1.292996659252318548e+00
1.270000000000000018e+00,1.322092302353335302e+00
1.280000000000000027e+00,1.351719681104310178e+00
1.290000000000000036e+00,1.381887160375842916e+00
1.300000000000000044e+00,1.412603246970269399e+00
1.310000000000000053e+00,1.443876535682127926e+00
1.320000000000000062e+00,1.475715708131100978e+00
1.330000000000000071e+00,1.508129592007457553e+00
1.340000000000000080e+00,1.541127057843239445e+00
1.350000000000000089e+00,1.574717137984313675e+00
1.360000000000000098e+00,1.608908905215410856e+00
1.370000000000000107e+00,1.643711580892477597e+00
1.380000000000000115e+00,1.679134472849751258e+00
1.390000000000000124e+00,1.715186990376397214e+00
1.400000000000000133e+00,1.751878626870889688e+00
1.410000000000000142e+00,1.789219029989509657e+00
1.419999999999999929e+00,1.827217877828127390e+00
1.429999999999999938e+00,1.865885002986447994e+00
1.439999999999999947e+00,1.905230321277951777e+00
1.449999999999999956e+00,1.945263849007236034e+00
1.459999999999999964e+00,1.985995703056539829e+00
1.469999999999999973e+00,2.027436079574571615e+00
1.479999999999999982e+00,2.069595334942647913e+00
1.489999999999999991e+00,2.112483843468551559e+00
1.500000000000000000e+00,2.156112139449397613e+00
1.510000000000000009e+00,2.200490834860809652e+00
1.520000000000000018e+00,2.245630639876547097e+00
1.530000000000000027e+00,2.291542361384241389e+00
1.540000000000000036e+00,2.338236902950563412e+00
1.550000000000000044e+00,2.385725240473067998e+00
1.560000000000000053e+00,2.434018515709187369e+00
1.570000000000000062e+00,2.483127870502759293e+00
1.580000000000000071e+00,2.533064611562247048e+00
1.590000000000000080e+00,2.583840115934259885e+00
1.600000000000000089e+00,2.635465852125920438e+00
1.610000000000000098e+00,2.687953380913014279e+00
1.620000000000000107e+00,2.741314353395976511e+00
1.630000000000000115e+00,2.795560482963554971e+00
1.640000000000000124e+00,2.850703626477833819e+00
1.650000000000000133e+00,2.906755731332164583e+00
1.660000000000000142e+00,2.963728745038112677e+00
1.670000000000000151e+00,3.021634787457049054e+00
1.679999999999999938e+00,3.080486035181016824e+00
1.689999999999999947e+00,3.140294717305083250e+00
1.699999999999999956e+00,3.201073239689897765e+00
1.709999999999999964e+00,3.262833996965504468e+00
1.719999999999999973e+00,3.325589462490641690e+00
1.729999999999999982e+00,3.389352254237502748e+00
1.739999999999999991e+00,3.454135036784943047e+00
1.750000000000000000e+00,3.519950587480521698e+00
1.760000000000000009e+00,3.586811619366378601e+00
1.770000000000000018e+00,3.654731131029881563e+00
1.780000000000000027e+00,3.723722054812397264e+00
1.790000000000000036e+00,3.793797430217977329e+00
1.800000000000000044e+00,3.864970330138766119e+00
1.810000000000000053e+00,3.937253972773925526e+00
1.820000000000000062e+00,4.010661648181731209e+00
