# q,<w**2.0>/wp(0)**2.0
1.000000000000000021e-02,9.531338308855582221e-06
2.000000000000000042e-02,4.211103033647454726e-05
2.999999999999999889e-02,9.567112058476842033e-05
4.000000000000000083e-02,1.700859243152000853e-04
5.000000000000000278e-02,2.657314194116299454e-04
6.000000000000000472e-02,3.826071471056043680e-04
6.999999999999999278e-02,5.206906580140604254e-04
8.000000000000000167e-02,6.799732886755299353e-04
8.999999999999999667e-02,8.604203629557763064e-04
9.999999999999999167e-02,1.062015665778648713e-03
1.100000000000000006e-01,1.284727712949473378e-03
1.199999999999999956e-01,1.528526016060485510e-03
1.300000000000000044e-01,1.793376502993115646e-03
1.400000000000000133e-01,2.079241789595906789e-03
1.500000000000000222e-01,2.386081692278768131e-03
1.600000000000000033e-01,2.713852467615675453e-03
1.700000000000000122e-01,3.062507590107777216e-03
1.800000000000000211e-01,3.431997105010772212e-03
1.900000000000000022e-01,3.822267780613580138e-03
2.000000000000000111e-01,4.233263286895435490e-03
2.100000000000000200e-01,4.664923737410519439e-03
2.200000000000000011e-01,5.117186107881779161e-03
2.300000000000000100e-01,5.589983782686125738e-03
2.400000000000000189e-01,6.083246751286533471e-03
2.500000000000000000e-01,6.596901547407463609e-03
2.600000000000000089e-01,7.130871035582737709e-03
2.700000000000000178e-01,7.685074519900288691e-03
2.800000000000000266e-01,8.259427731431793346e-03
2.900000000000000355e-01,8.853842525183938661e-03
2.999999999999999889e-01,9.468227061472203263e-03
3.099999999999999978e-01,1.010248576628502114e-02
3.200000000000000067e-01,1.075651910005455229e-02
3.300000000000000155e-01,1.143022346201369964e-02
3.400000000000000244e-01,1.212349145823132628e-02
3.500000000000000333e-01,1.283621139592713151e-02
3.600000000000000422e-01,1.356826769110224505e-02
3.699999999999999956e-01,1.431954030542159466e-02
3.800000000000000044e-01,1.508990520858370307e-02
3.900000000000000133e-01,1.587923391358785075e-02
4.000000000000000222e-01,1.668739337081708365e-02
4.100000000000000311e-01,1.751424638499228179e-02
4.200000000000000400e-01,1.835965107778888411e-02
4.299999999999999933e-01,1.922346077902153255e-02
4.400000000000000022e-01,2.010552451532310672e-02
4.500000000000000111e-01,2.100568618893399256e-02
4.600000000000000200e-01,2.192378529369391066e-02
