# q,<w**2.0>/wp(0)**2.0
1.000000000000000021e-02,1.537446762339307401e-05
2.000000000000000042e-02,5.042111928325006330e-05
2.999999999999999889e-02,1.152492312120262033e-04
4.000000000000000083e-02,2.047398453573036142e-04
5.000000000000000278e-02,3.199108835272132696e-04
6.000000000000000472e-02,4.606245948003038723e-04
6.999999999999999278e-02,6.268800509218238476e-04
8.000000000000000167e-02,8.186629941719480563e-04
8.999999999999999667e-02,1.035953503173207575e-03
9.999999999999999167e-02,1.278729884099532883e-03
1.100000000000000006e-01,1.546969528855308322e-03
1.199999999999999956e-01,1.840649307338272428e-03
1.300000000000000044e-01,2.159746116981244718e-03
1.400000000000000133e-01,2.504237930807568478e-03
1.500000000000000222e-01,2.874104136047252178e-03
1.600000000000000033e-01,3.269325914527021395e-03
1.700000000000000122e-01,3.689885301001439438e-03
1.800000000000000211e-01,4.135763350613855423e-03
1.900000000000000022e-01,4.606937397618266622e-03
2.000000000000000111e-01,5.103378055590758987e-03
2.100000000000000200e-01,5.625046673649608184e-03
2.200000000000000011e-01,6.171895021444539879e-03
2.300000000000000100e-01,6.743866328824312667e-03
2.400000000000000189e-01,7.340898902449036721e-03
2.500000000000000000e-01,7.962930266294451775e-03
2.600000000000000089e-01,8.609901779721006176e-03
2.700000000000000178e-01,9.281761644974321698e-03
2.800000000000000266e-01,9.978466425485820260e-03
2.900000000000000355e-01,1.069998115674186331e-02
2.999999999999999889e-01,1.144627767450647794e-02
3.099999999999999978e-01,1.221733195001036346e-02
3.200000000000000067e-01,1.301312209087489465e-02
3.300000000000000155e-01,1.383362607952864053e-02
3.400000000000000244e-01,1.467881922777114836e-02
3.500000000000000333e-01,1.554867330014685425e-02
3.600000000000000422e-01,1.644315553849395178e-02
3.699999999999999956e-01,1.736222806876291241e-02
3.800000000000000044e-01,1.830584849586616367e-02
3.900000000000000133e-01,1.927396903969832986e-02
4.000000000000000222e-01,2.026653748876991804e-02
4.100000000000000311e-01,2.128349719087454378e-02
4.200000000000000400e-01,2.232478828280040975e-02
4.299999999999999933e-01,2.339034683763888817e-02
4.400000000000000022e-01,2.448010604353338671e-02
4.500000000000000111e-01,2.559399632646960562e-02
4.600000000000000200e-01,2.673194563449074121e-02
4.700000000000000289e-01,2.789387968060710529e-02
4.800000000000000377e-01,2.907972214966619492e-02
4.899999999999999911e-01,3.028939486800618502e-02
5.000000000000000000e-01,3.152281794735420362e-02
5.100000000000000089e-01,3.277990990190381843e-02
5.200000000000000178e-01,3.406058808458187204e-02
5.300000000000000266e-01,3.536476742486659164e-02
5.400000000000000355e-01,3.669236249156512808e-02
5.500000000000000444e-01,3.804328661231468761e-02
5.600000000000000533e-01,3.941745074932524739e-02
