# GK weight,point, GL weight
0.0097654410459602,-0.9963696138895418,0.0000000000000000
0.0271565546821031,-0.9782286581460568,0.0556685671161702
0.0458293785644283,-0.9416771085780672,0.0000000000000000
0.0630974247503741,-0.8870625997680953,0.1255803694649046
0.0786645719322282,-0.8160574566562205,0.0000000000000000
0.0929530985969021,-0.7301520055740484,0.1862902109277373
0.1058720744813898,-0.6305995201619653,0.0000000000000000
0.1167395024610463,-0.5190961292068116,0.2331937645919909
0.1251587991003178,-0.3979441409523771,0.0000000000000000
0.1312806842298064,-0.2695431559523448,0.2628045445102469
0.1351935727998843,-0.1361130007993622,0.0000000000000000
0.1365777947111173,0.0000000000000000,0.2729250867779016
0.1351935727998847,0.1361130007993618,0.0000000000000000
0.1312806842298053,0.2695431559523450,0.2628045445102455
0.1251587991003189,0.3979441409523778,0.0000000000000000
0.1167395024610475,0.5190961292068117,0.2331937645919917
0.1058720744813903,0.6305995201619654,0.0000000000000000
0.0929530985969010,0.7301520055740492,0.1862902109277346
0.0786645719322277,0.8160574566562210,0.0000000000000000
0.0630974247503753,0.8870625997680953,0.1255803694649041
0.0458293785644265,0.9416771085780679,0.0000000000000000
0.0271565546821042,0.9782286581460571,0.0556685671161733
0.0097654410459607,0.9963696138895426,0.0000000000000000
