# Abscissa,Weight,Error weight
-1.000000000000000000,0.003095975232198141,0.061728395061728392
-0.984807753012208131,0.029570995010952318,0.000000000000000000
-0.939692620785908317,0.059960564109179451,0.169394839397129682
-0.866025403784438486,0.087127946777069643,0.000000000000000000
-0.766044443118977902,0.112275196445437819,0.223753272780163354
-0.642787609686539252,0.133636923272228092,0.000000000000000000
-0.499999999999999778,0.151199883707623633,0.262081128747795433
-0.342020143325668491,0.163964599601411742,0.000000000000000000
-0.173648177666930303,0.171920392889461926,0.283042364013183223
0.000000000000000061,0.174495045908874602,0.000000000000000000
0.173648177666930414,0.171920392889461898,0.283042364013183223
0.342020143325668824,0.163964599601411742,0.000000000000000000
0.500000000000000111,0.151199883707623633,0.262081128747795433
0.642787609686539363,0.133636923272228120,0.000000000000000000
0.766044443118978124,0.112275196445437792,0.223753272780163298
0.866025403784438708,0.087127946777069573,0.000000000000000000
0.939692620785908428,0.059960564109179430,0.169394839397129654
0.984807753012208020,0.029570995010952332,0.000000000000000000
1.000000000000000000,0.003095975232198141,0.061728395061728392
