# GK weight,point, GL weight
0.0007504293208213,-0.9997214293249184,0.0000000000000000
0.0021022835892968,-0.9983215885747710,0.0043061403581632
0.0035862148458590,-0.9954766518421372,0.0000000000000000
0.0050219266892256,-0.9911671096990158,0.0099999387739077
0.0064128962262417,-0.9854482387988004,0.0000000000000000
0.0078098231044060,-0.9783386735610828,0.0156449384078173
0.0092194189324679,-0.9698238360677978,0.0000000000000000
0.0106088920583384,-0.9599068917303453,0.0212010633687796
0.0119670940382888,-0.9486168795714880,0.0000000000000000
0.0133118755979413,-0.9359769874978534,0.0266358992071100
0.0146494567490786,-0.9219952074951272,0.0000000000000000
0.0159637886319775,-0.9066859447581013,0.0319182117316984
0.0172460491044330,-0.8900785772486397,0.0000000000000000
0.0185050797107337,-0.8722015116924404,0.0370177167035082
0.0197450684633002,-0.8530745523701864,0.0000000000000000
0.0209557486858473,-0.8327212004013611,0.0419051951959116
0.0221301689763448,-0.8111753221394458,0.0000000000000000
0.0232736234908139,-0.7884711450474089,0.0465526483690143
0.0243891006082087,-0.7646372450275563,0.0000000000000000
0.0254690919863184,-0.7397048030699260,0.0509334542946179
0.0265078988129791,-0.7137129276129341,0.0000000000000000
0.0275091495122564,-0.6867015020349510,0.0550225192425793
0.0284751929771593,-0.6587062410777276,0.0000000000000000
0.0294001228729385,-0.6297648390721959,0.0587964209498739
0.0302791292235331,-0.5999214164489697,0.0000000000000000
0.0311150132077960,-0.5692209416102156,0.0622335425809658
0.0319098287082352,-0.5377049762539665,0.0000000000000000
0.0326587344403097,-0.5054165991994062,0.0653141964535278
0.0333575951739595,-0.4724042866987617,0.0000000000000000
0.0340088278201873,-0.4387172770514070,0.0680207367608755
0.0346144155702143,-0.4044017552833832,0.0000000000000000
0.0351702958963637,-0.3695050226404812,0.0703376606208168
0.0356728717226353,-0.3340790195742840,0.0000000000000000
0.0361244401151425,-0.2981762773418244,0.0722516968610244
0.0365270705771058,-0.2618463689370232,0.0000000000000000
0.0368773068051130,-0.2251396056334227,0.0737518820272220
0.0371719913379921,-0.1881103547452976,0.0000000000000000
0.0374134748786696,-0.1508133548639918,0.0748296231762225
0.0376040317405213,-0.1133003016832068,0.0000000000000000
0.0377406930826903,-0.0756232589891623,0.0754787470927166
0.0378206578048126,-0.0378378939143893,0.0000000000000000
0.0378464538188856,0.0000000000000003,0.0756955356472984
0.0378206578048125,0.0378378939143905,0.0000000000000000
0.0377406930826910,0.0756232589891634,0.0754787470927158
0.0376040317405209,0.1133003016832076,0.0000000000000000
0.0374134748786690,0.1508133548639922,0.0748296231762206
0.0371719913379934,0.1881103547452985,0.0000000000000000
0.0368773068051130,0.2251396056334227,0.0737518820272235
0.0365270705771048,0.2618463689370234,0.0000000000000000
0.0361244401151410,0.2981762773418249,0.0722516968610229
0.0356728717226356,0.3340790195742848,0.0000000000000000
0.0351702958963645,0.3695050226404818,0.0703376606208169
0.0346144155702140,0.4044017552833837,0.0000000000000000
0.0340088278201888,0.4387172770514074,0.0680207367608763
0.0333575951739595,0.4724042866987617,0.0000000000000000
0.0326587344403095,0.5054165991994062,0.0653141964535278
0.0319098287082353,0.5377049762539672,0.0000000000000000
0.0311150132077959,0.5692209416102160,0.0622335425809666
0.0302791292235331,0.5999214164489699,0.0000000000000000
0.0294001228729372,0.6297648390721964,0.0587964209498722
0.0284751929771594,0.6587062410777280,0.0000000000000000
0.0275091495122561,0.6867015020349515,0.0550225192425788
0.0265078988129796,0.7137129276129349,0.0000000000000000
0.0254690919863183,0.7397048030699263,0.0509334542946177
0.0243891006082094,0.7646372450275565,0.0000000000000000
0.0232736234908143,0.7884711450474094,0.0465526483690147
0.0221301689763440,0.8111753221394452,0.0000000000000000
0.0209557486858470,0.8327212004013614,0.0419051951959098
0.0197450684633005,0.8530745523701873,0.0000000000000000
0.0185050797107338,0.8722015116924414,0.0370177167035080
0.0172460491044328,0.8900785772486397,0.0000000000000000
0.0159637886319774,0.9066859447581012,0.0319182117316991
0.0146494567490785,0.9219952074951278,0.0000000000000000
0.0133118755979414,0.9359769874978539,0.0266358992071104
0.0119670940382885,0.9486168795714882,0.0000000000000000
0.0106088920583380,0.9599068917303462,0.0212010633687795
0.0092194189324685,0.9698238360677987,0.0000000000000000
0.0078098231044061,0.9783386735610834,0.0156449384078187
0.0064128962262417,0.9854482387988005,0.0000000000000000
0.0050219266892252,0.9911671096990163,0.0099999387739060
0.0035862148458594,0.9954766518421375,0.0000000000000000
0.0021022835892976,0.9983215885747714,0.0043061403581648
0.0007504293208209,0.9997214293249188,0.0000000000000000
