# GK weight,point, GL weight
0.0116946388673714,-0.9956571630258072,0.0000000000000000
0.0325581623079646,-0.9739065285171710,0.0666713443086869
0.0547558965743518,-0.9301574913557079,0.0000000000000000
0.0750396748109195,-0.8650633666889832,0.1494513491505830
0.0931254545836990,-0.7808177265864168,0.0000000000000000
0.1093871588022998,-0.6794095682990230,0.2190863625159838
0.1234919762620663,-0.5627571346686052,0.0000000000000000
0.1347092173114733,-0.4333953941292473,0.2692667193099954
0.1427759385770587,-0.2943928627014599,0.0000000000000000
0.1477391049013374,-0.1488743389816310,0.2955242247147499
0.1494455540029150,0.0000000000000003,0.0000000000000000
0.1477391049013383,0.1488743389816314,0.2955242247147527
0.1427759385770595,0.2943928627014606,0.0000000000000000
0.1347092173114746,0.4333953941292473,0.2692667193099954
0.1234919762620665,0.5627571346686051,0.0000000000000000
0.1093871588022976,0.6794095682990244,0.2190863625159836
0.0931254545836979,0.7808177265864169,0.0000000000000000
0.0750396748109198,0.8650633666889844,0.1494513491505811
0.0547558965743523,0.9301574913557082,0.0000000000000000
0.0325581623079646,0.9739065285171717,0.0666713443086878
0.0116946388673718,0.9956571630258081,0.0000000000000000
