# Abscissa,Weight,Error weight
-1.000000000000000000,0.001277139208173691,0.005128205128205133
-0.993712209893242604,0.012261863082965079,0.000000000000000000
-0.974927912181823730,0.025073542949876078,0.048699387295088173
-0.943883330308367574,0.037003488124485222,0.000000000000000000
-0.900968867902419035,0.048714184513998650,0.097820391676052165
-0.846724199228284125,0.059671722500291534,0.000000000000000000
-0.781831482468029471,0.069971720188124947,0.139665078495604417
-0.707106781186547462,0.079324399141810206,0.000000000000000000
-0.623489801858733372,0.087731808647660725,0.175605789001066742
-0.532032076515336461,0.094993231127670816,0.000000000000000000
-0.433883739117558065,0.101096440098399021,0.202051467482383562
-0.330279061955167208,0.105896188990787454,0.000000000000000000
-0.222520933956314337,0.109393480264020931,0.218881511630573400
-0.111964476103307578,0.111487676636076574,0.000000000000000000
0.000000000000000061,0.112206229051318218,0.224296338582052890
0.111964476103307689,0.111487676636076560,0.000000000000000000
0.222520933956314448,0.109393480264020918,0.218881511630573372
0.330279061955167319,0.105896188990787454,0.000000000000000000
0.433883739117558176,0.101096440098398993,0.202051467482383534
0.532032076515336683,0.094993231127670802,0.000000000000000000
0.623489801858733594,0.087731808647660725,0.175605789001066742
0.707106781186547573,0.079324399141810206,0.000000000000000000
0.781831482468029804,0.069971720188124906,0.139665078495604306
0.846724199228284125,0.059671722500291527,0.000000000000000000
0.900968867902419146,0.048714184513998650,0.097820391676052137
0.943883330308367574,0.037003488124485201,0.000000000000000000
0.974927912181823619,0.025073542949876116,0.048699387295088221
0.993712209893242604,0.012261863082965063,0.000000000000000000
1.000000000000000000,0.001277139208173691,0.005128205128205133
