# GK weight,point, GL weight
0.0027954812324100,-0.9989619306873174,0.0000000000000000
0.0078183373021248,-0.9937521706203891,0.0160172282577738
0.0133046426070905,-0.9831848635616862,0.0000000000000000
0.0185600554088732,-0.9672268385663063,0.0369537897708527
0.0235741990830295,-0.9461472167785132,0.0000000000000000
0.0285184265702049,-0.9200993341504013,0.0571344254268560
0.0334025463208061,-0.8891283153311844,0.0000000000000000
0.0380831534534650,-0.8533633645833176,0.0761001136283797
0.0424969328811193,-0.8130525808475317,0.0000000000000000
0.0466973247315148,-0.7684399634756782,0.0934444234560348
0.0506971977965179,-0.7197234525720251,0.0000000000000000
0.0544186751783844,-0.6671388041974127,0.1087972991671513
0.0578104574976103,-0.6109971237897669,0.0000000000000000
0.0608986802046607,-0.5516188358872198,0.1218314160537285
0.0636956152491010,-0.4892959088956690,0.0000000000000000
0.0661495778159516,-0.4243421202074387,0.1322689386333370
0.0682207062610255,-0.3571252536599210,0.0000000000000000
0.0699297650083995,-0.2880213168024013,0.1398873947910719
0.0712933463637833,-0.2173800938717285,0.0000000000000000
0.0722754822220357,-0.1455618541608950,0.1445244039899689
0.0728456528305089,-0.0729672475957908,0.0000000000000000
0.0730274879627692,-0.0000000000000002,0.1460811336496884
0.0728456528305087,0.0729672475957907,0.0000000000000000
0.0722754822220339,0.1455618541608946,0.1445244039899701
0.0712933463637834,0.2173800938717290,0.0000000000000000
0.0699297650083996,0.2880213168024012,0.1398873947910725
0.0682207062610247,0.3571252536599210,0.0000000000000000
0.0661495778159509,0.4243421202074384,0.1322689386333385
0.0636956152491005,0.4892959088956687,0.0000000000000000
0.0608986802046613,0.5516188358872197,0.1218314160537290
0.0578104574976101,0.6109971237897662,0.0000000000000000
0.0544186751783838,0.6671388041974122,0.1087972991671485
0.0506971977965175,0.7197234525720246,0.0000000000000000
0.0466973247315145,0.7684399634756778,0.0934444234560342
0.0424969328811183,0.8130525808475318,0.0000000000000000
0.0380831534534650,0.8533633645833172,0.0761001136283791
0.0334025463208074,0.8891283153311843,0.0000000000000000
0.0285184265702051,0.9200993341504008,0.0571344254268574
0.0235741990830291,0.9461472167785125,0.0000000000000000
0.0185600554088762,0.9672268385663063,0.0369537897708524
0.0133046426070884,0.9831848635616859,0.0000000000000000
0.0078183373021242,0.9937521706203895,0.0160172282577744
0.0027954812324116,0.9989619306873172,0.0000000000000000
