# Abscissa,Weight,Error weight
-1.000000000000000000,0.005128205128205133,0.081632653061224483
-0.974927912181823730,0.048699387295088173,0.000000000000000000
-0.900968867902419035,0.097820391676052165,0.237927646466247061
-0.781831482468029471,0.139665078495604417,0.000000000000000000
-0.623489801858733372,0.175605789001066742,0.318978354716222379
-0.433883739117558065,0.202051467482383562,0.000000000000000000
-0.222520933956314337,0.218881511630573400,0.361461345756306063
0.000000000000000061,0.224296338582052890,0.000000000000000000
0.222520933956314448,0.218881511630573372,0.361461345756306063
0.433883739117558176,0.202051467482383534,0.000000000000000000
0.623489801858733594,0.175605789001066742,0.318978354716222379
0.781831482468029804,0.139665078495604306,0.000000000000000000
0.900968867902419146,0.097820391676052137,0.237927646466247006
0.974927912181823619,0.048699387295088221,0.000000000000000000
1.000000000000000000,0.005128205128205133,0.081632653061224483
