# weight,point
0.0019735961992704,0.9995065603657316
0.0059129997152634,0.9955619646030800
0.0098290673227728,0.9876883405951378
0.0137063440920329,0.9759167619387474
0.0175295281829947,0.9602936856769431
0.0212835312346979,0.9408807689542255
0.0249535379121382,0.9177546256839811
0.0285250643756264,0.8910065241883679
0.0319840154418863,0.8607420270039436
0.0353167402113038,0.8270805742745618
0.0385100859417911,0.7901550123756904
0.0415514499566510,0.7501110696304596
0.0444288293815837,0.7071067811865476
0.0471308685145487,0.6613118653236519
0.0496469036415324,0.6129070536529765
0.0519670051213558,0.5620833778521307
0.0540820165734315,0.5090414157503713
0.0559835910138151,0.4539904997395468
0.0576642237969369,0.3971478906347806
0.0591172822330102,0.3387379202452915
0.0603370317642270,0.2789911060392294
0.0613186585964382,0.2181432413965427
0.0620582886969996,0.1564344650402309
0.0625530030838092,0.0941083133185143
0.0628008493451957,0.0314107590781284
0.0628008493451957,-0.0314107590781283
0.0625530030838092,-0.0941083133185144
0.0620582886969996,-0.1564344650402308
0.0613186585964382,-0.2181432413965424
0.0603370317642270,-0.2789911060392292
0.0591172822330102,-0.3387379202452914
0.0576642237969369,-0.3971478906347807
0.0559835910138151,-0.4539904997395467
0.0540820165734315,-0.5090414157503713
0.0519670051213558,-0.5620833778521306
0.0496469036415324,-0.6129070536529766
0.0471308685145487,-0.6613118653236517
0.0444288293815837,-0.7071067811865475
0.0415514499566510,-0.7501110696304596
0.0385100859417911,-0.7901550123756904
0.0353167402113038,-0.8270805742745617
0.0319840154418863,-0.8607420270039438
0.0285250643756264,-0.8910065241883678
0.0249535379121382,-0.9177546256839809
0.0212835312346979,-0.9408807689542255
0.0175295281829947,-0.9602936856769430
0.0137063440920329,-0.9759167619387473
0.0098290673227728,-0.9876883405951377
0.0059129997152634,-0.9955619646030800
0.0019735961992704,-0.9995065603657316
