# r (bohr), g(r)
1.200000,0.372646
2.897056,0.425669
3.775520,0.469528
4.478464,0.513088
5.083280,0.549301
5.622672,0.577347
6.114288,0.607622
6.569016,0.636186
6.994112,0.661933
7.394736,0.684730
7.774680,0.708209
8.136880,0.729384
8.483600,0.751177
8.816640,0.772017
9.137600,0.783887
9.447600,0.803951
9.747760,0.816402
10.038880,0.835068
10.321840,0.846675
10.597280,0.858007
10.865680,0.866758
11.127600,0.881582
11.383520,0.889085
11.633760,0.895834
11.878800,0.908043
12.118800,0.917779
12.354240,0.917907
12.585200,0.926266
12.812000,0.938258
13.034880,0.944408
13.254000,0.946044
13.469520,0.953259
13.681680,0.963983
13.890640,0.967827
14.096400,0.967971
14.299280,0.968822
14.499280,0.973580
14.696640,0.974349
14.891280,0.985482
15.083440,0.981703
15.273200,0.986201
15.460640,0.986309
15.645840,0.989488
15.828800,0.994156
16.009760,0.989428
16.188640,0.993663
16.365600,0.993844
16.540640,1.000650
16.713840,0.999434
16.885280,0.998823
17.054960,0.997409
17.223040,1.000750
17.389440,0.997979
17.554320,1.001270
17.717600,0.999441
17.879440,1.002810
18.039760,0.998387
18.198720,1.001330
18.356320,0.995386
18.512560,1.000570
18.667440,1.002860
18.821120,1.001560
18.973520,1.001580
19.124720,1.000860
19.274720,0.998323
19.423520,1.002350
19.571280,0.999269
19.717840,1.001320
19.863440,1.000290
20.007840,1.000710
20.151280,0.997202
20.293680,1.003530
20.435120,1.000050
20.575600,0.998745
20.715120,0.999046
20.853680,1.004350
20.991280,0.998152
21.128080,1.001390
21.263920,0.997791
21.398960,1.000670
21.533120,1.000030
21.666480,0.999825
21.798960,0.997738
21.930720,0.997213
22.061600,0.995598
22.191760,1.000560
22.321200,0.995827
22.449840,0.998172
22.577760,0.997828
22.704960,0.998664
22.831440,0.999159
22.957280,0.998285
23.082400,0.998983
23.206800,0.997970
23.330560,0.997524
23.453680,0.996565
23.576160,0.999147
23.698000,0.995538
23.819280,0.998870
23.939840,0.996579
24.059840,0.993693
24.179280,0.996625
24.298080,0.996817
24.416320,0.992885
24.534000,0.996290
24.651120,0.996101
24.767680,0.994596
24.883680,0.994999
