# k (1/bohr), S(k)
0.011835,0.013064
0.013666,0.017925
0.019327,0.030405
0.022663,0.039785
0.023671,0.040687
0.027333,0.058082
0.029785,0.068314
0.030559,0.070739
0.033476,0.082962
0.035506,0.087906
0.038655,0.107281
0.040426,0.125049
0.040999,0.131440
0.043217,0.151329
0.044808,0.162621
0.045326,0.167952
0.047342,0.158256
0.048799,0.195754
0.049275,0.205135
0.051135,0.213336
0.052487,0.230949
0.054666,0.245144
0.055932,0.288201
0.056348,0.283042
0.057982,0.312338
0.059177,0.314403
0.059571,0.336355
0.061118,0.350891
0.062253,0.358153
0.062627,0.383943
0.064101,0.370720
0.065185,0.412453
0.066951,0.440935
0.067990,0.437867
0.068332,0.474423
0.069685,0.531261
0.070683,0.515026
0.071013,0.538121
0.073278,0.533747
0.073596,0.597035
0.074854,0.574217
0.075784,0.610797
0.077309,0.677523
0.078210,0.651585
0.078507,0.676187
0.079688,0.701585
0.080562,0.722528
0.080851,0.740117
0.081999,0.765818
0.082848,0.781719
0.083129,0.744053
0.084246,0.834719
0.085073,0.801671
0.086434,0.738315
0.087240,0.818826
0.087508,0.896428
0.088568,0.882269
0.089356,0.966538
0.089617,1.031620
0.090653,0.899662
0.091422,0.976670
0.091677,0.942933
0.092690,0.983990
0.093443,0.970006
0.094684,0.938988
0.095420,1.065850
0.095665,0.983118
0.096636,1.026360
0.097358,1.090490
0.097598,1.043950
0.098550,1.068160
0.099258,1.053450
0.099493,1.124190
0.100427,1.091540
0.101122,1.048040
0.102270,1.089220
0.102953,1.083230
0.103179,1.127160
0.104080,1.104050
0.104751,1.216000
0.104974,1.206520
0.106519,1.177830
0.106738,1.129710
0.107609,1.205080
0.108258,1.152300
0.109331,1.163870
0.109970,1.164330
0.110182,1.143990
0.111027,1.168790
0.111655,1.182300
0.111864,1.168700
0.112696,1.164180
0.113316,1.191790
0.113522,1.194970
0.114341,1.130800
0.114952,1.136900
0.115963,1.166470
0.116566,1.111340
0.116766,1.171110
0.117563,1.087070
0.118157,1.112800
0.118355,1.105240
0.119141,1.115240
0.119728,1.105440
0.119922,1.129470
0.120699,1.113290
0.121277,1.102080
0.122236,1.113810
0.122808,1.098520
0.122998,1.099440
0.123754,1.107940
0.124319,1.078920
0.124507,1.098000
0.125255,1.075960
0.125812,1.112310
0.125998,1.051270
0.126737,1.071130
0.127288,1.106520
0.128202,0.984904
0.128747,1.088190
0.128929,1.065550
0.129651,1.076280
0.130190,1.090170
0.130369,1.020470
0.131617,1.036800
0.131794,1.039810
0.132501,1.004790
0.133028,1.003860
0.133903,1.020120
0.134425,1.028590
0.134599,0.978995
0.135291,1.044550
0.135807,1.036030
0.135979,1.036400
0.136664,1.018040
0.137176,1.048410
0.137346,1.015200
0.138024,1.027510
0.138531,1.008670
0.139371,1.005420
0.139872,1.018200
0.140039,1.003890
0.140704,0.997293
0.141201,1.001150
0.141367,0.989807
0.142025,1.005410
0.142518,0.998575
0.142681,1.013130
0.143335,0.998271
0.143822,1.007770
0.145115,0.989259
0.145276,1.008540
0.145917,0.989819
0.146396,1.004750
0.146556,0.992363
0.147192,1.015980
0.147667,0.984726
0.147825,1.012010
0.148455,0.988505
0.148926,0.980568
0.149708,1.009170
0.150175,0.999916
0.150330,1.001010
0.150951,1.001430
0.151414,1.009090
0.151568,0.974151
0.152642,0.995196
0.152795,1.005280
0.153405,0.995874
0.153861,0.994719
0.154618,1.060590
0.155070,0.990073
0.155221,0.991348
0.155821,1.011310
0.156270,1.006300
0.156419,0.991446
0.157015,0.968244
0.157461,0.979731
0.157609,0.983511
0.158200,0.982177
0.158642,0.996888
0.159376,1.013880
0.159815,0.997513
0.159961,0.980915
0.160544,0.996647
0.160979,0.965304
0.161125,0.984630
0.161703,1.002100
0.162136,0.997791
0.162279,0.982740
0.162854,0.979741
0.163283,0.998177
0.163997,1.007430
0.164424,0.989964
0.164565,0.973440
0.165132,0.992001
0.165556,0.993671
0.165696,0.996563
0.166259,0.960945
0.166680,0.983420
0.166820,0.981191
0.167379,0.986965
0.167796,0.986469
0.168491,0.989330
0.168906,0.993234
0.169044,0.985636
0.169596,0.987019
0.170008,0.999101
0.170146,0.970760
0.171103,0.983641
0.171239,0.985053
0.171784,0.980797
0.172191,0.991234
0.172868,0.976105
0.173272,0.999714
0.173407,1.004150
0.173945,0.993842
0.174347,0.984204
0.174481,0.994160
0.175015,1.000460
0.175415,0.982459
0.175548,0.976834
0.176079,0.995219
0.176477,0.995093
0.177137,0.990237
0.177532,1.000220
0.177663,0.977444
0.178188,0.996374
0.178581,0.990764
0.178711,0.998478
0.179233,0.979321
0.179623,0.984681
0.179754,0.985254
0.180272,0.986468
0.180661,0.993888
0.181305,1.023710
0.181691,0.992122
0.181820,1.000540
0.182333,0.988503
0.182716,0.979364
0.182844,0.984018
0.183354,0.999186
0.183736,1.000700
0.183863,0.992999
0.184370,0.995619
0.184750,0.981897
0.185380,1.004750
0.185757,0.997346
0.185883,0.990547
0.186385,0.987167
0.186760,0.997024
0.186885,0.986118
0.187758,0.995349
0.187882,1.010860
0.188379,1.007790
0.188750,0.995153
0.189367,1.012410
0.189737,0.996624
0.189860,1.017340
0.190351,0.993701
0.190718,0.994749
0.190841,0.997114
0.191330,1.007460
0.191695,0.994117
0.191817,0.986160
0.192304,0.995757
0.192667,0.992405
0.193272,1.003690
0.193634,0.999244
0.193755,0.993209
0.194236,0.985748
