# r (bohr), g(r)
6.000000,0.000070
14.485280,0.001340
18.877600,0.005886
22.392320,0.014411
25.416400,0.031950
28.113360,0.055977
30.571440,0.083540
32.845080,0.127212
34.970560,0.174087
36.973680,0.226273
38.873400,0.286894
40.684400,0.349870
42.418000,0.415710
44.083200,0.481998
45.688000,0.545545
47.238000,0.607696
48.738800,0.675203
50.194400,0.730321
51.609200,0.789229
52.986400,0.843355
54.328400,0.890993
55.638000,0.929419
56.917600,0.970299
58.168800,1.013100
59.394000,1.038450
60.594000,1.060180
61.771200,1.087510
62.926000,1.106970
64.060000,1.118300
65.174400,1.130380
66.270000,1.141350
67.347600,1.136840
68.408400,1.151790
69.453200,1.147770
70.482000,1.146770
71.496400,1.144130
72.496400,1.139410
73.483200,1.129390
74.456400,1.131070
75.417200,1.116590
76.366000,1.114030
77.303200,1.105750
78.229200,1.100380
79.144000,1.090720
80.048800,1.081440
80.943200,1.074780
81.828000,1.063460
82.703200,1.053380
83.569200,1.047820
84.426400,1.040810
85.274800,1.029040
86.115200,1.025970
86.947200,1.017650
87.771600,1.012940
88.588000,1.004830
89.397200,0.999980
90.198800,0.993338
90.993600,0.986749
91.781600,0.988277
92.562800,0.981522
93.337200,0.974626
94.105600,0.973497
94.867600,0.971222
95.623600,0.968150
96.373600,0.968260
97.117600,0.968529
97.856400,0.972354
98.589200,0.966892
99.317200,0.965117
100.039200,0.964073
100.756400,0.963283
101.468400,0.964208
102.175600,0.965623
102.878000,0.964205
103.575600,0.967924
104.268400,0.966451
104.956400,0.966348
105.640400,0.965910
106.319600,0.968685
106.994800,0.966867
107.665600,0.972338
108.332400,0.972424
108.994800,0.978258
109.653600,0.974927
110.308000,0.981888
110.958800,0.979406
111.606000,0.985214
112.249200,0.983312
112.888800,0.985818
113.524800,0.988857
114.157200,0.990204
114.786400,0.991446
115.412000,0.991170
116.034000,0.995926
116.652800,0.994288
117.268400,0.997678
117.880800,0.996316
118.490000,0.996777
119.096400,1.002350
119.699200,1.000390
120.299200,1.003070
120.896400,1.001980
121.490400,1.005540
122.081600,1.002280
122.670000,1.004400
123.255600,1.007680
123.838400,1.007120
124.418400,1.008920
124.995600,1.008150
125.570400,1.009500
126.142400,1.002140
126.712000,1.013570
127.278800,1.010660
127.843200,1.011580
128.405200,1.008730
128.964800,1.012340
129.522000,1.015410
130.076800,1.010360
130.628800,1.013160
131.178800,1.014700
131.726800,1.011510
132.272000,1.008170
132.815200,1.009470
133.356400,1.011880
133.895200,1.011250
134.432000,1.010940
134.966400,1.008700
135.498800,1.008480
136.029200,1.010410
136.557600,1.006140
137.083600,1.008410
137.608000,1.006410
138.130000,1.010250
138.650400,1.004580
139.168800,1.005450
139.685200,1.001210
140.199600,1.001280
140.712400,1.002030
141.222800,1.000870
141.732000,1.003330
142.239200,1.001520
142.744400,1.000990
143.248000,1.000450
143.749600,1.002150
144.249600,1.002090
144.748000,1.000930
145.244400,1.002500
145.739200,1.000110
146.232400,1.000630
146.724000,1.001140
147.214000,1.000180
147.702400,1.000350
148.188800,0.999561
148.674000,0.998375
149.157600,1.001970
149.639200,0.998855
150.119600,0.997170
150.598800,0.999433
151.076000,0.996930
151.551600,0.995496
152.026000,0.998695
152.498800,0.999235
152.970400,0.995760
153.440400,0.999295
153.908800,0.995374
154.376000,0.998342
154.841600,0.997363
155.306000,0.995204
155.768800,0.994616
156.230400,0.993041
156.690800,0.995340
157.149600,0.997225
157.606800,0.994618
158.063200,0.994066
158.518000,0.994034
158.971600,0.996695
159.424000,0.996507
159.874800,0.995280
160.324400,1.000400
160.772800,0.995090
161.220000,0.997860
161.666000,0.997168
162.110800,0.992282
162.554400,0.999300
162.996800,0.998352
163.438000,1.001040
163.878000,0.997668
164.316800,1.000120
164.754400,0.999458
165.190800,0.998072
165.626000,0.999849
166.060000,0.997724
166.493200,0.995745
166.924800,0.996387
167.355600,1.001440
167.785600,0.998774
168.214000,0.999962
168.641600,1.000020
169.068000,1.000200
169.493200,1.000130
169.917600,0.998708
170.340800,0.999214
170.762800,0.997709
171.184000,1.001540
171.604000,1.001990
172.023200,0.998731
172.441200,1.000560
172.858400,1.001580
173.274400,1.001140
173.689200,0.998668
174.103200,1.002090
174.516400,0.999683
174.928400,0.998934
175.339600,1.001590
175.749600,1.001990
176.158800,1.004170
176.567200,1.001680
176.974400,1.003130
177.380800,1.001540
177.786400,1.002320
178.190800,1.001700
178.594400,0.999814
178.997200,1.000600
179.398800,1.001420
179.799600,1.000390
180.199600,0.999558
180.598800,1.001250
180.997200,1.000200
181.394400,1.004220
181.790800,1.002010
182.186800,0.999894
182.581200,1.000880
182.975200,0.997443
183.368400,0.999334
183.760800,1.003240
184.152000,0.999699
184.542400,0.999899
184.932400,1.000950
185.321200,0.998475
185.709200,1.000570
186.096800,1.001560
186.483200,0.998818
186.868800,1.003030
187.253600,1.001010
187.638000,1.001440
188.021200,1.002380
188.403600,1.002000
188.785600,0.999888
189.166400,1.002370
189.546800,0.998838
189.926400,1.004110
190.304800,0.997299
190.682800,1.000600
191.060000,0.996128
191.436400,1.000430
191.812400,1.001600
192.187200,1.000740
192.561600,0.997650
192.935200,1.000180
193.308000,0.999177
193.680000,0.999440
194.051600,0.999895
194.422000,0.998662
194.792000,0.998819
195.161200,1.000220
195.530000,1.000050
195.898000,0.998821
196.265200,0.999244
196.631600,1.000190
196.997200,0.999514
197.362400,1.000330
197.727200,0.999157
198.090800,0.995426
198.454000,1.000000
198.816400,1.000800
199.178400,1.001530
199.539200,1.000330
199.900000,0.997482
200.259600,0.999220
200.618800,1.000280
200.977600,1.002010
201.335600,0.998798
201.692800,1.000680
202.049600,0.999447
202.405600,0.998409
202.760800,0.999055
203.115600,1.000140
203.470000,0.995959
203.823200,1.000660
204.176400,0.999106
204.528800,0.998988
204.880400,1.001470
205.231600,1.000060
205.582000,0.999832
205.932000,1.002400
206.281200,1.001370
206.630000,1.002310
206.978000,1.001220
207.325600,1.002300
207.672800,1.001710
208.019200,1.002960
208.364800,0.997164
208.710400,0.996809
209.054800,0.998703
209.399200,0.997390
209.742800,0.998765
210.085600,1.001660
210.428000,0.998392
210.770000,1.001240
211.111200,0.997354
211.452000,0.999813
211.792400,0.997606
212.132000,1.000260
212.471200,0.999726
212.809600,1.001050
213.147600,0.998899
213.485200,1.002940
213.822400,0.996000
214.158800,0.999544
214.494800,1.001720
214.830000,0.996349
215.164800,1.000670
215.499200,1.001980
215.833200,0.996479
216.166400,1.002240
216.499200,0.999166
216.831600,1.000120
