# r (bohr), g(r)
15.000000,0.000000
36.213200,0.000515
47.194000,0.004634
55.980800,0.011373
63.541000,0.026075
70.283400,0.049690
76.428600,0.078797
82.112700,0.120189
87.426400,0.168195
92.434200,0.222480
97.183500,0.286199
101.711000,0.349166
106.045000,0.418899
110.208000,0.483674
114.220000,0.553672
118.095000,0.624294
121.847000,0.684459
125.486000,0.747313
129.023000,0.805736
132.466000,0.856626
135.821000,0.899803
139.095000,0.943159
142.294000,0.982831
145.422000,1.016560
148.485000,1.043240
151.485000,1.061090
154.428000,1.086140
157.315000,1.099690
160.150000,1.115040
162.936000,1.122450
165.675000,1.123520
168.369000,1.127800
171.021000,1.126780
173.633000,1.129570
176.205000,1.129890
178.741000,1.125010
181.241000,1.118390
183.708000,1.118520
186.141000,1.109550
188.543000,1.102550
190.915000,1.097560
193.258000,1.092070
195.573000,1.084710
197.860000,1.074640
200.122000,1.072750
202.358000,1.067920
204.570000,1.059760
206.758000,1.051600
208.923000,1.044080
211.066000,1.039780
213.187000,1.032470
215.288000,1.025030
217.368000,1.024310
219.429000,1.016320
221.470000,1.014450
223.493000,1.011660
225.497000,1.007160
227.484000,1.000290
229.454000,0.995714
231.407000,0.992245
233.343000,0.988368
235.264000,0.989765
237.169000,0.985707
239.059000,0.987764
240.934000,0.983625
242.794000,0.982837
244.641000,0.982212
246.473000,0.978461
248.293000,0.980207
250.098000,0.977055
251.891000,0.976948
253.671000,0.977577
255.439000,0.980150
257.195000,0.981040
258.939000,0.979107
260.671000,0.976476
262.391000,0.976209
264.101000,0.978373
265.799000,0.980533
267.487000,0.981879
269.164000,0.978683
270.831000,0.981599
272.487000,0.984120
274.134000,0.978916
275.770000,0.980402
277.397000,0.984089
279.015000,0.983637
280.623000,0.982286
282.222000,0.982101
283.812000,0.984940
285.393000,0.982342
286.966000,0.983769
288.530000,0.985384
290.085000,0.989785
291.632000,0.988227
293.171000,0.988096
294.702000,0.987804
296.225000,0.988356
297.741000,0.990022
299.248000,0.989747
300.748000,0.995784
302.241000,0.992308
303.726000,0.993051
305.204000,0.996442
306.675000,0.991953
308.139000,0.995139
309.596000,0.993679
311.046000,0.992328
312.489000,0.996287
313.926000,0.994788
315.356000,0.996876
316.780000,0.997081
318.197000,0.999710
319.608000,0.997170
321.013000,0.999152
322.412000,0.999572
323.805000,1.000580
325.192000,1.000010
326.572000,1.000940
327.947000,1.002510
329.317000,0.997432
330.680000,1.000830
332.038000,1.003780
333.391000,1.005570
334.738000,1.005000
336.080000,1.001410
337.416000,1.003500
338.747000,1.005080
340.073000,1.004230
341.394000,1.006030
342.709000,1.003990
344.020000,1.007910
345.325000,1.005610
346.626000,1.006070
347.922000,1.006830
349.213000,1.008950
350.499000,1.007280
351.781000,1.007980
353.057000,1.005940
354.330000,1.009260
355.598000,1.010990
356.861000,1.009560
358.120000,1.009820
359.374000,1.007670
360.624000,1.009090
361.870000,1.010560
363.111000,1.008740
364.348000,1.010990
365.581000,1.009090
366.810000,1.005440
368.035000,1.008260
369.256000,1.005500
370.472000,1.010900
371.685000,1.009220
372.894000,1.007440
374.098000,1.007840
375.299000,1.005700
376.497000,1.006910
377.690000,1.006920
378.879000,1.004010
380.065000,1.008420
381.247000,1.003150
382.426000,1.006910
