# k (1/bohr), S(k)
0.004734,0.008199
0.005467,0.009750
0.007731,0.018674
0.009065,0.027660
0.009468,0.029427
0.010933,0.034127
0.011914,0.042589
0.012224,0.043473
0.013390,0.046325
0.014202,0.057773
0.015462,0.066844
0.016170,0.078510
0.016400,0.088052
0.017287,0.096901
0.017923,0.098424
0.018131,0.131042
0.018937,0.129553
0.019520,0.124963
0.019710,0.146676
0.020454,0.133458
0.020995,0.158551
0.021866,0.163381
0.022373,0.202127
0.022539,0.200931
0.023193,0.237081
0.023671,0.209473
0.023828,0.282252
0.024447,0.289388
0.024901,0.272428
0.025051,0.300626
0.025641,0.276819
0.026074,0.279086
0.026781,0.374698
0.027196,0.377783
0.027333,0.409343
0.027874,0.400582
0.028273,0.405058
0.028405,0.375272
0.029311,0.442580
0.029438,0.445179
0.029942,0.472165
0.030314,0.486105
0.030924,0.473341
0.031284,0.592893
0.031403,0.624553
0.031875,0.634045
0.032225,0.686314
0.032341,0.640598
0.032799,0.676702
0.033139,0.684854
0.033252,0.761984
0.033698,0.754646
0.034029,0.752795
0.034574,0.968721
0.034896,0.733291
0.035003,0.807127
0.035427,0.779907
0.035742,0.864012
0.035847,0.920209
0.036261,0.963448
0.036569,0.949285
0.036671,0.927208
0.037076,0.872082
0.037377,1.135020
0.037873,0.925014
0.038168,1.051620
0.038266,1.155630
0.038654,1.145590
0.038943,1.096740
0.039039,1.143570
0.039420,1.361880
0.039703,1.066640
0.039797,1.312070
0.040171,1.053000
0.040449,1.261540
0.040908,1.146190
0.041181,1.368080
0.041272,1.355480
0.041632,1.095370
0.041900,1.270100
0.041989,1.251390
0.042608,1.239940
0.042695,1.252170
0.043044,1.370510
0.043303,1.162590
0.043732,1.130530
0.043988,1.417380
0.044073,1.309060
0.044411,1.146400
0.044662,1.302010
0.044746,1.403390
0.045078,1.472370
0.045326,1.354660
0.045409,1.311010
0.045736,1.158330
0.045981,1.348600
0.046385,1.223670
0.046626,1.206650
0.046706,1.200630
0.047025,1.222020
0.047263,1.114970
0.047342,1.282960
0.047656,1.225080
0.047891,1.076960
0.047969,1.248760
0.048279,1.234620
0.048511,1.156710
0.048894,1.116190
0.049123,1.167620
0.049199,1.166790
0.049502,1.085430
0.049728,1.115770
0.049803,1.162040
0.050102,1.312900
0.050325,1.159040
0.050399,1.099230
0.050695,1.086980
0.050915,1.060680
0.051281,1.028470
0.051499,1.033940
0.051571,1.103040
0.051860,1.024580
0.052076,1.055130
0.052148,1.061990
0.052647,1.037890
0.052718,1.095810
0.053000,1.058700
0.053211,1.016130
0.053561,1.141220
0.053770,1.004530
0.053839,1.065290
0.054116,1.040220
0.054323,0.994568
0.054392,1.026150
0.054666,0.939240
0.054870,0.959909
0.054938,1.043530
0.055210,1.003450
0.055412,0.987848
0.055748,1.021400
0.055949,1.020150
0.056016,0.985884
0.056282,0.953556
0.056480,0.941835
0.056547,0.957796
0.056810,1.007710
0.057007,0.930439
0.057073,0.956432
0.057334,0.997930
0.057529,1.031870
0.058046,0.965109
0.058110,0.974770
0.058367,0.968621
0.058559,0.954396
0.058622,0.982920
0.058877,0.982978
0.059067,0.973985
0.059130,1.006770
0.059382,0.957433
0.059570,1.019100
0.059883,0.940804
0.060070,0.976242
0.060132,0.925605
0.060380,0.962438
0.060565,0.970356
0.060627,1.011040
0.061057,0.973226
0.061118,0.954655
0.061362,0.962751
0.061544,0.945261
0.061847,1.042580
0.062028,0.968023
0.062088,0.963242
0.062328,0.963441
0.062508,0.996758
0.062568,0.974578
0.062806,0.921516
0.062984,0.958581
0.063044,0.986685
0.063280,0.978106
0.063457,0.966428
0.063751,0.937602
0.063926,0.973638
0.063984,0.975117
0.064218,1.005270
0.064392,0.958943
0.064450,0.982645
0.064681,0.952074
0.064854,0.996959
0.064912,0.986952
0.065142,1.002010
0.065313,0.972785
0.065599,0.990346
0.065769,0.979167
0.065826,0.939964
0.066053,0.975814
0.066222,0.979578
0.066279,1.030690
0.066504,1.001480
0.066672,0.983048
0.066728,0.979463
0.066951,0.977508
0.067119,0.991078
0.067396,0.958406
0.067562,0.949195
0.067618,0.960026
0.067838,0.981326
0.068003,0.975365
0.068058,0.974192
0.068441,1.003090
0.068496,0.982735
0.068714,0.936968
0.068876,0.961272
0.069147,1.012240
0.069309,0.993223
0.069363,0.979976
0.069578,0.975426
0.069739,0.961218
0.069792,1.012540
0.070006,0.957086
0.070166,0.975794
0.070219,0.971853
0.070432,0.975872
0.070591,0.948773
0.070855,1.019920
0.071013,0.981718
0.071065,0.975418
0.071275,0.974650
0.071432,0.967660
0.071485,0.963383
0.071693,0.955434
0.071849,0.978783
0.071901,0.976575
0.072109,1.000230
0.072264,0.967615
0.072522,0.934115
0.072676,0.987196
0.072728,1.008870
0.072933,1.025690
0.073086,0.975093
0.073138,0.953634
0.073342,0.992789
0.073494,0.999730
0.073545,1.007620
0.073748,0.993264
0.073900,0.980911
0.074152,0.983600
0.074303,1.008650
0.074353,0.988489
0.074554,0.980665
0.074704,0.993492
0.074754,0.971521
0.075103,0.999911
0.075153,0.963367
0.075351,0.970786
0.075500,0.959374
0.075747,0.882034
0.075895,0.984147
0.075944,0.961076
0.076140,0.997315
0.076287,0.995319
0.076336,0.996005
0.076532,0.991357
0.076678,0.994668
0.076727,1.000590
0.076921,0.991721
0.077067,0.972353
0.077309,1.019500
0.077454,0.983092
0.077502,1.005970
0.077694,0.976731
