# r (bohr), g(r)
15.000000,0.000000
36.213200,0.000000
47.194000,0.000143
55.980800,0.001168
63.541000,0.004013
70.283400,0.009877
76.428600,0.021361
82.112700,0.040608
87.426400,0.067451
92.434200,0.102787
97.183500,0.150504
101.711000,0.205437
106.045000,0.270492
110.208000,0.341939
114.220000,0.419900
118.095000,0.496337
121.847000,0.580970
125.486000,0.661012
129.023000,0.735850
132.466000,0.807305
135.821000,0.875752
139.095000,0.938143
142.294000,0.993047
145.422000,1.045720
148.485000,1.092020
151.485000,1.129240
154.428000,1.163390
157.315000,1.193410
160.150000,1.205360
162.936000,1.231620
165.675000,1.243410
168.369000,1.249410
171.021000,1.249760
173.633000,1.251090
176.205000,1.236610
178.741000,1.238870
181.241000,1.235790
183.708000,1.218990
186.141000,1.209720
188.543000,1.189460
190.915000,1.173750
193.258000,1.161800
195.573000,1.149670
197.860000,1.131670
200.122000,1.117410
202.358000,1.104430
204.570000,1.088070
206.758000,1.070300
208.923000,1.057640
211.066000,1.047450
213.187000,1.033090
215.288000,1.020900
217.368000,1.014910
219.429000,0.998892
221.470000,0.989258
223.493000,0.979102
225.497000,0.969426
227.484000,0.960071
229.454000,0.956418
231.407000,0.950490
233.343000,0.944180
235.264000,0.938680
237.169000,0.932769
239.059000,0.934047
240.934000,0.929028
242.794000,0.922872
244.641000,0.917339
246.473000,0.920742
248.293000,0.923123
250.098000,0.917890
251.891000,0.924622
253.671000,0.922159
255.439000,0.920486
257.195000,0.925995
258.939000,0.931049
260.671000,0.929555
262.391000,0.929716
264.101000,0.937093
265.799000,0.945963
267.487000,0.941840
269.164000,0.949526
270.831000,0.952332
272.487000,0.955565
274.134000,0.954074
275.770000,0.960786
277.397000,0.964622
279.015000,0.969289
280.623000,0.972932
282.222000,0.976332
283.812000,0.977828
285.393000,0.981526
286.966000,0.983860
288.530000,0.991603
290.085000,0.994249
291.632000,1.000710
293.171000,1.000830
294.702000,1.004830
296.225000,1.002680
297.741000,1.007340
299.248000,1.013160
300.748000,1.014650
302.241000,1.016950
303.726000,1.021010
305.204000,1.020830
306.675000,1.022340
308.139000,1.022220
309.596000,1.024230
311.046000,1.025010
312.489000,1.024360
313.926000,1.028010
315.356000,1.026250
316.780000,1.032560
318.197000,1.029780
319.608000,1.029560
321.013000,1.029830
322.412000,1.028990
323.805000,1.032360
325.192000,1.029810
326.572000,1.027440
327.947000,1.027440
329.317000,1.028860
330.680000,1.029000
332.038000,1.029640
333.391000,1.025170
334.738000,1.023150
336.080000,1.027570
337.416000,1.024170
338.747000,1.022270
340.073000,1.017350
341.394000,1.020630
342.709000,1.016870
344.020000,1.015110
345.325000,1.016350
346.626000,1.015860
347.922000,1.014270
349.213000,1.014530
350.499000,1.012400
351.781000,1.010330
353.057000,1.010500
354.330000,1.009860
355.598000,1.007910
356.861000,1.006180
358.120000,1.005390
359.374000,1.002980
360.624000,0.999212
361.870000,1.002270
363.111000,0.998357
364.348000,0.998467
365.581000,1.000090
366.810000,1.001530
368.035000,1.000400
369.256000,0.995389
370.472000,0.995245
371.685000,0.995301
372.894000,0.996120
374.098000,0.994638
375.299000,0.991064
376.497000,0.994932
377.690000,0.993090
378.879000,0.987837
380.065000,0.989350
381.247000,0.989912
382.426000,0.987694
383.601000,0.989668
384.772000,0.991269
385.940000,0.987526
387.104000,0.987264
388.265000,0.990791
389.422000,0.988076
390.576000,0.990329
391.727000,0.988974
392.874000,0.987539
394.017000,0.985431
395.158000,0.988794
396.295000,0.988810
397.429000,0.989154
398.560000,0.989132
399.687000,0.990770
400.811000,0.989966
401.932000,0.989322
403.050000,0.991375
404.165000,0.989599
405.277000,0.992081
406.386000,0.990493
407.492000,0.991646
408.595000,0.990889
409.695000,0.992832
410.792000,0.991308
411.886000,0.989429
412.977000,0.993542
414.065000,0.992527
415.150000,0.993241
416.233000,0.993342
417.312000,0.992230
418.389000,0.992844
419.464000,0.997728
420.535000,0.996544
421.604000,0.998028
422.670000,0.997650
423.733000,0.997112
424.794000,0.998883
425.852000,1.001580
426.907000,0.996706
427.960000,0.999463
429.010000,0.995200
430.058000,0.997463
431.103000,1.001690
432.146000,1.001100
433.186000,1.000040
434.223000,1.000790
435.258000,0.998475
436.291000,1.002410
437.321000,0.999809
438.349000,1.002530
439.374000,1.000600
440.397000,1.001410
441.418000,1.001280
442.436000,0.996809
443.452000,0.999266
444.466000,1.002630
445.477000,1.002230
446.486000,0.998371
447.493000,0.999747
448.497000,1.001970
449.499000,0.997030
450.499000,1.001710
451.497000,1.000130
452.493000,1.003830
453.486000,0.999466
454.477000,1.000890
