# k (1/bohr), S(k)
0.094684,0.030581
0.109331,0.039314
0.154618,0.072074
0.181305,0.099208
0.189367,0.105770
0.218662,0.141400
0.238282,0.172353
0.244472,0.181481
0.267806,0.214243
0.284050,0.231201
0.309236,0.264383
0.323406,0.296634
0.327994,0.298537
0.345736,0.338983
0.358466,0.362709
0.362610,0.355079
0.378734,0.373755
0.390390,0.413158
0.394200,0.434198
0.409080,0.451637
0.419894,0.460737
0.437326,0.474361
0.447458,0.511638
0.450784,0.529936
0.463854,0.527833
0.473418,0.562391
0.476564,0.553967
0.488944,0.591703
0.498028,0.605435
0.501018,0.604224
0.512810,0.621885
0.521476,0.633738
0.535612,0.669644
0.543916,0.678617
0.546656,0.681255
0.557482,0.699373
0.565466,0.706975
0.568102,0.717055
0.586224,0.726696
0.588766,0.740305
0.598832,0.769089
0.606272,0.772180
0.618470,0.764301
0.625676,0.800401
0.628060,0.800897
0.637506,0.824396
0.644498,0.831844
0.646812,0.854506
0.655988,0.828909
0.662786,0.849454
0.665036,0.855347
0.673964,0.854892
0.680582,0.869314
0.691472,0.887581
0.697924,0.882186
0.700062,0.889403
0.708548,0.911046
0.714846,0.917651
0.716932,0.924240
0.725222,0.900083
0.731376,0.938491
0.733416,0.922223
0.741520,0.930354
0.747542,0.942206
0.757470,0.994958
0.763364,0.966303
0.765318,0.956650
0.773088,0.963554
0.778866,0.972195
0.780782,0.984677
0.788398,0.976964
0.794064,0.989485
0.795944,0.969627
0.803418,0.988177
0.808978,0.994825
0.818160,0.979546
0.823620,0.999608
0.825432,0.994106
0.832642,0.981672
0.838008,1.017480
0.839790,1.022950
0.852152,1.003950
0.853904,1.016630
0.860876,1.029270
0.866066,1.015700
0.874650,1.028620
0.879760,1.028510
0.881456,1.032450
0.888212,1.035090
0.893244,1.013160
0.894914,1.052670
0.901568,1.035700
0.906526,1.029820
0.908174,1.025150
0.914730,1.023300
0.919618,1.024080
0.927706,1.020440
0.932526,1.031750
0.934126,1.039340
0.940504,1.041040
0.945258,1.024180
0.946836,1.017800
0.953128,1.029110
0.957820,1.021430
0.959378,1.028940
0.965588,1.033560
0.970218,1.028620
0.977888,1.017990
0.982462,1.020550
0.983982,1.015330
0.990036,1.027620
0.994554,1.008700
0.996056,1.035480
1.002038,1.030950
1.006500,1.020910
1.007984,1.034930
1.013896,1.006040
1.018308,1.018040
1.025618,1.006310
1.029980,1.017260
1.031428,1.016670
1.037208,1.020760
1.041520,1.009420
1.042954,1.007270
1.052934,1.016520
1.054352,1.012000
1.060006,1.013050
1.064226,1.003990
1.071224,1.013480
1.075400,1.012170
1.076788,1.017770
1.082324,1.011000
1.086458,1.011610
1.087832,1.016870
1.093312,1.007940
1.097404,1.006930
1.098766,1.012710
1.104192,1.013560
1.108244,1.012020
1.114964,1.017260
1.118978,1.014630
1.120312,1.005830
1.125634,0.996093
1.129610,1.016020
1.130932,1.003680
1.136204,0.999918
1.140142,1.009800
1.141452,1.012140
1.146676,1.008430
1.150578,1.001970
1.160920,1.003280
1.162208,1.016340
1.167338,1.016360
1.171172,1.008120
1.172448,1.005680
1.177534,0.998666
1.181334,0.999953
1.182598,1.008820
1.187642,0.999027
1.191410,1.011070
1.197664,0.994623
1.201400,1.012830
1.202644,1.002840
1.207604,1.006330
1.211310,1.006470
1.212542,1.019480
1.221138,1.003470
1.222360,1.004760
1.227240,1.002970
1.230888,1.004440
1.236942,0.999667
1.240560,1.006740
1.241764,1.004000
1.246568,0.995219
1.250158,0.998022
1.251354,0.999900
1.256120,1.016920
1.259684,1.006340
1.260870,1.009380
1.265600,1.000900
1.269138,1.000480
1.275010,1.002310
1.278522,0.996099
1.279690,1.007930
1.284352,1.002150
1.287836,1.004810
1.288996,1.004590
1.293624,0.998277
1.297086,0.999133
1.298236,0.998718
1.302832,0.994171
1.306268,0.996899
1.311976,1.016530
1.315388,0.998017
1.316522,1.001730
1.321054,1.001860
1.324444,1.001310
1.325572,0.998999
1.330072,0.994814
1.333438,1.005030
1.334558,1.002720
1.339028,0.999299
1.342372,1.001150
1.347926,1.005080
1.351248,1.003100
1.352352,1.000140
1.356766,1.000740
1.360064,0.999943
1.361164,0.989359
1.368826,0.997404
1.369916,0.985998
1.374272,0.987304
1.377530,0.997940
1.382944,0.983501
1.386180,0.997909
1.387258,1.000730
1.391560,0.995611
1.394778,0.998847
1.395848,0.987156
1.400124,1.003590
1.403322,1.005900
1.404386,0.993956
1.408634,1.002330
1.411814,1.002970
1.417094,1.000450
1.420254,1.001270
1.421306,1.002420
1.425506,0.999653
1.428646,0.996564
1.429692,0.996363
1.433866,0.994768
1.436988,1.001070
1.438028,1.001090
1.442178,0.995669
1.445284,1.000250
1.450442,0.993665
1.453530,1.000310
1.454558,1.001790
1.458660,0.998119
1.461730,1.001830
1.462752,1.005310
1.466832,0.995137
1.469886,1.005310
1.470902,1.009670
1.474960,1.003370
1.477996,1.001480
1.483042,1.004640
1.486060,0.997730
1.487066,1.005540
1.491080,1.002830
1.494082,0.997635
1.495082,1.000020
1.502062,1.000980
1.503056,1.001910
1.507028,1.004870
1.509998,1.002020
1.514938,1.030410
1.517894,0.995877
1.518878,1.002530
1.522808,0.995537
1.525748,1.004590
1.526728,1.013700
1.530638,0.996226
1.533564,1.004370
1.534538,1.004190
1.538428,0.996218
1.541338,0.993483
1.546178,0.997215
1.549074,0.999860
1.550038,0.998411
1.553890,1.002640
