# k (1/bohr), S(k)
0.083371,0.022229
0.096268,0.025556
0.136144,0.052596
0.159642,0.077100
0.166741,0.084698
0.192536,0.123412
0.209812,0.144119
0.215262,0.149836
0.235808,0.176477
0.250112,0.196118
0.272288,0.225434
0.284764,0.255564
0.288804,0.251055
0.304426,0.284299
0.315636,0.306129
0.319284,0.321321
0.333482,0.374218
0.343746,0.368493
0.347100,0.373806
0.360202,0.387166
0.369724,0.416008
0.385072,0.435606
0.393994,0.464537
0.396924,0.452982
0.408430,0.469920
0.416852,0.496984
0.419622,0.506499
0.430524,0.519944
0.438522,0.547735
0.441156,0.549451
0.451538,0.562169
0.459170,0.581622
0.471616,0.615481
0.478928,0.614435
0.481340,0.656693
0.490872,0.658615
0.497902,0.672746
0.500224,0.679159
0.516180,0.697701
0.518420,0.699779
0.527282,0.722680
0.533832,0.740767
0.544574,0.720669
0.550920,0.770580
0.553018,0.752859
0.561334,0.772854
0.567492,0.769828
0.569530,0.783095
0.577608,0.804153
0.583594,0.814332
0.585576,0.811910
0.593436,0.837904
0.599264,0.852766
0.608852,0.836443
0.614534,0.836803
0.616416,0.863623
0.623888,0.869398
0.629434,0.879616
0.631272,0.888827
0.638570,0.889293
0.643990,0.903666
0.645786,0.898863
0.652922,0.917634
0.658222,0.906801
0.666964,0.889372
0.672156,0.932213
0.673876,0.920421
0.680718,0.944942
0.685804,0.935886
0.687492,0.933628
0.694198,0.963935
0.699188,0.958655
0.700842,0.963618
0.707422,0.951209
0.712318,0.978352
0.720404,0.969875
0.725212,0.984310
0.726808,0.987256
0.733156,0.988054
0.737880,0.978594
0.739448,0.979396
0.750336,0.992504
0.751878,0.997305
0.758016,0.974670
0.762586,0.991372
0.770144,1.036120
0.774644,0.995033
0.776138,0.999582
0.782086,0.994481
0.786516,0.976642
0.787988,0.981834
0.793846,0.980932
0.798212,0.989870
0.799662,0.995184
0.805436,1.009260
0.809740,0.995157
0.816862,0.997712
0.821104,0.984604
0.822514,1.011080
0.828130,0.990915
0.832316,0.993747
0.833706,0.998067
0.839246,1.009550
0.843376,0.993216
0.844748,0.997265
0.850216,0.994286
0.854294,1.013160
0.861048,1.014860
0.865074,1.005270
0.866412,0.998096
0.871744,1.000020
0.875722,1.002960
0.877044,0.992024
0.882312,0.996633
0.886242,0.998912
0.887548,0.994371
0.892754,0.992469
0.896638,1.004950
0.903074,1.002240
0.906914,0.998665
0.908190,0.999917
0.913278,0.999612
0.917076,1.001800
0.918338,0.992818
0.927126,1.001280
0.928376,0.991390
0.933354,0.995289
0.937070,1.013370
0.943230,0.990142
0.946908,1.002580
0.948130,1.008280
0.953006,1.002420
0.956644,1.000220
0.957854,1.001810
0.962680,0.988763
0.966284,1.014590
0.967482,0.999827
0.972260,1.003640
0.975828,0.997988
0.981746,0.998182
0.985278,1.008380
0.986454,0.999196
0.991140,1.006100
0.994640,1.003500
0.995804,0.999550
1.000446,0.991150
1.003914,0.993071
1.005068,0.996038
1.009668,1.001210
1.013104,1.000980
1.022210,0.992219
1.023344,1.006760
1.027862,0.993860
1.031238,0.996283
1.032360,0.997856
1.036838,0.996670
1.040186,0.999408
1.041298,1.003360
1.045738,1.007030
1.049056,0.999613
1.054564,0.997753
1.057854,1.003040
1.058948,1.007090
1.063316,0.992386
1.066578,1.002380
1.067664,1.007210
1.075232,1.005770
1.076310,0.997444
1.080606,1.003370
1.083818,0.985570
1.089148,1.001190
1.092334,1.001290
1.093394,1.004970
1.097624,1.009220
1.100786,1.010880
1.101838,1.001540
1.106036,1.002370
1.109174,0.998813
1.110218,0.997315
1.114384,1.001440
1.117498,0.999752
1.122668,0.993231
1.125760,1.000230
1.126788,1.004910
1.130894,1.004490
1.133962,1.011670
1.134984,0.994264
1.139058,0.995092
1.142106,1.002300
1.143120,1.002500
1.147166,1.003490
1.150192,1.003020
1.155216,0.983604
1.158222,0.994726
1.159220,0.998039
1.163212,0.997303
1.166196,0.996817
1.167188,1.001780
1.171152,1.008640
1.174116,0.997010
1.175102,0.999187
1.179038,1.003080
1.181982,1.004280
1.186872,1.019130
1.189796,1.003100
1.190770,0.995276
1.194656,0.997773
1.197560,1.000780
1.198528,0.994060
1.205274,1.011020
1.206236,0.998337
1.210070,1.005610
1.212940,1.000960
1.217706,0.972725
1.220556,0.996040
1.221504,1.001330
1.225292,1.003070
1.228126,1.002030
1.229068,0.998535
1.232832,1.000840
1.235648,1.002150
1.236586,1.004380
1.240328,1.005490
1.243126,0.994367
1.247776,0.986918
1.250558,0.999855
1.251484,0.994834
1.255182,1.005260
1.257948,0.999638
1.258868,0.994369
1.262544,0.992726
1.265294,1.003350
1.266208,1.005000
1.269862,1.001180
1.272596,0.994837
1.277140,1.000700
1.279858,0.997278
1.280764,1.004260
1.284376,1.006020
1.287078,1.003600
1.287978,1.005820
1.291572,0.994113
1.294260,1.006710
1.295154,1.005080
1.298726,0.994641
1.301400,1.000030
1.305844,1.004900
1.308502,0.998860
1.309386,1.004740
1.312922,0.997881
1.315566,1.000530
1.316446,1.006650
1.322592,0.998547
1.323466,1.003310
1.326964,1.007070
1.329580,1.003470
1.333930,1.013970
1.336532,1.007350
1.337398,1.006680
1.340858,1.003060
1.343448,1.000120
1.344310,0.994360
1.347752,1.004810
1.350328,0.989436
1.351186,1.005640
1.354612,0.998555
1.357174,0.995952
1.361436,1.007630
1.363986,1.001420
1.364836,0.997959
1.368226,0.992018
