# k (1/bohr), S(k)
0.138951,0.033814
0.160447,0.043167
0.226906,0.078199
0.266071,0.109280
0.277902,0.109687
0.320893,0.145492
0.349687,0.174060
0.358770,0.182124
0.393013,0.215488
0.416853,0.243685
0.453813,0.273478
0.474607,0.300578
0.481340,0.310828
0.507377,0.337899
0.526060,0.380349
0.532140,0.368823
0.555803,0.414146
0.572910,0.426510
0.578500,0.430573
0.600337,0.450865
0.616207,0.466153
0.641787,0.486055
0.656657,0.530369
0.661540,0.518683
0.680717,0.551701
0.694753,0.565473
0.699370,0.555776
0.717540,0.592466
0.730870,0.601831
0.735260,0.601988
0.752563,0.649954
0.765283,0.644604
0.786027,0.680446
0.798213,0.687567
0.802233,0.701127
0.818120,0.709675
0.829837,0.719315
0.833707,0.682149
0.860300,0.750788
0.864033,0.737112
0.878803,0.759538
0.889720,0.765118
0.907623,0.815670
0.918200,0.809552
0.921697,0.800486
0.935557,0.812655
0.945820,0.822697
0.949217,0.827883
0.962680,0.838267
0.972657,0.846474
0.975960,0.886882
0.989060,0.865686
0.998773,0.860272
1.014753,0.905645
1.024223,0.895772
1.027360,0.903107
1.039813,0.894677
1.049057,0.913615
1.052120,0.885670
1.064283,0.913831
1.073317,0.914370
1.076310,0.924282
1.088203,0.925113
1.097037,0.953438
1.111607,0.916153
1.120260,0.933411
1.123127,0.954901
1.134530,0.956428
1.143007,0.958251
1.145820,0.945810
1.156997,0.937636
1.165313,0.961115
1.168070,0.979084
1.179037,0.968749
1.187197,0.966807
1.200673,0.972525
1.208687,0.974806
1.211347,0.977709
1.221927,0.995212
1.229800,0.982329
1.232413,0.969347
1.250560,0.981092
1.253130,0.982593
1.263360,0.981290
1.270977,0.994266
1.283573,0.983215
1.291073,0.989278
1.293563,0.988627
1.303477,0.989898
1.310860,0.988430
1.313313,1.000440
1.323077,0.985494
1.330353,0.988527
1.332770,0.995876
1.342393,1.001040
1.349567,0.977735
1.361437,0.997523
1.368507,0.995080
1.370857,0.984984
1.380217,0.989461
1.387193,0.996414
1.389510,0.995321
1.398743,1.002900
1.405627,0.989979
1.407913,1.006790
1.417027,0.999542
1.423823,0.995160
1.435080,0.990970
1.441790,0.992090
1.444020,0.994303
1.452907,1.008130
1.459537,0.998152
1.461740,0.994665
1.470520,0.982098
1.477070,0.996313
1.479247,0.996543
1.487923,0.999387
1.494397,1.011870
1.505123,1.001970
1.511523,1.002010
1.513650,0.997528
1.522130,0.998475
1.528460,0.995784
1.530563,0.989207
1.545210,0.994564
1.547293,1.002090
1.555590,1.006060
1.561783,1.002870
1.572050,0.983158
1.578180,0.999995
1.580217,1.010070
1.588343,0.989272
1.594407,0.996996
1.596423,0.988554
1.604467,0.983474
1.610473,0.997619
1.612470,0.999227
1.620433,1.008300
1.626380,0.997252
1.636243,1.005460
1.642130,1.000440
1.644090,0.992538
1.651900,0.993869
1.657733,1.005610
1.659673,1.000410
1.667410,1.007220
1.673190,1.003320
1.675113,0.999839
1.682780,1.004420
1.688507,0.998609
1.703683,0.999969
1.705573,1.006230
1.713103,0.995755
1.718730,1.004270
1.720600,0.995370
1.728063,0.996743
1.733643,0.996324
1.735497,1.001690
1.742897,0.996579
1.748427,1.004520
1.757607,1.005920
1.763090,1.006790
1.764913,0.997775
1.772193,0.990231
1.777630,1.003660
1.779440,1.005120
1.792053,1.002280
1.793850,0.992646
1.801010,0.997660
1.806363,0.986685
1.815247,1.012720
1.820557,0.994117
1.822323,1.007090
1.829373,0.994255
1.834643,0.998338
1.836397,1.001960
1.843393,0.996101
1.848623,1.000340
1.850363,0.995229
1.857307,0.992999
1.862497,0.997956
1.871113,1.009270
1.876267,0.985151
1.877980,0.990778
1.884823,0.994824
1.889937,1.001240
1.891640,0.999209
1.898430,1.010430
1.903510,1.003540
1.905200,0.997843
1.911943,0.998000
1.916987,0.998611
1.925360,0.999564
1.930370,1.006240
1.932033,1.002760
1.938687,1.001270
1.943660,0.999443
1.945313,0.996684
1.951920,1.004250
1.956860,0.995553
1.958503,0.996766
1.965063,0.996007
1.969970,0.993386
1.978120,1.003290
1.982993,0.990998
1.984617,0.996620
1.991093,0.999532
1.995933,0.998219
1.997547,0.997329
2.008790,1.001950
2.010393,1.007640
2.016783,0.996756
2.021567,0.992997
2.029510,0.999745
2.034260,0.997546
2.035840,0.998939
2.042153,0.998115
2.046877,1.002100
2.048447,1.000460
2.054720,1.000190
2.059413,0.998869
2.060977,1.006580
2.067213,0.996229
2.071877,0.993761
2.079627,0.999335
2.084263,0.999684
2.085807,0.984815
2.091970,0.997213
2.096580,1.005450
2.098113,0.992240
2.104240,1.018770
2.108823,1.005390
2.110347,1.004110
2.116437,0.997927
2.120993,0.997013
2.128567,0.998360
2.133097,0.996273
2.134607,0.996579
2.140627,1.001040
2.145130,1.006040
2.146630,1.000010
2.152620,0.997481
2.157100,0.993761
2.158590,1.004000
2.164543,1.000910
2.169000,0.997456
2.176407,0.995309
2.180837,0.998749
2.182310,0.998602
2.188203,1.000440
2.192610,1.002060
2.194077,0.998469
2.204320,0.996955
2.205777,1.000260
2.211607,1.000550
2.215967,1.003350
2.223217,1.037150
2.227553,1.002010
2.228997,1.000510
2.234763,0.995523
2.239080,0.999702
2.240517,1.004440
2.246253,1.006680
2.250547,0.999967
2.251977,0.994277
2.257687,0.999526
2.261957,0.998791
2.269060,1.000120
2.273310,0.998662
2.274727,0.996381
2.280377,1.003350
