# k (1/bohr), S(k)
0.157806,0.037340
0.182219,0.047183
0.257696,0.096071
0.302176,0.127151
0.315612,0.138582
0.364437,0.191526
0.397137,0.210150
0.407453,0.222886
0.446343,0.250704
0.473417,0.274020
0.515393,0.302655
0.539010,0.335731
0.546657,0.350228
0.576227,0.366248
0.597443,0.400213
0.604350,0.412421
0.631223,0.435206
0.650650,0.458315
0.657000,0.464378
0.681800,0.489849
0.699823,0.511518
0.728877,0.531143
0.745763,0.560158
0.751307,0.563612
0.773090,0.589636
0.789030,0.595815
0.794273,0.596425
0.814907,0.629018
0.830047,0.635251
0.835030,0.634092
0.854683,0.653745
0.869127,0.674290
0.892687,0.684799
0.906527,0.711062
0.911093,0.705088
0.929137,0.727881
0.942443,0.738382
0.946837,0.730207
0.977040,0.768000
0.981277,0.767177
0.998053,0.771835
1.010453,0.776972
1.030783,0.797116
1.042793,0.814046
1.046767,0.832839
1.062510,0.838219
1.074163,0.839072
1.078020,0.855655
1.093313,0.850762
1.104643,0.870113
1.108393,0.872039
1.123273,0.860269
1.134303,0.876789
1.152453,0.904438
1.163207,0.899257
1.166770,0.886876
1.180913,0.902502
1.191410,0.921007
1.194887,0.908139
1.208703,0.926892
1.218960,0.931155
1.222360,0.937816
1.235867,0.945165
1.245903,0.937100
1.262450,0.965328
1.272273,0.940327
1.275530,0.956081
1.288480,0.962454
1.298110,0.961016
1.301303,0.970686
1.313997,0.976841
1.323440,0.972345
1.326573,0.977170
1.339030,0.975308
1.348297,0.983166
1.363600,0.971823
1.372700,0.991940
1.375720,0.980118
1.387737,0.985400
1.396680,0.989562
1.399650,0.995840
1.420253,0.998582
1.423173,1.001130
1.434793,1.005030
1.443443,1.005620
1.457750,1.013240
1.466267,1.017870
1.469093,1.006140
1.480353,1.007010
1.488740,1.004570
1.491523,1.028550
1.502613,1.028480
1.510877,1.014940
1.513623,1.019210
1.524550,1.007120
1.532697,1.020260
1.546177,1.009160
1.554210,1.013320
1.556877,1.017180
1.567503,1.011610
1.575430,1.022300
1.578060,1.034690
1.588547,1.015340
1.596367,1.016070
1.598963,1.018610
1.609313,1.023950
1.617030,1.019010
1.629813,1.010580
1.637437,1.010770
1.639970,1.019840
1.650060,1.015330
1.657590,1.025740
1.660093,1.011770
1.670063,1.033060
1.677500,1.009760
1.679973,1.006690
1.689827,1.015150
1.697180,1.010210
1.709363,1.021070
1.716633,1.003950
1.719047,1.010100
1.728680,1.021740
1.735867,1.010590
1.738257,1.005950
1.754890,1.006910
1.757253,1.007560
1.766677,1.011460
1.773710,1.011610
1.785373,0.992263
1.792333,1.012500
1.794647,1.001900
1.803873,1.002960
1.810763,1.000580
1.813053,1.010400
1.822187,1.030030
1.829007,1.008980
1.831277,1.005710
1.840320,1.009740
1.847073,1.005810
1.858273,1.000910
1.864963,1.004420
1.867187,1.007080
1.876057,1.000080
1.882683,0.989295
1.884887,0.992680
1.893673,1.008470
1.900237,1.016010
1.902420,1.005030
1.911127,0.997756
1.917630,0.997776
1.934867,1.004240
1.937013,1.002830
1.945563,1.003410
1.951953,1.003780
1.954080,1.016840
1.962557,1.007610
1.968890,1.004770
1.970997,1.001590
1.979403,0.991750
1.985683,1.004330
1.996107,1.005240
2.002333,1.004550
2.004407,0.995548
2.012673,1.000400
2.018850,1.008000
2.020903,1.002920
2.035230,1.010230
2.037267,1.001860
2.045400,1.003760
2.051480,1.005430
2.061570,1.006570
2.067600,1.006640
2.069607,0.999926
2.077613,1.011110
2.083597,0.998003
2.085590,0.999753
2.093533,0.991581
2.099473,1.002000
2.101450,1.007240
2.109333,1.003940
2.115230,1.005250
2.125017,1.009260
2.130870,0.996887
2.132817,0.999409
2.140587,0.999788
2.146393,1.011720
2.148327,1.002600
2.156040,1.005680
2.161810,0.998025
2.163727,1.014610
2.171387,1.012970
2.177113,0.999681
2.186627,1.001390
2.192313,0.999679
2.194203,1.008440
2.201757,1.003510
2.207407,1.001150
2.209283,0.998407
2.216787,1.016000
2.222397,1.004450
2.224263,0.995352
2.231713,0.997093
2.237287,1.004020
2.246543,1.010380
2.252080,0.996634
2.253920,1.003590
2.261277,0.992057
2.266773,1.003940
2.268607,0.995348
2.281377,0.997941
2.283193,1.002530
2.290453,0.999105
2.295883,0.999191
2.304907,1.003460
2.310300,0.996943
2.312097,1.000220
2.319267,1.011010
2.324630,1.003090
2.326413,0.998809
2.333540,0.996062
2.338870,0.998419
2.340643,1.006300
2.347723,1.005690
2.353023,0.997027
2.361823,1.005210
2.367090,0.997710
2.368843,1.004150
2.375843,1.000020
2.381077,0.996570
2.382820,0.997000
2.389777,1.001740
2.394980,0.996695
2.396713,0.999996
2.403630,0.997004
2.408807,1.001670
2.417403,1.003570
2.422550,0.999323
2.424263,0.996121
2.431100,1.003810
2.436217,0.994955
2.437920,0.992771
2.444720,1.001230
2.449810,1.006160
2.451503,0.997867
2.458267,0.995025
2.463327,1.002840
2.471737,0.995806
2.476767,1.001300
2.478443,1.000550
2.485133,0.997435
2.490137,0.994319
2.491803,0.999145
2.503437,1.004590
2.505093,0.997706
2.511713,1.004330
2.516663,1.004490
2.524897,1.019490
2.529823,1.005840
2.531463,1.009390
2.538013,1.002260
2.542913,1.002320
2.544547,0.996654
2.551063,1.000460
2.555940,1.005850
2.557563,1.005400
2.564047,0.997519
2.568897,0.996419
2.576963,0.998415
2.581790,1.001660
2.583397,0.996196
2.589817,1.004390
