# r (bohr), g(r)
0.450000,0.172226
1.086396,0.244405
1.415820,0.313007
1.679424,0.357839
1.906230,0.413855
2.108502,0.452952
2.292858,0.501100
2.463381,0.540397
2.622792,0.571983
2.773026,0.614878
2.915505,0.647626
3.051330,0.676491
3.181350,0.700463
3.306240,0.728049
3.426600,0.752352
3.542850,0.775022
3.655410,0.792528
3.764580,0.815031
3.870690,0.827343
3.973980,0.841822
4.074630,0.861258
4.172850,0.871198
4.268820,0.891543
4.362660,0.901227
4.454550,0.912999
4.544550,0.921157
4.632840,0.928278
4.719450,0.938244
4.804500,0.944316
4.888080,0.955043
4.970250,0.958602
5.051070,0.961478
5.130630,0.970047
5.208990,0.973208
5.286150,0.982854
5.362230,0.985604
5.437230,0.991988
5.511240,0.986598
5.584230,0.995395
5.656290,0.995204
5.727450,0.997313
5.797740,0.996886
5.867190,0.998101
5.935800,1.005560
6.003660,1.002450
6.070740,1.010020
6.137100,1.009510
6.202740,1.005400
6.267690,1.003890
6.331980,1.012310
6.395610,1.011970
6.458640,1.005970
6.521040,1.009890
6.582870,1.010770
6.644100,1.008450
6.704790,1.007810
6.764910,1.003870
6.824520,1.008450
6.883620,1.009060
6.942210,1.005820
7.000290,1.004320
7.057920,1.005130
7.115070,1.005470
7.171770,1.004550
7.228020,1.008610
7.283820,1.009100
7.339230,1.006790
7.394190,1.011620
7.448790,1.006910
7.502940,1.002480
7.556730,1.003940
7.610130,1.001560
7.663170,1.001480
7.715850,1.002450
7.768170,1.004290
7.820130,1.003510
7.871730,1.002790
7.923030,1.002380
7.973970,1.005330
8.024610,0.999990
8.074920,0.998379
8.124930,1.000930
8.174610,1.002570
8.224020,1.000310
8.273100,1.004940
8.321910,1.004350
8.370450,0.997337
8.418690,1.000850
8.466660,1.003920
8.514360,1.001140
8.561790,0.997033
8.608980,0.998301
8.655900,0.998899
8.702550,0.997148
8.748960,0.996476
8.795130,0.999235
8.841060,0.997713
8.886750,0.999585
8.932230,1.000020
8.977440,0.998117
9.022440,0.998004
9.067230,0.998633
9.111780,0.997845
9.156120,0.998215
9.200250,0.997731
9.244170,0.999316
9.287880,0.998327
9.331380,0.997034
9.374670,0.996885
9.417780,0.999238
9.460680,0.997366
9.503400,0.999211
9.545910,0.996060
9.588240,0.999206
9.630390,1.001850
9.672360,0.999158
9.714150,0.995318
9.755760,0.997552
9.797160,0.997793
9.838410,0.998313
9.879510,0.993706
9.920400,0.996930
9.961140,0.999124
10.001730,0.999309
10.042140,1.001140
10.082400,0.996561
10.122480,0.997029
10.162410,0.998925
10.202190,0.998004
10.241820,0.994902
10.281270,0.995007
10.320600,0.999454
10.359750,1.001830
10.398780,0.998471
10.437660,0.996336
10.476390,1.001110
10.514970,1.002010
10.553430,0.998765
10.591710,0.998874
10.629900,1.000810
10.667940,1.000960
10.705830,0.997637
10.743600,0.998443
10.781220,1.000360
10.818720,0.999616
10.856100,0.998624
10.893330,0.998098
10.930440,1.000210
10.967430,1.000430
11.004300,1.000190
11.041050,1.001100
11.077680,1.000040
11.114160,1.000960
11.150550,1.001100
11.186820,0.999778
11.222940,0.999049
11.258970,0.999700
11.294910,1.002260
11.330700,1.005940
11.366370,1.000910
11.401950,1.001700
11.437410,0.999170
11.472780,1.001450
11.508030,1.003240
11.543160,0.999154
11.578200,0.995818
11.613120,1.001190
11.647950,1.000760
11.682660,1.001890
11.717280,1.002120
11.751810,1.001230
11.786220,1.000170
11.820510,1.000450
11.854740,0.999644
11.888850,1.001630
11.922870,0.998951
11.956800,1.001520
11.990610,1.003100
12.024330,0.999347
12.057960,1.000980
12.091500,1.003770
12.124950,1.000810
12.158310,0.999642
12.191580,1.000230
12.224760,1.000730
12.257850,0.999994
12.290850,1.001810
12.323760,1.000550
12.356580,1.003940
12.389310,1.000090
12.421950,1.000590
12.454500,1.000800
12.486990,1.001570
12.519360,1.002100
12.551670,0.999862
12.583920,1.000210
12.616050,1.000530
12.648120,1.001830
12.680100,0.999355
12.711990,1.000930
12.743820,1.000710
12.775560,0.999023
12.807210,0.999558
12.838800,0.995893
12.870300,1.000060
12.901740,1.004150
12.933090,1.000960
12.964380,1.001370
12.995580,1.002150
13.026690,1.000750
13.057740,0.998728
13.088730,0.999737
13.119630,0.999720
13.150470,1.000830
13.181220,1.002570
13.211910,1.001550
13.242540,0.998333
13.273080,0.999451
13.303560,1.001530
13.333980,1.001960
13.364310,1.001770
13.394580,0.999977
13.424790,1.000490
13.454910,1.000260
13.484970,1.000170
13.514970,1.003250
13.544910,0.999745
13.574790,0.996205
13.604580,0.997788
13.634310,0.999264
13.664010,0.998566
13.693590,0.997389
13.723140,0.998363
13.752630,1.001500
13.782060,1.001950
13.811400,0.999756
13.840680,1.001210
13.869930,1.000550
13.899090,1.000690
13.928190,0.998212
13.957260,1.001060
13.986240,0.999785
14.015160,0.998306
14.044020,1.000160
14.072850,1.000450
14.101590,1.002150
14.130270,1.002870
14.158920,0.999876
14.187480,1.001160
14.216010,1.000960
14.244480,0.997496
14.272860,0.999797
14.301210,0.998579
14.329500,1.001160
14.357730,1.000890
14.385930,1.000290
14.414040,1.001400
14.442120,0.999049
14.470140,1.000850
14.498100,0.999992
14.526000,0.997671
14.553870,0.998585
14.581650,1.000580
14.609400,0.998230
14.637090,0.998353
14.664750,1.000430
14.692350,0.997270
14.719890,0.999011
14.747370,1.001000
14.774790,0.999375
14.802180,1.001830
14.829540,1.001500
14.856810,0.999294
14.884050,0.998844
14.911230,0.998438
14.938380,0.998954
14.965440,0.998509
14.992500,1.003050
15.019470,0.999389
15.046410,1.000490
15.073320,1.000790
15.100170,0.998331
15.126960,0.996498
