# r (bohr), g(r)
10.500000,0.000192
25.349240,0.001724
33.035800,0.007654
39.186560,0.019889
44.478700,0.040475
49.198380,0.071385
53.500020,0.108520
57.478890,0.159785
61.198480,0.212305
64.703940,0.276512
68.028450,0.339127
71.197700,0.406649
74.231500,0.477897
77.145600,0.543710
79.954000,0.612177
82.666500,0.674405
85.292900,0.730306
87.840200,0.782569
90.316100,0.832257
92.726200,0.878320
95.074700,0.913776
97.366500,0.946219
99.605800,0.977592
101.795400,1.007180
103.939500,1.028490
106.039500,1.048990
108.099600,1.058070
110.120500,1.071590
112.105000,1.081950
114.055200,1.086890
115.972500,1.096630
117.858300,1.091530
119.714700,1.095650
121.543100,1.097420
123.343500,1.092320
125.118700,1.094720
126.868700,1.089960
128.595600,1.086300
130.298700,1.086510
131.980100,1.077970
133.640500,1.074920
135.280600,1.069980
136.901100,1.064950
138.502000,1.060170
140.085400,1.058100
141.650600,1.050110
143.199000,1.041740
144.730600,1.041510
146.246100,1.031530
147.746200,1.027600
149.230900,1.027430
150.701600,1.022810
152.157600,1.016760
153.600300,1.015450
155.029000,1.010230
156.445100,1.009440
157.847900,1.004770
159.238800,1.001930
160.617800,1.001940
161.984900,1.002910
163.340100,0.999526
164.684800,0.999653
166.018300,0.995702
167.341300,0.994558
168.653800,0.993362
169.955800,0.992927
171.248700,0.992416
172.531100,0.991076
173.805100,0.991062
175.068600,0.991124
176.323700,0.993560
177.569700,0.987040
178.807300,0.986985
180.036500,0.991305
181.257300,0.986652
182.469700,0.986312
183.673700,0.985359
184.870700,0.987368
186.059300,0.986465
187.240900,0.986239
188.414800,0.981914
189.581700,0.986060
190.740900,0.984822
191.893800,0.985921
193.039000,0.985000
194.177900,0.984472
195.310500,0.984805
196.436100,0.985631
197.555400,0.987953
198.668400,0.984735
199.775100,0.986807
200.876200,0.984333
201.971000,0.989279
203.059500,0.987198
204.142400,0.988494
205.219700,0.987641
206.291400,0.988823
207.357500,0.985602
208.418700,0.986539
209.473600,0.989912
210.523600,0.990355
211.568700,0.989396
212.608200,0.991701
213.642800,0.993258
214.672500,0.992514
215.697300,0.993684
216.717200,0.991980
217.732200,0.994305
218.742300,0.996266
219.748200,0.996217
220.749200,0.994768
221.746000,0.994593
222.737900,0.997205
223.725600,0.999051
224.709100,0.999882
225.688400,1.000690
226.663500,1.000650
227.634400,1.000650
228.600400,1.000420
229.562900,1.002540
230.521900,1.003550
231.476000,1.002880
232.426600,1.003450
233.373700,1.002560
234.316600,1.001490
235.256000,1.005530
236.191200,1.004270
237.122900,1.002060
238.051100,1.006060
238.975800,1.003820
239.896300,1.003850
240.814000,1.003550
241.727500,1.004290
242.638200,1.002760
243.545400,1.003510
244.449100,1.005410
245.349300,1.005290
246.246700,1.004210
247.139900,1.003300
248.031000,1.005560
248.918600,1.006910
249.802700,1.003750
250.684000,1.004960
251.561800,1.006970
252.436800,1.004940
253.309000,1.003740
254.177700,1.004350
255.043600,1.004310
255.906700,1.006700
256.767000,1.004030
257.624500,1.004240
258.479200,1.004560
