# k (1/bohr), S(k)
0.009468,0.009574
0.010933,0.011661
0.015462,0.022826
0.018131,0.032368
0.018937,0.036338
0.021866,0.047111
0.023828,0.061490
0.024447,0.061044
0.026781,0.077673
0.028405,0.089148
0.030924,0.114656
0.032341,0.113391
0.032799,0.132750
0.034574,0.131920
0.035847,0.162493
0.036261,0.146422
0.037873,0.149052
0.039039,0.171929
0.039420,0.198941
0.040908,0.211688
0.041989,0.214760
0.043733,0.281578
0.044746,0.247757
0.045078,0.268238
0.046385,0.264170
0.047342,0.278511
0.047656,0.288475
0.048894,0.296990
0.049803,0.310823
0.050102,0.328934
0.051281,0.356704
0.052148,0.372678
0.053561,0.355447
0.054392,0.416165
0.054666,0.420007
0.055748,0.459828
0.056547,0.478593
0.056810,0.472665
0.058622,0.532612
0.058877,0.546497
0.059883,0.537268
0.060627,0.530715
0.061847,0.549569
0.062568,0.615366
0.062806,0.623207
0.063751,0.689034
0.064450,0.718627
0.064681,0.771375
0.065599,0.728123
0.066279,0.804773
0.066504,0.760207
0.067396,0.757869
0.068058,0.861744
0.069147,0.779381
0.069792,0.835525
0.070006,0.807895
0.070855,0.890710
0.071485,0.899063
0.071693,0.827084
0.072522,0.896297
0.073138,0.984705
0.073342,0.980345
0.074152,0.998496
0.074754,1.107540
0.075747,1.037060
0.076336,1.050870
0.076532,0.940610
0.077309,1.068720
0.077887,1.053530
0.078078,1.059330
0.078840,0.976769
0.079406,1.166200
0.079594,1.116070
0.080342,1.170290
0.080898,1.192400
0.081816,1.200650
0.082362,1.208920
0.082543,1.170560
0.083264,1.249850
0.083801,1.192810
0.083979,1.232110
0.085215,1.185470
0.085390,1.137150
0.086088,1.200530
0.086607,1.201550
0.087465,0.939518
0.087976,1.144790
0.088146,1.228890
0.088821,1.124640
0.089324,1.212670
0.089491,1.228400
0.090157,1.180470
0.090653,1.174790
0.090817,1.115260
0.091473,1.184730
0.091962,1.142120
0.092771,1.051240
0.093253,1.145430
0.093413,1.262860
0.094050,1.195120
0.094526,1.165960
0.094684,1.173410
0.095313,1.178800
0.095782,1.203580
0.095938,1.187510
0.096559,1.160940
0.097022,1.147210
0.097789,1.047440
0.098246,1.117660
0.098398,1.107540
0.099004,1.062900
0.099455,1.077800
0.099606,1.079550
0.100204,1.125200
0.100650,1.156040
0.100798,1.111460
0.101390,1.104020
0.101831,1.055110
0.102562,1.054410
0.102998,1.115670
0.103143,1.065860
0.103721,1.110680
0.104152,1.066170
0.104295,1.030420
0.105293,1.042180
0.105435,1.046360
0.106001,1.019710
0.106423,1.031370
0.107122,1.100490
0.107540,1.041990
0.107679,0.996497
0.108232,1.014270
0.108646,1.007090
0.108783,1.020700
0.109331,0.983268
0.109740,1.033900
0.109877,0.996199
0.110419,1.045320
0.110824,1.017670
0.111496,0.998458
0.111898,1.018070
0.112031,1.023560
0.112563,1.047230
0.112961,0.985080
0.113093,1.036350
0.113620,0.983813
0.114014,0.998613
0.114145,0.979221
0.114668,1.007940
0.115058,0.986761
0.116092,0.978494
0.116221,0.965909
0.116734,1.024840
0.117117,0.991850
0.117245,1.012190
0.117753,0.981572
0.118133,0.992685
0.118260,1.007110
0.118764,0.981298
0.119141,0.987267
0.119766,0.981420
0.120140,0.981014
0.120264,1.000580
0.120760,0.979264
0.121131,0.977995
0.121254,1.009670
0.122114,0.988501
0.122236,0.992913
0.122724,0.984106
0.123089,0.979270
0.123694,0.988249
0.124056,0.975044
0.124176,0.968652
0.124657,1.006910
0.125016,1.014540
0.125135,0.973556
0.125612,0.975638
0.125968,0.980184
0.126087,0.978586
0.126560,0.986161
0.126914,0.987947
0.127501,0.957380
0.127852,1.000200
0.127969,0.970688
0.128435,0.969517
0.128784,0.976526
0.128900,0.990813
0.129362,1.009500
0.129709,0.962392
0.129824,0.983425
0.130283,0.974606
0.130627,0.953296
0.131198,0.960044
0.131539,0.991961
0.131652,0.953397
0.132105,0.965589
0.132444,0.984385
0.132557,0.972332
0.133007,0.986123
0.133344,0.966007
0.133456,0.976236
0.133903,1.000960
0.134237,0.981923
0.134793,0.983655
0.135125,0.977097
0.135235,0.982458
0.135677,0.989078
0.136006,0.997328
0.136116,0.997924
0.136883,0.981855
0.136992,0.972085
0.137427,0.982553
0.137753,0.987618
0.138294,0.985252
0.138618,0.999593
0.138726,0.964278
0.139156,0.974196
0.139478,0.990811
0.139585,0.962519
0.140012,0.965092
0.140332,0.991879
0.140439,0.972178
0.140863,0.971633
0.141181,0.973853
0.141709,0.988702
0.142025,0.983658
0.142131,0.984212
0.142551,0.990645
0.142865,0.981075
0.142969,0.991120
0.143387,0.971480
0.143699,0.996306
0.143803,0.991991
0.144218,0.995446
0.144528,0.977946
0.145044,1.001840
0.145353,0.992113
0.145456,0.993777
0.145866,0.982109
0.146173,0.986376
0.146275,0.998835
0.146683,1.025910
0.146989,0.992956
0.147090,0.988543
0.147496,0.990580
0.147800,1.000670
0.148304,0.990454
0.148606,0.998316
0.148707,0.990529
0.149108,0.990862
0.149408,1.005660
0.149508,1.003060
0.150206,0.995111
0.150306,0.995734
0.150703,0.976883
0.151000,0.981649
0.151494,1.016390
0.151789,0.988890
0.151888,1.004510
0.152281,0.994543
0.152575,0.991974
0.152673,0.975240
0.153064,0.986222
0.153356,1.000810
0.153454,0.990439
0.153843,0.991462
0.154134,0.991239
0.154618,1.000390
0.154907,0.996920
0.155004,1.008680
0.155389,0.999131
