# r (bohr), g(r)
7.500000,0.000293
18.106600,0.002352
23.597000,0.008526
27.990400,0.023238
31.770500,0.046061
35.141700,0.075793
38.214300,0.115199
41.056350,0.164255
43.713200,0.214972
46.217100,0.277531
48.591750,0.342213
50.855500,0.402369
53.022500,0.467360
55.104000,0.536037
57.110000,0.599451
59.047500,0.658015
60.923500,0.715240
62.743000,0.772188
64.511500,0.818924
66.233000,0.866681
67.910500,0.900507
69.547500,0.943632
71.147000,0.969780
72.711000,0.995920
74.242500,1.021640
75.742500,1.039440
77.214000,1.053910
78.657500,1.064480
80.075000,1.077400
81.468000,1.082430
82.837500,1.085880
84.184500,1.089650
85.510500,1.093940
86.816500,1.093910
88.102500,1.094920
89.370500,1.098030
90.620500,1.094240
91.854000,1.090100
93.070500,1.084620
94.271500,1.087270
95.457500,1.078030
96.629000,1.080370
97.786500,1.073140
98.930000,1.066670
100.061000,1.062560
101.179000,1.055410
102.285000,1.053560
103.379000,1.047510
104.461500,1.043260
105.533000,1.035600
106.593500,1.035230
107.644000,1.028410
108.684000,1.025640
109.714500,1.018010
110.735000,1.015130
111.746500,1.012650
112.748500,1.005590
113.742000,1.006620
114.727000,1.002910
115.703500,1.001800
116.671500,0.995624
117.632000,0.996763
118.584500,0.992506
119.529500,0.991237
120.467000,0.990576
121.397000,0.989359
122.320500,0.991507
123.236500,0.984806
124.146500,0.985673
125.049000,0.983908
125.945500,0.986362
126.835500,0.984609
127.719500,0.987255
128.597500,0.984269
129.469500,0.984949
130.335500,0.988208
131.195500,0.980232
132.050500,0.983000
132.899500,0.984593
133.743500,0.985790
134.582000,0.983668
135.415500,0.984725
136.243500,0.985591
137.067000,0.989802
137.885000,0.988422
138.698500,0.988989
139.507500,0.986383
140.311500,0.989383
141.111000,0.994449
141.906000,0.989898
142.696500,0.988313
143.483000,0.988853
144.265000,0.987892
145.042500,0.991820
145.816000,0.993230
146.585500,0.992480
147.351000,0.993134
148.112500,0.994560
148.870500,0.992600
149.624000,0.993969
150.374000,0.995238
151.120500,0.996443
151.863000,0.995799
152.602000,0.996684
153.337500,0.991770
154.069500,0.995835
154.798000,0.999272
155.523000,0.998595
156.244500,0.999065
156.963000,1.001440
157.678000,1.003460
158.390000,0.998236
159.098500,0.999921
159.804000,1.001300
160.506500,1.000260
161.206000,0.998536
161.902500,1.002880
162.596000,1.002560
163.286000,0.998304
163.973500,0.996749
164.658500,0.999847
165.340000,0.998510
166.019000,1.000110
166.695500,0.999003
167.369000,0.999318
168.040000,1.002680
168.708000,1.002900
169.373500,1.001840
170.036500,0.999556
170.697000,1.003670
171.354500,0.997300
172.010000,0.998972
172.662500,1.000450
173.313000,0.999171
173.961000,0.999698
174.606500,0.999103
175.249500,1.000310
175.890500,0.998522
176.528500,0.998354
