# k (1/bohr), S(k)
0.052107,0.017299
0.060167,0.024991
0.085090,0.042696
0.099777,0.063182
0.104213,0.070585
0.120335,0.097742
0.131133,0.121743
0.134539,0.123650
0.147380,0.145689
0.156320,0.157428
0.170180,0.183642
0.177978,0.205318
0.180503,0.210019
0.190266,0.232363
0.197272,0.252825
0.199552,0.280008
0.208426,0.299599
0.214841,0.307326
0.216938,0.313454
0.225126,0.340638
0.231077,0.352861
0.240670,0.366390
0.246246,0.409250
0.248078,0.407428
0.255269,0.416442
0.260533,0.436318
0.262264,0.441955
0.269078,0.476481
0.274076,0.475037
0.275722,0.484346
0.282211,0.508143
0.286981,0.515738
0.294760,0.542995
0.299330,0.559972
0.300837,0.586117
0.306795,0.589885
0.311189,0.608849
0.312640,0.631299
0.322613,0.649774
0.324012,0.624456
0.329551,0.667333
0.333645,0.658524
0.340359,0.718621
0.344325,0.698817
0.345636,0.723048
0.350834,0.720821
0.354683,0.727089
0.355956,0.727609
0.361005,0.751681
0.364746,0.760636
0.365985,0.761080
0.370897,0.770366
0.374540,0.808037
0.380532,0.844552
0.384084,0.841994
0.385260,0.816202
0.389930,0.856825
0.393396,0.863785
0.394545,0.870884
0.399106,0.849099
0.402494,0.868677
0.403616,0.865960
0.408076,0.891392
0.411389,0.885433
0.416853,0.890391
0.420098,0.913282
0.421173,0.921776
0.425449,0.927820
0.428627,0.931299
0.429683,0.936723
0.433874,0.981106
0.436993,0.956841
0.438026,0.938730
0.442139,0.959287
0.445199,0.944062
0.450252,0.956630
0.453257,0.979169
0.454255,0.973392
0.458222,0.993360
0.461175,0.976843
0.462155,0.979831
0.468960,0.971331
0.469924,0.984995
0.473760,0.976779
0.476616,0.992373
0.481340,1.015410
0.484152,1.002020
0.485086,0.976382
0.488804,0.989336
0.491573,0.984315
0.492492,0.972086
0.496154,0.989516
0.498883,0.994556
0.499789,1.007160
0.503398,1.005470
0.506088,1.001030
0.510539,0.985422
0.513190,0.994635
0.514071,1.027720
0.517581,1.010540
0.520197,1.012950
0.521066,0.988344
0.524529,1.019350
0.527110,1.003280
0.527968,0.992443
0.531385,0.988468
0.533934,1.013850
0.538155,1.020290
0.540671,1.018490
0.541508,1.012850
0.544840,1.008070
0.547326,1.004000
0.548153,1.016340
0.551445,1.009480
0.553901,1.011590
0.554717,1.015720
0.557971,1.006530
0.560399,1.020980
0.564421,1.032870
0.566821,1.013670
0.567619,1.017600
0.570799,1.018230
0.573172,1.021310
0.573961,1.030910
0.579454,0.999952
0.580235,1.016470
0.583346,1.009720
0.585669,1.015570
0.589519,1.001010
0.591817,1.006620
0.592581,0.994253
0.595629,1.015240
0.597903,1.013590
0.598659,1.010360
0.601675,1.014820
0.603927,1.019730
0.604676,1.009730
0.607662,1.013380
0.609892,0.999731
0.613591,1.006490
0.615799,1.010210
0.616534,1.004560
0.619463,1.003380
0.621650,1.010980
0.622378,1.015700
0.625279,0.999362
0.627446,1.025380
0.628167,1.013720
0.631042,1.012170
0.633190,1.016180
0.638881,1.017270
0.639590,1.005610
0.642414,1.018580
0.644524,1.010110
0.645225,1.013630
0.648024,1.020170
0.650116,1.018780
0.650811,1.002290
0.653586,1.002850
0.655660,1.000730
0.659103,1.007550
0.661159,1.000360
0.661843,1.010660
0.664573,1.012950
0.666611,1.010480
0.667290,1.015530
0.672020,1.018000
0.672694,1.004070
0.675379,1.002500
0.677386,1.004720
0.680717,1.012180
0.682709,1.007340
0.683371,1.013250
0.686015,0.984798
0.687991,1.016000
0.688649,1.014160
0.691272,1.010480
0.693234,0.999824
0.693886,1.004520
0.696490,1.000510
0.698436,1.012440
0.701667,1.006390
0.703600,0.997189
0.704242,1.000810
0.706809,1.009740
0.708726,1.005470
0.709365,1.001900
0.711911,1.016510
0.713816,1.001910
0.714450,1.010130
0.716979,1.013740
0.718870,1.008870
0.722010,0.986465
0.723889,1.004200
0.724513,1.022570
0.727008,1.002900
0.728873,1.005800
0.729492,0.996465
0.731970,0.987504
0.733823,1.008150
0.734439,1.007440
0.736899,1.005860
0.738739,0.998056
0.741795,1.006270
0.743622,1.014890
0.744231,1.009500
0.746660,1.007410
0.748475,1.013480
0.749080,0.994343
0.753296,1.013300
0.753897,0.996805
0.756294,1.005780
0.758088,1.003210
0.761066,0.999154
0.762848,1.000750
0.763440,1.009340
0.765807,1.008920
0.767579,1.000200
0.768168,0.988014
0.770520,1.001790
0.772280,1.003760
0.772866,0.998342
0.775205,0.993132
0.776954,1.012460
0.779860,0.996344
0.781599,1.001110
0.782177,1.003790
0.784489,1.005010
0.786218,1.003960
0.786793,0.996207
0.789090,0.998187
0.790809,1.004110
0.791380,1.007200
0.793664,0.999967
0.795373,0.997953
0.798212,1.002090
0.799911,1.003140
0.800477,1.000990
0.802735,0.998145
0.804424,1.004550
0.804986,0.996303
0.807233,1.005980
0.808913,0.997032
0.809471,1.000850
0.811704,1.003710
0.813375,1.004730
0.816152,1.007620
0.817814,1.000860
0.818366,0.996821
0.820576,0.993379
0.822229,1.000460
0.822779,1.006540
0.826620,1.000120
0.827166,0.997763
0.829353,1.006260
0.830987,1.007550
0.833706,0.992055
0.835333,1.001260
0.835874,1.011800
0.838036,0.998885
0.839655,0.999258
0.840194,1.003410
0.842345,0.992845
0.843955,1.001180
0.844491,0.997310
0.846633,1.008760
0.848234,0.988570
0.850897,0.994903
0.852491,1.000360
0.853023,1.000130
0.855141,0.994033
