# k (1/bohr), S(k)
0.059177,0.067904
0.068332,0.084004
0.096636,0.152023
0.113316,0.186638
0.118355,0.224899
0.136664,0.260545
0.148926,0.296867
0.152795,0.311735
0.167379,0.344081
0.177531,0.367076
0.193273,0.404831
0.202129,0.432283
0.204996,0.434529
0.216085,0.462126
0.224041,0.489470
0.226631,0.491994
0.236709,0.532361
0.243994,0.535463
0.246375,0.539279
0.255675,0.571009
0.262434,0.576809
0.273329,0.604744
0.279661,0.617434
0.281740,0.620214
0.289909,0.625491
0.295886,0.651753
0.297853,0.659251
0.305590,0.670946
0.311267,0.676375
0.313136,0.680245
0.320506,0.692725
0.325923,0.714306
0.334757,0.743425
0.339948,0.751847
0.341660,0.746097
0.348426,0.762117
0.353416,0.760864
0.355064,0.758711
0.366390,0.780929
0.367979,0.795064
0.374270,0.801069
0.378920,0.808248
0.386544,0.823989
0.391047,0.822236
0.392537,0.838361
0.398441,0.831914
0.402811,0.850037
0.404257,0.858096
0.409992,0.852491
0.414241,0.863866
0.415648,0.875363
0.421227,0.881142
0.425364,0.891978
0.432170,0.904351
0.436202,0.897017
0.437539,0.897465
0.442842,0.902356
0.446779,0.908719
0.448082,0.920271
0.453264,0.917359
0.457110,0.920466
0.458385,0.918426
0.463450,0.927230
0.467214,0.923559
0.473419,0.965325
0.477102,0.949622
0.478324,0.928838
0.483180,0.949354
0.486791,0.952505
0.487989,0.950234
0.492749,0.976583
0.496290,0.962243
0.497465,0.968072
0.502136,0.959525
0.505611,0.967112
0.511350,0.959549
0.514763,0.973427
0.515895,0.974879
0.520401,0.974949
0.523755,1.000670
0.524869,0.982880
0.532595,0.993850
0.533690,0.989081
0.538048,0.992238
0.541291,0.990073
0.546656,1.042660
0.549850,0.998718
0.550910,1.000800
0.555133,0.999277
0.558277,0.991861
0.559321,1.006370
0.563480,1.009820
0.566579,1.001110
0.567609,0.998946
0.571706,0.994904
0.574761,0.997551
0.579816,0.985238
0.582829,1.007550
0.583829,1.002360
0.587815,1.005960
0.590786,1.009220
0.591773,1.011140
0.595705,1.009680
0.598638,1.000160
0.599611,1.000680
0.603492,1.001080
0.606386,1.008080
0.611180,0.988265
0.614039,1.002860
0.614989,1.004010
0.618772,1.003800
0.621596,1.008330
0.622535,0.995589
0.626274,1.007550
0.629062,1.006490
0.629990,0.999170
0.633685,1.011520
0.636443,1.004670
0.641011,0.999017
0.643737,1.001390
0.644643,1.001100
0.648255,1.001380
0.650950,1.001880
0.651846,1.003680
0.658084,1.000900
0.658970,1.005980
0.662504,1.004570
0.665141,1.001140
0.669515,0.990258
0.672125,0.999846
0.672992,1.009460
0.676453,0.999951
0.679036,1.006800
0.679895,0.994559
0.683320,1.005120
0.685878,1.000760
0.686729,0.996517
0.690120,1.010560
0.692653,0.995559
0.696852,1.009880
0.699361,1.000860
0.700195,1.017730
0.703521,0.994450
0.706006,0.995105
0.706832,0.995887
0.710128,1.001880
0.712589,1.005240
0.713407,1.006280
0.716673,1.004180
0.719111,1.000310
0.725575,1.001320
0.726380,1.003650
0.729586,0.984695
0.731982,0.998837
0.732780,1.015680
0.735959,1.000850
0.738334,0.996855
0.739124,1.004300
0.742276,0.994903
0.744631,0.995179
0.748540,1.010130
0.750875,0.998528
0.751652,1.004380
0.754753,1.004640
0.757069,1.001570
0.757839,0.997824
0.763211,0.993035
0.763975,0.997770
0.767025,1.005530
0.769305,0.999035
0.773089,0.997780
0.775350,1.002610
0.776103,0.999864
0.779105,1.015740
0.781349,0.997079
0.782096,1.001310
0.785075,0.999675
0.787303,0.997645
0.788044,1.001030
0.791000,1.002000
0.793211,0.994860
0.796881,0.997799
0.799076,0.998497
0.799806,0.997005
0.802720,1.003860
0.804898,1.008740
0.805623,0.995725
0.808515,1.002870
0.810679,0.999771
0.811397,0.999189
0.814270,1.006860
0.816418,1.005990
0.819985,1.011050
0.822117,0.997476
0.822826,1.005640
0.825659,1.004400
0.827778,0.995730
0.828483,1.003750
0.831295,1.003370
0.833399,0.998329
0.834099,1.005250
0.836893,1.002770
0.838982,1.000700
0.842454,0.997150
0.844530,0.999839
0.845220,0.997812
0.847979,0.996071
0.850040,1.004800
0.850727,0.995485
0.855516,0.998278
0.856197,0.992011
0.858920,1.007550
0.860956,0.997566
0.864340,0.996679
0.866363,0.994483
0.867036,1.002330
0.869725,1.003780
0.871736,0.993607
0.872405,1.002280
0.875077,0.996538
0.877076,1.001830
0.877741,0.991443
0.880396,0.994817
0.882384,1.002910
0.885684,0.988511
0.887659,1.005080
0.888316,1.000890
0.890941,0.994498
0.892904,0.995325
0.893558,1.006650
0.896166,0.988782
0.898118,1.002580
0.898768,1.002050
0.901361,1.002370
0.903303,1.005010
0.906526,1.010390
0.908456,1.007940
0.909099,1.006220
0.911663,1.003100
0.913581,0.998567
0.914220,1.000770
0.916770,0.992180
0.918679,1.002380
0.919314,1.002780
0.921850,0.999091
0.923748,0.998106
0.926901,0.997805
0.928787,1.004820
0.929416,1.003670
0.931925,0.995608
0.933801,0.997059
0.934426,1.003700
0.938789,1.002320
0.939410,1.001560
0.941893,0.993601
0.943749,1.006530
0.946836,1.002380
0.948684,1.006090
0.949299,0.987243
0.951755,1.001790
0.953592,1.002800
0.954205,1.004600
0.956649,0.990347
0.958477,1.002900
0.959086,1.000940
0.961518,0.997817
0.963336,1.000210
0.966361,0.995264
0.968171,1.004630
0.968774,0.998657
0.971181,0.999058
