# r (bohr), g(r)
1.200000,0.048929
2.897056,0.096286
3.775520,0.145852
4.478464,0.196205
5.083280,0.248794
5.622672,0.304671
6.114288,0.357619
6.569016,0.410395
6.994112,0.462120
7.394736,0.503129
7.774680,0.557007
8.136880,0.593507
8.483600,0.637288
8.816640,0.676505
9.137600,0.707984
9.447600,0.743750
9.747760,0.772039
10.038880,0.797334
10.321840,0.821569
10.597280,0.850561
10.865680,0.871682
11.127600,0.887283
11.383520,0.900229
11.633760,0.918624
11.878800,0.933311
12.118800,0.946869
12.354240,0.965037
12.585200,0.963239
12.812000,0.971959
13.034880,0.981758
13.254000,0.988532
13.469520,0.995480
13.681680,1.004480
13.890640,1.006870
14.096400,1.006820
14.299280,1.007870
14.499280,1.016460
14.696640,1.017100
14.891280,1.016150
15.083440,1.017640
15.273200,1.026220
15.460640,1.022220
15.645840,1.023390
15.828800,1.024930
16.009760,1.023340
16.188640,1.024430
16.365600,1.023620
16.540640,1.021710
16.713840,1.022080
16.885280,1.022840
17.054960,1.020550
17.223040,1.021100
17.389440,1.020150
17.554320,1.018940
17.717600,1.016840
17.879440,1.016720
18.039760,1.019040
18.198720,1.018580
18.356320,1.015220
18.512560,1.020270
18.667440,1.014860
18.821120,1.011730
18.973520,1.009920
19.124720,1.008760
19.274720,1.007010
19.423520,1.006550
19.571280,1.007850
19.717840,1.004390
19.863440,1.005220
20.007840,1.006940
20.151280,1.004530
20.293680,1.001090
20.435120,1.004530
20.575600,1.005850
20.715120,1.003300
20.853680,1.000400
20.991280,0.998790
21.128080,0.998070
21.263920,1.004130
21.398960,0.999213
21.533120,1.000280
21.666480,0.996509
21.798960,0.994216
21.930720,0.999661
22.061600,1.000730
22.191760,0.998824
22.321200,0.996913
22.449840,0.998131
22.577760,0.996608
22.704960,0.994182
22.831440,0.995879
22.957280,0.996333
23.082400,1.000560
23.206800,0.996143
23.330560,0.996204
23.453680,0.994353
23.576160,0.992865
23.698000,0.995360
23.819280,0.994781
23.939840,0.995694
24.059840,0.996152
24.179280,0.992063
24.298080,1.000970
24.416320,0.992539
24.534000,0.996567
24.651120,0.996284
24.767680,0.995351
24.883680,0.994935
24.999120,0.994703
25.114080,0.996806
25.228480,0.996834
25.342400,0.997369
25.455760,0.996140
25.568640,0.998456
25.681040,0.995023
25.792960,0.995797
25.904400,0.998609
26.015360,0.997190
26.125760,0.993632
26.235760,0.995355
26.345360,0.996318
26.454400,0.995866
26.563040,1.000900
26.671280,0.998397
26.779040,0.997076
26.886400,0.999476
26.993280,0.994938
27.099760,0.996241
27.205840,1.000290
27.311520,0.995939
27.416720,0.997592
27.521600,1.001490
27.626000,0.997375
27.730080,1.001940
27.833760,0.998696
27.937040,0.999432
28.039920,1.000060
28.142480,1.000020
28.244560,1.003080
28.346400,0.999057
28.447840,0.998795
28.548880,1.000370
28.649600,1.001640
28.749920,1.001720
28.849920,1.003840
28.949600,0.999136
29.048880,0.999720
29.147840,0.998461
29.246480,1.003510
29.344800,1.001800
29.442800,1.001580
29.540480,1.001810
29.637760,1.002670
29.734800,0.998555
29.831520,1.003790
29.927840,0.998929
30.023920,1.005130
30.119760,1.004260
30.215200,0.999174
30.310320,1.005450
30.405200,1.002060
30.499760,0.999509
30.594080,0.998443
30.688080,0.999391
30.781760,1.004770
30.875200,1.005770
30.968320,0.998477
31.061200,1.002860
31.153760,1.003330
31.246080,0.999812
31.338160,1.003610
31.429920,0.998192
31.521360,1.002700
31.612640,1.000500
31.703600,0.999312
31.794320,1.002390
31.884800,1.001810
31.974960,1.001760
32.064880,1.000070
32.154560,1.000300
32.244000,0.999532
32.333200,1.000930
32.422160,1.001950
32.510880,1.001000
32.599360,1.001910
32.687600,1.000530
32.775600,1.000650
32.863360,1.003270
32.950880,1.003230
33.038160,0.998064
33.125200,0.999575
33.212000,1.006500
33.298640,0.998147
33.384960,1.000140
33.471120,1.003330
33.557120,1.000460
33.642800,0.998746
33.728320,0.998047
33.813600,0.997421
33.898640,1.003530
33.983520,0.999280
34.068160,1.000790
34.152560,1.002440
34.236800,1.002320
34.320800,0.998931
34.404640,1.004420
34.488240,1.001200
34.571680,1.003160
34.654880,0.998530
34.737840,0.998293
34.820640,0.998703
34.903280,0.999939
34.985680,1.000270
35.067920,1.001620
35.149920,1.003430
35.231760,0.998919
35.313440,1.002960
35.394880,0.999492
35.476160,1.000050
35.557280,1.002600
35.638160,1.003090
35.718880,0.998147
35.799440,1.001200
35.879760,1.003840
35.959920,0.998720
36.039920,0.999971
36.119760,0.996847
36.199440,1.003020
36.278880,1.000950
36.358160,0.999659
36.437360,0.997542
36.516240,0.999137
36.595040,1.004990
36.673680,1.000600
36.752160,0.999219
36.830400,1.002430
36.908480,1.000530
36.986480,1.003790
37.064240,1.001720
37.141840,1.002920
37.219360,1.001440
37.296640,0.994285
37.373760,0.999416
37.450720,0.999205
37.527600,0.998011
37.604240,0.997899
37.680720,1.003400
37.757120,0.998708
37.833280,0.996531
37.909360,0.998897
37.985280,0.997976
38.060960,0.999675
38.136560,0.996992
38.212000,0.999261
38.287280,0.997536
38.362480,0.996884
38.437440,1.000050
38.512320,0.999924
38.587040,1.000080
38.661600,0.997704
38.736000,1.001080
38.810320,0.999647
38.884400,0.998371
38.958400,0.998951
39.032240,0.997110
39.106000,0.996447
39.179600,0.996850
39.253040,1.000220
39.326320,1.001350
39.399440,1.001970
39.472480,0.998781
39.545440,1.000660
39.618160,1.000860
39.690800,1.001090
39.763280,0.999667
39.835680,0.998914
39.907840,0.999770
39.980000,0.996815
40.051920,0.996541
40.123760,0.999348
40.195520,0.998775
40.267120,0.997075
40.338560,0.996186
40.409920,0.999507
40.481120,0.998120
40.552160,0.999712
40.623120,0.999502
40.694000,0.998970
40.764640,1.000120
40.835280,0.997591
40.905760,1.002090
40.976080,0.996442
41.046320,0.999433
41.116400,1.001260
41.186400,0.997146
41.256240,0.999222
41.326000,1.001260
41.395600,0.992895
41.465120,1.001210
41.534560,0.996560
41.603840,0.999705
41.672960,0.998901
41.742080,1.000970
41.810960,0.999840
41.879840,0.997881
41.948560,0.996068
42.017120,1.000310
42.085600,1.000150
42.154000,0.998533
42.222240,0.999606
42.290400,0.999890
42.358480,1.000970
42.426400,1.001570
42.494240,0.998745
42.561920,0.998938
42.629520,1.001550
42.697040,0.998176
42.764480,1.000020
42.831760,0.999111
42.898960,1.003720
42.966000,1.000450
43.032960,1.004420
43.099840,1.002730
43.166640,1.001540
43.233280,1.002700
43.299840,1.001500
43.366320,0.997885
43.432720,0.997702
43.498960,1.000180
43.565120,0.999673
43.631200,0.998720
43.697120,0.999874
43.762960,0.998875
43.828720,1.003240
43.894400,0.999953
43.960000,0.999723
44.025440,0.999313
44.090800,1.001930
44.156080,1.001870
44.221280,0.997513
44.286320,0.999205
44.351280,1.001340
44.416240,0.999208
44.480960,0.998801
44.545680,1.000580
44.610320,0.997145
44.674800,1.000620
44.739200,1.001010
44.803520,0.997694
44.867760,1.001780
44.931920,0.998942
44.996000,1.000660
45.059920,0.999521
45.123840,0.996541
45.187600,0.998298
45.251280,0.999460
45.314880,0.998789
45.378400,1.002990
45.441840,1.002730
45.505120,1.001490
45.568400,0.999764
45.631520,1.000600
45.694640,1.002630
45.757600,0.999761
45.820480,1.000630
45.883280,1.000010
45.946080,0.999819
46.008720,1.002900
46.071200,0.998937
46.133680,0.999027
46.196080,1.000240
46.258400,0.999019
46.320640,1.002010
46.382720,1.001260
46.444800,0.998665
46.506800,0.999517
46.568640,1.000840
46.630480,1.001080
46.692160,1.000520
46.753840,1.001050
46.815360,0.998848
46.876880,1.000960
46.938240,0.999470
46.999600,1.002890
47.060800,1.001200
47.121920,0.998270
47.183040,0.999545
47.244000,1.000790
47.304960,1.002860
47.365840,0.998121
47.426560,1.003280
47.487280,1.000530
47.547840,0.999468
47.608400,1.001760
47.668880,1.000550
47.729200,1.000330
47.789520,1.000090
47.849760,1.001210
47.909920,1.000020
47.970000,1.000460
48.030000,0.999080
48.089920,0.999654
48.149760,0.998671
48.209520,0.998675
48.269200,1.004160
48.328880,1.000950
48.388400,0.998061
48.447920,0.999803
48.507280,1.002050
48.566640,0.999792
48.625920,1.002070
48.685120,1.000530
48.744240,1.001140
48.803280,1.002590
48.862240,1.001030
48.921120,0.998692
48.980000,0.997999
49.038720,0.999775
49.097440,1.001210
49.156080,1.001420
49.214640,0.998578
49.273120,1.001570
49.331520,0.999146
49.389840,0.996515
49.448160,0.999046
49.506320,1.000430
49.564480,1.000080
49.622560,1.000300
49.680560,0.999783
49.738480,1.000610
49.796400,1.000010
49.854160,0.999364
49.911920,1.003370
49.969600,1.000210
50.027200,0.998779
50.084720,0.997947
50.142160,0.997487
50.199600,0.999741
50.256960,1.000650
50.314240,0.999692
50.371440,1.001310
50.428560,0.999760
50.485600,0.999207
50.542640,1.002450
50.599600,1.001380
50.656480,1.002830
50.713280,1.000550
50.770080,1.000470
50.826720,1.001700
50.883360,1.000230
50.939920,1.002720
50.996480,0.999608
51.052880,1.000630
51.109280,0.999460
51.165600,0.999589
51.221840,1.000690
51.278080,0.998553
51.334160,0.999263
51.390240,1.000110
51.446240,0.999502
51.502240,1.000670
51.558080,0.999830
51.613920,1.002400
51.669680,1.000840
51.725440,1.002000
51.781040,1.000110
51.836640,0.998766
51.892160,1.000350
51.947680,0.998613
52.003040,1.001500
52.058400,1.000940
52.113680,0.999219
52.168960,1.000190
52.224160,0.997140
52.279280,0.998981
52.334320,1.001930
52.389280,0.998409
52.444240,1.001520
52.499120,0.998877
52.554000,1.000390
52.608720,1.002510
52.663440,0.998352
52.718080,1.001340
52.772720,0.998583
52.827280,0.999924
52.881760,0.996965
52.936160,0.999283
52.990560,0.999405
53.044880,1.001430
53.099120,0.998561
53.153360,0.998466
53.207520,0.998136
53.261600,0.998624
53.315680,0.998887
53.369680,0.999391
53.423600,0.998819
53.477440,0.997836
53.531280,0.998228
53.585040,0.999412
53.638800,0.999170
53.692480,0.998849
53.746080,1.000080
53.799600,1.001770
53.853120,0.998220
53.906560,0.999164
53.960000,1.000610
54.013360,1.001290
54.066640,1.000170
54.119840,1.000830
54.173040,0.999432
54.226160,1.002900
