# r (bohr), g(r)
9.000000,0.000367
21.727920,0.002879
28.316400,0.010791
33.588480,0.028472
38.124600,0.053821
42.170040,0.090525
45.857160,0.133146
49.267620,0.183657
52.455840,0.239619
55.460520,0.297906
58.310100,0.368646
61.026600,0.430217
63.627000,0.497636
66.124800,0.561656
68.532000,0.619992
70.857000,0.678527
73.108200,0.734560
75.291600,0.786142
77.413800,0.830427
79.479600,0.871147
81.492600,0.905310
83.457000,0.942256
85.376400,0.970942
87.253200,0.993420
89.091000,1.015500
90.891000,1.030900
92.656800,1.052370
94.389000,1.057410
96.090000,1.068460
97.761600,1.072310
99.405000,1.077020
101.021400,1.085350
102.612600,1.084320
104.179800,1.086040
105.723000,1.087840
107.244600,1.084840
108.744600,1.087580
110.224800,1.076590
111.684600,1.078870
113.125800,1.075740
114.549000,1.067640
115.954800,1.063550
117.343800,1.065220
118.716000,1.055260
120.073200,1.054530
121.414800,1.047840
122.742000,1.046750
124.054800,1.039050
125.353800,1.033300
126.639600,1.035630
127.912200,1.028190
129.172800,1.026160
130.420800,1.023540
131.657400,1.018680
132.882000,1.014020
134.095800,1.015480
135.298200,1.009620
136.490400,1.009010
137.672400,1.002040
138.844200,1.001760
140.005800,1.000460
141.158400,0.996975
142.301400,0.994668
143.435400,0.994943
144.560400,0.994554
145.676400,0.990214
146.784600,0.986162
147.883800,0.987280
148.975800,0.986045
150.058800,0.986132
151.134600,0.983792
152.202600,0.984593
153.263400,0.984727
154.317000,0.986870
155.363400,0.984653
156.402600,0.982493
157.434600,0.982820
158.460600,0.984267
159.479400,0.983052
160.492200,0.978721
161.498400,0.982539
162.498600,0.982260
163.492200,0.983325
164.480400,0.983968
165.462000,0.984889
166.438200,0.983680
167.409000,0.985730
168.373800,0.986582
169.333200,0.985983
170.287200,0.988922
171.235800,0.988258
172.179600,0.990750
173.118000,0.986448
174.051000,0.988436
174.979200,0.993385
175.902600,0.994484
176.821200,0.992976
177.735000,0.996569
178.644600,0.993521
179.548800,0.993988
180.448800,0.995684
181.344600,0.998543
182.235600,0.996954
183.122400,0.996047
184.005000,1.000860
184.883400,0.999057
185.757600,0.997837
186.627600,1.000030
187.493400,0.997154
188.355600,0.999266
189.213600,1.000780
190.068000,1.003000
190.918200,1.003070
191.764800,1.000110
192.607800,1.004210
193.447200,1.004660
194.283000,1.003820
195.115200,1.005410
195.943200,1.006770
196.768200,1.004770
197.590200,1.002560
198.408000,1.004470
199.222800,1.003080
200.034600,1.005950
200.842800,1.004420
201.648000,1.001340
202.449600,1.004260
203.248200,1.004300
204.043800,1.006810
204.836400,1.003210
205.625400,1.004170
206.412000,1.003180
207.195000,1.004350
207.975600,1.006210
208.753200,1.008300
209.527800,1.000870
210.299400,1.001580
211.068600,1.007620
211.834200,1.005010
212.598000,1.006090
213.358800,1.002150
214.116600,0.999326
214.872000,1.002880
215.624400,1.001570
216.374400,1.001500
217.122000,1.002250
217.866600,1.002290
218.608800,1.001390
219.348600,1.004750
220.086000,1.000140
220.821000,1.001410
221.553600,0.999883
222.283200,1.000610
223.011000,1.001490
223.736400,1.000710
224.458800,1.001130
225.179400,1.004090
225.898200,1.003310
226.614000,0.999592
227.327400,1.001750
228.039000,1.001220
228.748200,1.001500
229.455600,1.002590
230.160600,1.001150
230.863200,1.001120
231.564000,0.998660
232.262400,0.998444
232.959000,1.001560
233.653200,1.003470
234.345600,1.002170
235.036200,1.001280
235.724400,0.999386
236.410200,1.001870
237.094800,1.000430
237.777000,1.001110
238.457400,1.002420
239.136000,0.998142
239.812200,0.996185
240.486600,1.002350
241.159200,1.000540
241.830000,0.999455
242.499000,1.001310
243.166200,1.000830
243.831600,0.999623
244.495200,0.997492
245.157000,0.999061
245.817000,0.998408
246.475200,1.000500
247.131600,1.000390
247.786200,1.003550
248.439000,0.999675
249.090000,1.000570
249.739800,0.999621
250.387200,0.998997
251.033400,0.999488
251.678400,1.000080
252.321000,0.999557
252.962400,0.998362
253.602000,1.001050
254.239800,0.997685
254.876400,0.999379
255.511200,0.999804
256.144200,1.001450
256.776000,1.002310
257.406000,1.000440
258.034800,1.000640
258.661800,0.997793
259.287600,1.002090
259.911600,1.000800
260.533800,0.999365
261.154800,0.999506
261.774600,0.997978
262.392600,1.002700
263.009400,0.999554
263.624400,0.999829
264.238200,0.998652
264.850800,0.997629
265.461600,1.000810
266.071200,1.000820
266.679600,0.997765
267.286200,0.999224
267.891600,1.000580
268.495800,1.000520
269.098200,0.999526
269.699400,0.999130
270.299400,0.998933
270.898200,0.997986
271.495800,0.998224
272.091600,0.997892
272.686200,0.999031
273.280200,0.998830
273.871800,1.000180
274.462800,0.997441
275.052600,0.998632
275.641200,0.999115
276.228000,0.998886
276.813600,0.999652
277.398600,0.997941
277.981800,0.998156
278.563800,0.999762
279.145200,0.998534
279.724800,0.999109
280.303200,1.000780
280.880400,0.996012
281.457000,0.999007
282.031800,0.999034
282.605400,0.999532
283.178400,0.998584
283.749600,0.998462
284.320200,1.000080
284.889600,0.998412
285.457200,0.999359
286.024200,0.998862
286.590000,1.000320
287.154600,1.000470
287.718600,0.998090
288.280800,1.001630
288.842400,0.999278
289.402800,0.998915
289.962000,0.999691
290.520000,1.000640
291.077400,0.999888
291.633000,1.001430
292.188000,0.999035
292.741800,1.000110
293.295000,1.002900
293.847000,0.998547
294.397800,1.000340
294.947400,1.002480
295.495800,0.998978
296.043600,1.000260
296.590800,1.004490
297.136200,1.000630
297.681000,1.002080
298.224600,0.999513
298.767600,1.001740
299.308800,0.998564
299.850000,1.002200
300.389400,0.999998
300.928200,1.000040
301.466400,1.001150
302.003400,1.002830
302.539200,1.003030
303.074400,1.001680
303.608400,1.003080
304.141200,1.001800
304.673400,1.002670
305.205000,0.999818
305.734800,1.002120
306.264600,0.998862
306.793200,0.998368
307.320600,1.001760
307.847400,1.000130
308.373000,1.001010
308.898000,1.000870
309.421800,1.001600
309.945000,0.996659
310.467000,0.999093
310.988400,0.999848
311.509200,0.998942
312.028800,1.000680
312.547200,1.001790
313.065600,0.997531
313.582200,1.001430
314.098800,0.998741
314.614200,0.999507
315.128400,0.998593
315.642000,0.998555
316.155000,0.999934
316.666800,0.999027
317.178000,1.000370
317.688600,1.003930
318.198000,0.998055
318.706800,0.996665
319.214400,1.000720
319.721400,0.997766
320.227800,0.998621
320.733600,1.000790
321.238200,1.000600
321.742200,0.999143
322.245000,1.000320
322.747200,0.999498
323.248800,0.999732
323.749800,0.998730
324.249600,0.999490
324.748800,0.999027
325.247400,0.997429
325.745400,0.998230
326.242200,0.998959
326.738400,0.999540
327.234000,0.998906
327.728400,0.999467
328.222200,0.999316
328.715400,0.998744
329.208000,0.996707
329.700000,0.998366
330.190800,0.998164
330.681000,0.999479
331.170600,0.995588
331.659600,0.998416
